dataset,model_family,variant_name,imbalance_strategy,calibration_type,fit_seconds,fn_cost,fp_cost,review_cost,calibration_fit_split,policy_selection_split,test_set_used_for_selection,new_features_created,validation_roc_auc,validation_pr_auc,validation_brier,validation_ece,validation_best_binary_cost,validation_best_manual_review_cost,validation_best_manual_review_rate,calibration_val_roc_auc,calibration_val_pr_auc,calibration_val_brier,calibration_val_ece
taiwan,XGBoost,xgboost_scale_pos_weight_1.25,scale_pos_weight=1.25,uncalibrated,0.5923830000683665,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7866309706823225,0.5609613298984225,0.13469517749673615,0.024751631263177847,3180.0,2682.0,0.294,0.7797764231284812,0.5414200089713359,0.13820828717790007,0.033001443095531116
taiwan,XGBoost,xgboost_scale_pos_weight_1.25,scale_pos_weight=1.25,sigmoid,0.5923830000683665,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7866309706823225,0.5609613298984225,0.13393201530933996,0.011644808421407771,3196.0,2690.5,0.29583333333333334,0.7797764231284812,0.5414200089713359,0.1362740195597242,0.017262789933605225
taiwan,XGBoost,xgboost_scale_pos_weight_1.25,scale_pos_weight=1.25,isotonic,0.5923830000683665,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7860613916531515,0.5375504767872286,0.13433571584947182,0.01203702976269213,3175.0,2689.0,0.292,0.7848799543365902,0.5296865093943738,0.1340724335609939,1.9197606467476665e-17
taiwan,XGBoost,xgboost_scale_pos_weight_1.5,scale_pos_weight=1.5,uncalibrated,0.5387520999647677,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7873415737378269,0.560761945441692,0.13684091574183302,0.04909839115214223,3182.0,2676.0,0.294,0.7805327009512613,0.5433743539964815,0.14072601136311433,0.05579412717967191
taiwan,XGBoost,xgboost_scale_pos_weight_1.5,scale_pos_weight=1.5,sigmoid,0.5387520999647677,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7873415737378269,0.560761945441692,0.13378029351988638,0.008736900638700867,3184.0,2672.0,0.299,0.7805327009512613,0.5433743539964815,0.136004702810946,0.016531473533163255
taiwan,XGBoost,xgboost_scale_pos_weight_1.5,scale_pos_weight=1.5,isotonic,0.5387520999647677,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7852599171981743,0.5368514293687167,0.1341703595715038,0.010565109658828183,3223.0,2695.5,0.29683333333333334,0.7855701474562543,0.5333474996839204,0.13413811964371272,1.4402059791665227e-17
taiwan,XGBoost,xgboost_scale_pos_weight_2,scale_pos_weight=2,uncalibrated,0.5615508999908343,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.787461472381142,0.5638825917893057,0.14353810923429194,0.08983773661420372,3167.0,2678.0,0.2936666666666667,0.7807891992057291,0.5421557414100805,0.14825256458803726,0.09543960496524556
taiwan,XGBoost,xgboost_scale_pos_weight_2,scale_pos_weight=2,sigmoid,0.5615508999908343,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.787461472381142,0.5638825917893057,0.1335469597158125,0.012244253467246663,3168.0,2682.0,0.2936666666666667,0.7807891992057291,0.5421557414100805,0.1360638989125212,0.016708414011320987
taiwan,XGBoost,xgboost_scale_pos_weight_2,scale_pos_weight=2,isotonic,0.5615508999908343,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7857085493780027,0.5361290186732514,0.1342767474690046,0.00867020314343866,3192.0,2681.5,0.2991666666666667,0.7857993157657044,0.5339447174533056,0.1339932201658224,2.6882431466053923e-17
taiwan,XGBoost,xgboost_scale_pos_weight_2.5,scale_pos_weight=2.5,uncalibrated,0.5707242999924347,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855982458514021,0.5613212312081797,0.15244264371894678,0.12361305774142964,3183.0,2719.5,0.29883333333333334,0.780083773001957,0.5386649637407104,0.1572026840254696,0.12867520720814354
taiwan,XGBoost,xgboost_scale_pos_weight_2.5,scale_pos_weight=2.5,sigmoid,0.5707242999924347,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855982458514021,0.5613212312081797,0.13389650181363438,0.011734889784355986,3198.0,2729.5,0.29583333333333334,0.780083773001957,0.5386649637407104,0.13632142423739882,0.014999500966245081
taiwan,XGBoost,xgboost_scale_pos_weight_2.5,scale_pos_weight=2.5,isotonic,0.5707242999924347,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.785097284001425,0.5395107372380147,0.13404794151988747,0.009630333460143818,3222.0,2723.0,0.2976666666666667,0.7845125681904529,0.5325664511401866,0.13461248511921925,1.1549403408947809e-17
taiwan,XGBoost,xgboost_scale_pos_weight_3,scale_pos_weight=3,uncalibrated,0.5659966999664903,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855611554842704,0.564127208914699,0.16169761254602694,0.15253040245299537,3174.0,2692.5,0.2975,0.7794878905941979,0.5404044985711457,0.16662062958784804,0.15706484850211483
taiwan,XGBoost,xgboost_scale_pos_weight_3,scale_pos_weight=3,sigmoid,0.5659966999664903,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855611554842704,0.564127208914699,0.1338154126717553,0.013176308073699215,3174.0,2702.5,0.2995,0.7794878905941979,0.5404044985711457,0.13618563403960418,0.015952062100934323
taiwan,XGBoost,xgboost_scale_pos_weight_3,scale_pos_weight=3,isotonic,0.5659966999664903,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7831986603604442,0.5349553346091097,0.13432215011326992,0.005844427926408557,3234.0,2709.5,0.2971666666666667,0.7841568308733398,0.5304854598569314,0.13424952584126634,3.7007434154171884e-18
taiwan,XGBoost,xgboost_scale_pos_weight_4,scale_pos_weight=4,uncalibrated,0.5755058000795543,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7857008087796447,0.5622618946870686,0.1802902014649109,0.19902662771505616,3162.0,2693.0,0.298,0.78097065211937,0.5430982221074878,0.18476916612425356,0.20243818893821702
taiwan,XGBoost,xgboost_scale_pos_weight_4,scale_pos_weight=4,sigmoid,0.5755058000795543,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7857008087796447,0.5622618946870686,0.13392022059235004,0.012927467712400944,3178.0,2704.5,0.2961666666666667,0.78097065211937,0.5430982221074878,0.13601517219381115,0.02216340834021734
taiwan,XGBoost,xgboost_scale_pos_weight_4,scale_pos_weight=4,isotonic,0.5755058000795543,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7842876657919252,0.537129440914753,0.13408542203078133,0.009694994828501283,3187.0,2738.0,0.26033333333333336,0.7860408049520069,0.5346165803994914,0.13409677880499346,2.5835814968881246e-17
taiwan,XGBoost,xgboost_scale_pos_weight_5,scale_pos_weight=5,uncalibrated,0.5547730000689626,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7877852067812158,0.5619349219397589,0.1978910450055928,0.2361248589552318,3138.0,2657.0,0.2986666666666667,0.7807558208302569,0.5363965616893007,0.20297783495107302,0.2394912437781588
taiwan,XGBoost,xgboost_scale_pos_weight_5,scale_pos_weight=5,sigmoid,0.5547730000689626,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7877852067812158,0.5619349219397589,0.13378976095488246,0.01342947105084995,3150.0,2648.5,0.2985,0.7807558208302569,0.5363965616893007,0.13625907925096384,0.013894216173256244
taiwan,XGBoost,xgboost_scale_pos_weight_5,scale_pos_weight=5,isotonic,0.5547730000689626,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7861297669386466,0.5416552496442455,0.13371603476423982,0.007838515359313639,3174.0,2661.0,0.2966666666666667,0.7850524466125206,0.5273784962051309,0.1345978931071605,3.854941057726238e-18
taiwan,XGBoost,xgboost_max_delta_step_0,max_delta_step=0,uncalibrated,0.5683268000138924,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7870155010319991,0.5601482601548518,0.13373358233523808,0.008567951455479493,3198.0,2694.5,0.2955,0.7808158571029182,0.5412839320635879,0.136798795899578,0.01949732756539662
taiwan,XGBoost,xgboost_max_delta_step_0,max_delta_step=0,sigmoid,0.5683268000138924,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7870155010319991,0.5601482601548518,0.13389436478747574,0.01038787207859343,3202.0,2704.5,0.2905,0.7808158571029182,0.5412839320635879,0.13627743739050038,0.014065860369185371
taiwan,XGBoost,xgboost_max_delta_step_0,max_delta_step=0,isotonic,0.5683268000138924,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855876831598929,0.5377721135143584,0.13420816877777553,0.005453805418609447,3186.0,2716.0,0.2693333333333333,0.7856118144216087,0.5308333134419947,0.13445244470163442,1.2690465962034775e-17
taiwan,XGBoost,xgboost_max_delta_step_1,max_delta_step=1,uncalibrated,0.5436822000192478,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7875294445104725,0.563071252968743,0.13329451242175588,0.008276314164201427,3184.0,2695.0,0.2996666666666667,0.78073745152295,0.5391024308372105,0.13681982451943187,0.020120960817698187
taiwan,XGBoost,xgboost_max_delta_step_1,max_delta_step=1,sigmoid,0.5436822000192478,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7875294445104725,0.563071252968743,0.1334919847852677,0.013144957761423503,3195.0,2698.0,0.29433333333333334,0.78073745152295,0.5391024308372105,0.13632518465460153,0.008375822670477595
taiwan,XGBoost,xgboost_max_delta_step_1,max_delta_step=1,isotonic,0.5436822000192478,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7860521190613687,0.5426632015290143,0.13408377975573915,0.0101350597618481,3226.0,2736.5,0.2848333333333333,0.7848844346554456,0.5332881200782685,0.13461586433779682,1.480297366166875e-17
taiwan,XGBoost,xgboost_max_delta_step_3,max_delta_step=3,uncalibrated,0.5614969999296591,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7870155010319991,0.5601482601548518,0.13373358233523808,0.008567951455479493,3198.0,2694.5,0.2955,0.7808158571029182,0.5412839320635879,0.136798795899578,0.01949732756539662
taiwan,XGBoost,xgboost_max_delta_step_3,max_delta_step=3,sigmoid,0.5614969999296591,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7870155010319991,0.5601482601548518,0.13389436478747574,0.01038787207859343,3202.0,2704.5,0.2905,0.7808158571029182,0.5412839320635879,0.13627743739050038,0.014065860369185371
taiwan,XGBoost,xgboost_max_delta_step_3,max_delta_step=3,isotonic,0.5614969999296591,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855876831598929,0.5377721135143584,0.13420816877777553,0.005453805418609447,3186.0,2716.0,0.2693333333333333,0.7856118144216087,0.5308333134419947,0.13445244470163442,1.2690465962034775e-17
taiwan,XGBoost,xgboost_max_delta_step_5,max_delta_step=5,uncalibrated,0.5634544999338686,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7870155010319991,0.5601482601548518,0.13373358233523808,0.008567951455479493,3198.0,2694.5,0.2955,0.7808158571029182,0.5412839320635879,0.136798795899578,0.01949732756539662
taiwan,XGBoost,xgboost_max_delta_step_5,max_delta_step=5,sigmoid,0.5634544999338686,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7870155010319991,0.5601482601548518,0.13389436478747574,0.01038787207859343,3202.0,2704.5,0.2905,0.7808158571029182,0.5412839320635879,0.13627743739050038,0.014065860369185371
taiwan,XGBoost,xgboost_max_delta_step_5,max_delta_step=5,isotonic,0.5634544999338686,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855876831598929,0.5377721135143584,0.13420816877777553,0.005453805418609447,3186.0,2716.0,0.2693333333333333,0.7856118144216087,0.5308333134419947,0.13445244470163442,1.2690465962034775e-17
taiwan,XGBoost,xgboost_spw_1.25_mds_1,scale_pos_weight=1.25; max_delta_step=1,uncalibrated,0.5641987000126392,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.787349878754815,0.5632945685789066,0.1344039485829686,0.025311840728080525,3183.0,2693.5,0.29783333333333334,0.7808516996537609,0.5394906901278989,0.13805473179998357,0.031325028466009014
taiwan,XGBoost,xgboost_spw_1.25_mds_1,scale_pos_weight=1.25; max_delta_step=1,sigmoid,0.5641987000126392,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.787349878754815,0.5632945685789066,0.13361566408090816,0.010742060309307024,3180.0,2703.5,0.29383333333333334,0.7808516996537609,0.5394906901278989,0.13615777700338577,0.010181755150581949
taiwan,XGBoost,xgboost_spw_1.25_mds_1,scale_pos_weight=1.25; max_delta_step=1,isotonic,0.5641987000126392,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7853009584957178,0.5411791656343068,0.13452524477311897,0.013508355167829021,3201.0,2779.0,0.24433333333333335,0.7850815686850803,0.5313028083866628,0.1345063715771063,1.7119793237362224e-17
taiwan,XGBoost,xgboost_spw_1.25_mds_3,scale_pos_weight=1.25; max_delta_step=3,uncalibrated,0.5961470999754965,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7866309706823225,0.5609613298984225,0.13469517749673615,0.024751631263177847,3180.0,2682.0,0.294,0.7797764231284812,0.5414200089713359,0.13820828717790007,0.033001443095531116
taiwan,XGBoost,xgboost_spw_1.25_mds_3,scale_pos_weight=1.25; max_delta_step=3,sigmoid,0.5961470999754965,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7866309706823225,0.5609613298984225,0.13393201530933996,0.011644808421407771,3196.0,2690.5,0.29583333333333334,0.7797764231284812,0.5414200089713359,0.1362740195597242,0.017262789933605225
taiwan,XGBoost,xgboost_spw_1.25_mds_3,scale_pos_weight=1.25; max_delta_step=3,isotonic,0.5961470999754965,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7860613916531515,0.5375504767872286,0.13433571584947182,0.01203702976269213,3175.0,2689.0,0.292,0.7848799543365902,0.5296865093943738,0.1340724335609939,1.9197606467476665e-17
taiwan,XGBoost,xgboost_spw_1.25_mds_5,scale_pos_weight=1.25; max_delta_step=5,uncalibrated,0.55655000009574,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7866309706823225,0.5609613298984225,0.13469517749673615,0.024751631263177847,3180.0,2682.0,0.294,0.7797764231284812,0.5414200089713359,0.13820828717790007,0.033001443095531116
taiwan,XGBoost,xgboost_spw_1.25_mds_5,scale_pos_weight=1.25; max_delta_step=5,sigmoid,0.55655000009574,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7866309706823225,0.5609613298984225,0.13393201530933996,0.011644808421407771,3196.0,2690.5,0.29583333333333334,0.7797764231284812,0.5414200089713359,0.1362740195597242,0.017262789933605225
taiwan,XGBoost,xgboost_spw_1.25_mds_5,scale_pos_weight=1.25; max_delta_step=5,isotonic,0.55655000009574,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7860613916531515,0.5375504767872286,0.13433571584947182,0.01203702976269213,3175.0,2689.0,0.292,0.7848799543365902,0.5296865093943738,0.1340724335609939,1.9197606467476665e-17
taiwan,XGBoost,xgboost_spw_1.5_mds_1,scale_pos_weight=1.5; max_delta_step=1,uncalibrated,0.5473137999651954,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7867357106538532,0.5601474749649203,0.13680434625234922,0.04904163424523237,3191.0,2704.5,0.2951666666666667,0.7810586903848774,0.5419410042504247,0.14084804679282903,0.0555390103927089
taiwan,XGBoost,xgboost_spw_1.5_mds_1,scale_pos_weight=1.5; max_delta_step=1,sigmoid,0.5473137999651954,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7867357106538532,0.5601474749649203,0.1337181729506189,0.011552090980453154,3188.0,2701.5,0.2985,0.7810586903848774,0.5419410042504247,0.1361043938865452,0.010897030191933978
taiwan,XGBoost,xgboost_spw_1.5_mds_1,scale_pos_weight=1.5; max_delta_step=1,isotonic,0.5473137999651954,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7861280736827557,0.5431282853704823,0.13434549006674518,0.009886380182353304,3212.0,2706.5,0.2828333333333333,0.7847531613129844,0.534422771450842,0.13449129742489516,8.958883018155777e-18
taiwan,XGBoost,xgboost_spw_1.5_mds_3,scale_pos_weight=1.5; max_delta_step=3,uncalibrated,0.571396000101231,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7873415737378269,0.560761945441692,0.13684091574183302,0.04909839115214223,3182.0,2676.0,0.294,0.7805327009512613,0.5433743539964815,0.14072601136311433,0.05579412717967191
taiwan,XGBoost,xgboost_spw_1.5_mds_3,scale_pos_weight=1.5; max_delta_step=3,sigmoid,0.571396000101231,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7873415737378269,0.560761945441692,0.13378029351988638,0.008736900638700867,3184.0,2672.0,0.299,0.7805327009512613,0.5433743539964815,0.136004702810946,0.016531473533163255
taiwan,XGBoost,xgboost_spw_1.5_mds_3,scale_pos_weight=1.5; max_delta_step=3,isotonic,0.571396000101231,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7852599171981743,0.5368514293687167,0.1341703595715038,0.010565109658828183,3223.0,2695.5,0.29683333333333334,0.7855701474562543,0.5333474996839204,0.13413811964371272,1.4402059791665227e-17
taiwan,XGBoost,xgboost_spw_1.5_mds_5,scale_pos_weight=1.5; max_delta_step=5,uncalibrated,0.5810340000316501,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7873415737378269,0.560761945441692,0.13684091574183302,0.04909839115214223,3182.0,2676.0,0.294,0.7805327009512613,0.5433743539964815,0.14072601136311433,0.05579412717967191
taiwan,XGBoost,xgboost_spw_1.5_mds_5,scale_pos_weight=1.5; max_delta_step=5,sigmoid,0.5810340000316501,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7873415737378269,0.560761945441692,0.13378029351988638,0.008736900638700867,3184.0,2672.0,0.299,0.7805327009512613,0.5433743539964815,0.136004702810946,0.016531473533163255
taiwan,XGBoost,xgboost_spw_1.5_mds_5,scale_pos_weight=1.5; max_delta_step=5,isotonic,0.5810340000316501,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7852599171981743,0.5368514293687167,0.1341703595715038,0.010565109658828183,3223.0,2695.5,0.29683333333333334,0.7855701474562543,0.5333474996839204,0.13413811964371272,1.4402059791665227e-17
taiwan,XGBoost,xgboost_spw_2_mds_1,scale_pos_weight=2; max_delta_step=1,uncalibrated,0.5413661000784487,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7865830757299828,0.5611390298068629,0.14372703124680708,0.09013312553909297,3165.0,2650.5,0.29583333333333334,0.7799630284088058,0.540483845425067,0.14827226156232542,0.0952943883527122
taiwan,XGBoost,xgboost_spw_2_mds_1,scale_pos_weight=2; max_delta_step=1,sigmoid,0.5413661000784487,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7865830757299828,0.5611390298068629,0.13366310427956637,0.010582102492726172,3187.0,2685.5,0.2945,0.7799630284088058,0.540483845425067,0.13619425869621904,0.01714103578418074
taiwan,XGBoost,xgboost_spw_2_mds_1,scale_pos_weight=2; max_delta_step=1,isotonic,0.5413661000784487,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7857664426032213,0.5359245607572848,0.1346458462478785,0.012746801693754164,3166.0,2668.0,0.2853333333333333,0.7850766403343394,0.5316853963755293,0.13397529381757947,2.0354088784794535e-17
taiwan,XGBoost,xgboost_spw_2_mds_3,scale_pos_weight=2; max_delta_step=3,uncalibrated,0.5575453999917954,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.787461472381142,0.5638825917893057,0.14353810923429194,0.08983773661420372,3167.0,2678.0,0.2936666666666667,0.7807891992057291,0.5421557414100805,0.14825256458803726,0.09543960496524556
taiwan,XGBoost,xgboost_spw_2_mds_3,scale_pos_weight=2; max_delta_step=3,sigmoid,0.5575453999917954,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.787461472381142,0.5638825917893057,0.1335469597158125,0.012244253467246663,3168.0,2682.0,0.2936666666666667,0.7807891992057291,0.5421557414100805,0.1360638989125212,0.016708414011320987
taiwan,XGBoost,xgboost_spw_2_mds_3,scale_pos_weight=2; max_delta_step=3,isotonic,0.5575453999917954,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7857085493780027,0.5361290186732514,0.1342767474690046,0.00867020314343866,3192.0,2681.5,0.2991666666666667,0.7857993157657044,0.5339447174533056,0.1339932201658224,2.6882431466053923e-17
taiwan,XGBoost,xgboost_spw_2_mds_5,scale_pos_weight=2; max_delta_step=5,uncalibrated,0.5638861999614164,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.787461472381142,0.5638825917893057,0.14353810923429194,0.08983773661420372,3167.0,2678.0,0.2936666666666667,0.7807891992057291,0.5421557414100805,0.14825256458803726,0.09543960496524556
taiwan,XGBoost,xgboost_spw_2_mds_5,scale_pos_weight=2; max_delta_step=5,sigmoid,0.5638861999614164,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.787461472381142,0.5638825917893057,0.1335469597158125,0.012244253467246663,3168.0,2682.0,0.2936666666666667,0.7807891992057291,0.5421557414100805,0.1360638989125212,0.016708414011320987
taiwan,XGBoost,xgboost_spw_2_mds_5,scale_pos_weight=2; max_delta_step=5,isotonic,0.5638861999614164,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7857085493780027,0.5361290186732514,0.1342767474690046,0.00867020314343866,3192.0,2681.5,0.2991666666666667,0.7857993157657044,0.5339447174533056,0.1339932201658224,2.6882431466053923e-17
taiwan,XGBoost,xgboost_spw_2.5_mds_1,scale_pos_weight=2.5; max_delta_step=1,uncalibrated,0.551686100079678,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7869895377750069,0.5631363582848798,0.15217665470693903,0.12438798436010255,3191.0,2695.5,0.2961666666666667,0.7798494523258231,0.5396895514926119,0.1572397507466092,0.12919250019515555
taiwan,XGBoost,xgboost_spw_2.5_mds_1,scale_pos_weight=2.5; max_delta_step=1,sigmoid,0.551686100079678,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7869895377750069,0.5631363582848798,0.13357174272901168,0.011159296146236949,3194.0,2690.5,0.2995,0.7798494523258231,0.5396895514926119,0.13622271932532193,0.015593572342272433
taiwan,XGBoost,xgboost_spw_2.5_mds_1,scale_pos_weight=2.5; max_delta_step=1,isotonic,0.551686100079678,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7843414468242664,0.5357071440442716,0.13416125527268769,0.007369174898423625,3210.0,2695.5,0.2945,0.7849753851282087,0.5303312496306355,0.13420709738559117,3.515706244646329e-17
taiwan,XGBoost,xgboost_spw_2.5_mds_3,scale_pos_weight=2.5; max_delta_step=3,uncalibrated,0.5303223000373691,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855982458514021,0.5613212312081797,0.15244264371894678,0.12361305774142964,3183.0,2719.5,0.29883333333333334,0.780083773001957,0.5386649637407104,0.1572026840254696,0.12867520720814354
taiwan,XGBoost,xgboost_spw_2.5_mds_3,scale_pos_weight=2.5; max_delta_step=3,sigmoid,0.5303223000373691,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855982458514021,0.5613212312081797,0.13389650181363438,0.011734889784355986,3198.0,2729.5,0.29583333333333334,0.780083773001957,0.5386649637407104,0.13632142423739882,0.014999500966245081
taiwan,XGBoost,xgboost_spw_2.5_mds_3,scale_pos_weight=2.5; max_delta_step=3,isotonic,0.5303223000373691,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.785097284001425,0.5395107372380147,0.13404794151988747,0.009630333460143818,3222.0,2723.0,0.2976666666666667,0.7845125681904529,0.5325664511401866,0.13461248511921925,1.1549403408947809e-17
taiwan,XGBoost,xgboost_spw_2.5_mds_5,scale_pos_weight=2.5; max_delta_step=5,uncalibrated,0.5697294999845326,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855982458514021,0.5613212312081797,0.15244264371894678,0.12361305774142964,3183.0,2719.5,0.29883333333333334,0.780083773001957,0.5386649637407104,0.1572026840254696,0.12867520720814354
taiwan,XGBoost,xgboost_spw_2.5_mds_5,scale_pos_weight=2.5; max_delta_step=5,sigmoid,0.5697294999845326,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855982458514021,0.5613212312081797,0.13389650181363438,0.011734889784355986,3198.0,2729.5,0.29583333333333334,0.780083773001957,0.5386649637407104,0.13632142423739882,0.014999500966245081
taiwan,XGBoost,xgboost_spw_2.5_mds_5,scale_pos_weight=2.5; max_delta_step=5,isotonic,0.5697294999845326,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.785097284001425,0.5395107372380147,0.13404794151988747,0.009630333460143818,3222.0,2723.0,0.2976666666666667,0.7845125681904529,0.5325664511401866,0.13461248511921925,1.1549403408947809e-17
taiwan,XGBoost,xgboost_spw_3_mds_1,scale_pos_weight=3; max_delta_step=1,uncalibrated,0.5426331999478862,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7865702553639524,0.5632705422738767,0.1616634056265854,0.15332943727665896,3183.0,2695.5,0.2975,0.7811917558548807,0.5419420573371067,0.1660442025800596,0.1575044581270777
taiwan,XGBoost,xgboost_spw_3_mds_1,scale_pos_weight=3; max_delta_step=1,sigmoid,0.5426331999478862,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7865702553639524,0.5632705422738767,0.13372700393061576,0.011026584758930627,3185.0,2703.5,0.29283333333333333,0.7811917558548807,0.5419420573371067,0.1357863754677362,0.015176755958637145
taiwan,XGBoost,xgboost_spw_3_mds_1,scale_pos_weight=3; max_delta_step=1,isotonic,0.5426331999478862,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7842707332330173,0.5385433279064091,0.13416244871673652,0.010040311482871885,3212.0,2709.0,0.3,0.7861758865654951,0.534039540574192,0.13398606408462194,3.3306690738754695e-18
taiwan,XGBoost,xgboost_spw_3_mds_3,scale_pos_weight=3; max_delta_step=3,uncalibrated,0.5740600000135601,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855611554842704,0.564127208914699,0.16169761254602694,0.15253040245299537,3174.0,2692.5,0.2975,0.7794878905941979,0.5404044985711457,0.16662062958784804,0.15706484850211483
taiwan,XGBoost,xgboost_spw_3_mds_3,scale_pos_weight=3; max_delta_step=3,sigmoid,0.5740600000135601,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855611554842704,0.564127208914699,0.1338154126717553,0.013176308073699215,3174.0,2702.5,0.2995,0.7794878905941979,0.5404044985711457,0.13618563403960418,0.015952062100934323
taiwan,XGBoost,xgboost_spw_3_mds_3,scale_pos_weight=3; max_delta_step=3,isotonic,0.5740600000135601,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7831986603604442,0.5349553346091097,0.13432215011326992,0.005844427926408557,3234.0,2709.5,0.2971666666666667,0.7841568308733398,0.5304854598569314,0.13424952584126634,3.7007434154171884e-18
taiwan,XGBoost,xgboost_spw_3_mds_5,scale_pos_weight=3; max_delta_step=5,uncalibrated,0.5655054999515414,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855611554842704,0.564127208914699,0.16169761254602694,0.15253040245299537,3174.0,2692.5,0.2975,0.7794878905941979,0.5404044985711457,0.16662062958784804,0.15706484850211483
taiwan,XGBoost,xgboost_spw_3_mds_5,scale_pos_weight=3; max_delta_step=5,sigmoid,0.5655054999515414,5.0,1.0,0.5,calibration_val_from_train_only,validation,False,False,0.7855611554842704,0.564127208914699,0.1338154126717553,0.013176308073699215,3174.0,2702.5,0.2995,0.7794878905941979,0.5404044985711457,0.13618563403960418,0.015952062100934323
