dataset,track_id,track_name,selected_system,source_experiment,policy_type,selection_reason,test_set_used_for_selection,model_family,calibration_type,threshold,t_low,t_high,fn_cost,fp_cost,review_cost,validation_precision,validation_recall,validation_specificity,validation_f1,validation_pr_auc,validation_roc_auc,validation_ece,validation_brier,validation_expected_cost,validation_review_adjusted_cost,validation_manual_review_rate,validation_auto_decision_rate,validation_high_risk_precision,validation_high_risk_recall,validation_low_risk_default_rate,validation_fp,candidate_key,source_file,capacity_top20_capture,capacity_precision_at20,capacity_lift_at20,capacity_net_value_at20,dca_useful_threshold_range,dca_useful_threshold_width,dca_max_net_benefit,dca_best_model_at_threshold_range,artifact_ready
taiwan,A,Best raw classifier,XGBoost xgboost_spw_5_mds_1,advanced_imbalance_boosting,probability_ranking_raw_classifier,"Highest validation PR-AUC after tie-breaking by ROC-AUC, F1, and calibration. No test metric was consulted.",False,XGBoost,uncalibrated,,0.4,0.64,5.0,1.0,0.5,0.5230557467309016,0.5727204220045214,0.8517012625722234,0.5467625899280575,0.565282927443182,0.7861859669079744,0.2372939800399666,0.1987428151861645,2664.0,2664.0,0.2936666666666667,0.7063333333333334,0.5230557467309016,0.5727204220045214,0.0782764811490125,693.0,fa_01214_taiwan_xgboost_xgboost_spw_5_mds_1_manual_review_band_mr_le_0_30,outputs\final_attempt\imbalance_boosting\advanced_imbalance_best_configs.csv,,,,,,,,,False
taiwan,B,Best operational binary policy,XGBoost xgboost_scale_pos_weight_5,advanced_imbalance_boosting,precision_ge_0_40,"Lowest validation binary expected cost among eligible binary policies, with PR-AUC/ECE/F1 used only as validation tie-breakers.",False,XGBoost,uncalibrated,0.48,,,5.0,1.0,0.5,0.4012244897959183,0.7407686510926903,0.6860689064840574,0.520518930368017,0.5619349219397589,0.7877852067812158,0.2361248589552318,0.1978910450055928,3187.0,,,,0.4012244897959183,0.7407686510926903,,1467.0,fa_01278_taiwan_xgboost_xgboost_scale_pos_weight_5_precision_ge_0_40,outputs\final_attempt\imbalance_boosting\advanced_imbalance_best_configs.csv,,,,,,,,,False
taiwan,C,Best manual-review policy,XGBoost xgboost_scale_pos_weight_5,advanced_imbalance_boosting,manual_review_band_mr_le_0_30,Lowest validation review-adjusted cost under review_cost=0.5 among manual-review candidates satisfying MR-rate and high-risk quality constraints.,False,XGBoost,sigmoid,,0.14,0.27,5.0,1.0,0.5,0.5138339920948617,0.587792012057272,0.8420714744275626,0.5483304042179262,0.5619349219397589,0.7877852067812158,0.0134294710508499,0.1337897609548824,2648.5,2648.5,0.2985,0.7015,0.5138339920948617,0.587792012057272,0.0754366406540319,738.0,fa_01206_taiwan_xgboost_xgboost_scale_pos_weight_5_manual_review_band_mr_le_0_30,outputs\final_attempt\imbalance_boosting\advanced_imbalance_best_configs.csv,,,,,,,,,False
taiwan,D,Best capacity-aware reviewer,SCRE-Optimized probability ranking,capacity_aware_manual_review,top_k_review_prioritization,"Highest validation default capture@20%, then precision@20%, lift@20%, and net value@20%.",False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5290128108515448,0.585,2.645064054257724,2910.0,0.01-0.80,80.0,0.2133013468013468,0.02-0.08; 0.12-0.13; 0.15-0.21; 0.23-0.24; 0.26-0.28; 0.32; 0.34; 0.37-0.40; 0.42; 0.44; 0.47-0.49; 0.52; 0.59; 0.64-0.66; 0.68-0.75; 0.80,True
taiwan,E,Best interpretable model,Monotonic LightGBM conservative,interpretable_middle_models,manual_review_mr_le_0_30,Best validation-governed interpretable candidate after enforcing manual-review feasibility; scorecard is preferred when it remains competitive and feasible.,False,Monotonic LightGBM,uncalibrated,,0.13,0.26,5.0,1.0,0.5,0.5081859855926654,0.584777694046722,0.8392895356302161,0.5437981779957953,0.5616024174070564,0.7876490206288559,0.0124239844596689,0.1330400398675318,1781.0,2668.0,0.2956666666666667,0.7043333333333333,0.5081859855926654,0.584777694046722,0.0763245646535754,751.0,fa_05793_taiwan_monotonic_lightgbm_conservative_manual_review_mr_le_0_30,outputs\final_attempt\interpretable_models\interpretable_models_best_configs.csv,,,,,,,,,True
taiwan,F,Best research framework,SCRE-Optimized,scre_optimized,reliability_aware_framework,"SCRE variant selected for reliability integration, validation AUC/PR-AUC, and capacity-review support. This is a framework track, not a claim of universal predictive dominance.",False,SCRE-Credit,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.16,,,5.0,1.0,,0.3747346072186836,0.7980406932931424,0.6218703188529853,0.5099927763062846,0.5628096434577454,0.7882252114191244,0.0075793498249407,0.1330334444681678,3107.0,,,,0.3747346072186836,0.7980406932931424,,1767.0,fa_08457_taiwan_scre_optimized_scre_binary_cost_policy,outputs\tables\scre_optimized_results_taiwan.csv,,,,,0.01-0.80,80.0,0.2133013468013468,0.02-0.08; 0.12-0.13; 0.15-0.21; 0.23-0.24; 0.26-0.28; 0.32; 0.34; 0.37-0.40; 0.42; 0.44; 0.47-0.49; 0.52; 0.59; 0.64-0.66; 0.68-0.75; 0.80,True
taiwan,G,Final recommended system,Operational screening: XGBoost xgboost_scale_pos_weight_5 (manual_review_band_mr_le_0_30); review prioritization: SCRE-Optimized probability ranking; interpretable benchmark: Monotonic LightGBM conservative; research framework: SCRE-Optimized.,multi_track_committee_decision,portfolio_recommendation,"Taiwan changes partially from V2: the validation-only manual-review winner shifts marginally from V2 CatBoost to advanced XGBoost (review-adjusted cost 2648.5), while SCRE-Optimized is kept for top-k review prioritization and Monotonic LightGBM is the strongest interpretable middle model.",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
