dataset,model,scenario_name,fn_cost,fp_cost,cost_ratio_FN_to_FP,selected_threshold_validation,selection_split,selected_by,test_set_used_for_threshold_selection,calibration_type,validation_expected_cost,validation_accuracy,validation_precision,validation_recall,validation_specificity,validation_f1,validation_tn,validation_fp,validation_fn,validation_tp,test_accuracy,test_precision,test_recall,test_specificity,test_f1,test_roc_auc,test_pr_auc,test_brier,test_ece,test_tn,test_fp,test_fn,test_tp,test_expected_cost,test_cost_per_customer,delta_threshold_vs_FN5_FP1,delta_precision_vs_FN5_FP1,delta_recall_vs_FN5_FP1,delta_specificity_vs_FN5_FP1,delta_fp_vs_FN5_FP1,delta_cost_vs_FN5_FP1,operational_comment
heloc,Best Scorecard,FN2_FP1,2.0,1.0,2.0,0.325,validation,minimum validation expected cost,False,sigmoid,676.0,0.7163120567375887,0.6723247232472325,0.887049659201558,0.5311510031678986,0.7649034424853065,503,444,116,911,0.699746835443038,0.6563623292595255,0.8881322957198443,0.4952481520591341,0.7548573790822655,0.801480407101681,0.8038770280230678,0.18165238060883881,0.014207949481563046,469,478,115,913,708.0,0.35848101265822785,0.165,0.09766908451976919,-0.0933852140077821,0.3368532206969377,-319,-184.0,More conservative cost ratio; lower FP burden is prioritized.
heloc,Best Scorecard,FN3_FP1,3.0,1.0,3.0,0.26,validation,minimum validation expected cost,False,sigmoid,778.0,0.6798378926038501,0.6305353602115004,0.928919182083739,0.40971488912354803,0.7511811023622047,388,559,73,954,0.6683544303797468,0.6219751471550032,0.9250972762645915,0.38965153115100315,0.7438404380132968,0.801480407101681,0.8038770280230678,0.18165238060883881,0.014207949481563046,369,578,77,951,809.0,0.40962025316455697,0.1,0.0632819024152469,-0.05642023346303493,0.23125659978880675,-219,-83.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
heloc,Best Scorecard,FN5_FP1,5.0,1.0,5.0,0.16,validation,minimum validation expected cost,False,sigmoid,871.0,0.5871327254305978,0.5584343991179713,0.9863680623174295,0.15417106652587118,0.7131291798662442,146,801,14,1013,0.5868354430379746,0.5586932447397563,0.9815175097276264,0.1583949313621964,0.7120677487649963,0.801480407101681,0.8038770280230678,0.18165238060883881,0.014207949481563046,150,797,19,1009,892.0,0.45164556962025315,0.0,0.0,0.0,0.0,0,0.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
heloc,Best Scorecard,FN5_FP2,5.0,2.0,2.5,0.31,validation,minimum validation expected cost,False,sigmoid,1460.0,0.7107396149949341,0.6645021645021645,0.8967867575462513,0.5089757127771911,0.7633651056775799,482,465,106,921,0.6941772151898734,0.6495063469675599,0.8959143968871596,0.4751847940865892,0.7530662305805396,0.801480407101681,0.8038770280230678,0.18165238060883881,0.014207949481563046,450,497,107,921,1529.0,0.7741772151898734,0.15,0.09081310222780359,-0.08560311284046684,0.3167898627243928,-300,637.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
heloc,Best Scorecard,FN5_FP3,5.0,3.0,1.6666666666666667,0.365,validation,minimum validation expected cost,False,sigmoid,1900.0,0.7274569402228976,0.691164972634871,0.8607594936708861,0.5828933474128828,0.7666955767562879,552,395,143,884,0.7129113924050633,0.6739622641509434,0.8686770428015564,0.5438225976768744,0.7590310242243945,0.801480407101681,0.8038770280230678,0.18165238060883881,0.014207949481563046,515,432,135,893,1971.0,0.9979746835443037,0.205,0.11526901941118706,-0.11284046692606997,0.38542766631467795,-365,1079.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
heloc,Best Scorecard,FN10_FP1,10.0,1.0,10.0,0.135,validation,minimum validation expected cost,False,sigmoid,930.0,0.560790273556231,0.5425531914893617,0.9931840311587147,0.09186906019007392,0.7017543859649122,87,860,7,1020,0.5605063291139241,0.5426894343649946,0.9892996108949417,0.09503695881731784,0.7008959338387319,0.801480407101681,0.8038770280230678,0.18165238060883881,0.014207949481563046,90,857,11,1017,967.0,0.489620253164557,-0.024999999999999994,-0.01600381037476173,0.0077821011673152585,-0.06335797254487856,60,75.0,Higher FN cost keeps an aggressive screening threshold and protects recall.
heloc,Best Scorecard,FN10_FP2,10.0,2.0,5.0,0.16,validation,minimum validation expected cost,False,sigmoid,1742.0,0.5871327254305978,0.5584343991179713,0.9863680623174295,0.15417106652587118,0.7131291798662442,146,801,14,1013,0.5868354430379746,0.5586932447397563,0.9815175097276264,0.1583949313621964,0.7120677487649963,0.801480407101681,0.8038770280230678,0.18165238060883881,0.014207949481563046,150,797,19,1009,1784.0,0.9032911392405063,0.0,0.0,0.0,0.0,0,892.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
heloc,Best Scorecard,FN10_FP3,10.0,3.0,3.3333333333333335,0.235,validation,minimum validation expected cost,False,sigmoid,2392.0,0.6646403242147924,0.6160203432930705,0.943524829600779,0.36219640971488914,0.7453846153846155,343,604,58,969,0.6541772151898734,0.6084223758642363,0.9416342412451362,0.34213305174234426,0.739213440244368,0.801480407101681,0.8038770280230678,0.18165238060883881,0.014207949481563046,324,623,60,968,2469.0,1.250126582278481,0.07499999999999998,0.049729131124479964,-0.03988326848249024,0.18373812038014786,-174,1577.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
heloc,Best Scorecard,FN3_FP2,3.0,2.0,1.5,0.365,validation,minimum validation expected cost,False,sigmoid,1219.0,0.7274569402228976,0.691164972634871,0.8607594936708861,0.5828933474128828,0.7666955767562879,552,395,143,884,0.7129113924050633,0.6739622641509434,0.8686770428015564,0.5438225976768744,0.7590310242243945,0.801480407101681,0.8038770280230678,0.18165238060883881,0.014207949481563046,515,432,135,893,1269.0,0.6425316455696203,0.205,0.11526901941118706,-0.11284046692606997,0.38542766631467795,-365,377.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
heloc,Best Scorecard,FN2_FP2,2.0,2.0,1.0,0.465,validation,minimum validation expected cost,False,sigmoid,1044.0,0.7355623100303952,0.7272727272727273,0.7867575462512172,0.6800422386483632,0.7558465855940132,644,303,219,808,0.7275949367088608,0.7149122807017544,0.7928015564202334,0.6568109820485745,0.7518450184501845,0.801480407101681,0.8038770280230678,0.18165238060883881,0.014207949481563046,622,325,213,815,1076.0,0.5448101265822785,0.30500000000000005,0.15621903596199804,-0.188715953307393,0.49841605068637806,-472,184.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
heloc,SCRE-Optimized,FN2_FP1,2.0,1.0,2.0,0.375,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,682.0,0.7183383991894631,0.6769346356123216,0.8773125608568647,0.545934530095037,0.7642069550466497,517,430,126,901,0.7017721518987342,0.6584837545126354,0.8871595330739299,0.5005279831045406,0.7559055118110236,0.8054618516798903,0.8130412263027302,0.18266246307039458,0.046149261762113425,474,473,116,912,705.0,0.3569620253164557,0.155,0.09703124054615497,-0.09046692607003892,0.3294614572333685,-312,-195.0,More conservative cost ratio; lower FP burden is prioritized.
heloc,SCRE-Optimized,FN3_FP1,3.0,1.0,3.0,0.295,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,765.0,0.6833839918946302,0.6329365079365079,0.9318403115871471,0.4139387539598733,0.7538400945254037,392,555,70,957,0.6678481012658228,0.6207792207792208,0.9299610894941635,0.3833157338965153,0.7445482866043615,0.8054618516798903,0.8130412263027302,0.18266246307039458,0.046149261762113425,363,584,72,956,800.0,0.4050632911392405,0.07499999999999998,0.059326706812740326,-0.04766536964980539,0.21224920802534317,-201,-100.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
heloc,SCRE-Optimized,FN5_FP1,5.0,1.0,5.0,0.22,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,853.0,0.6043566362715299,0.5694130925507901,0.9824732229795521,0.19429778247096094,0.720971775634155,184,763,18,1009,0.590886075949367,0.5614525139664804,0.9776264591439688,0.17106652587117213,0.7132718239886444,0.8054618516798903,0.8130412263027302,0.18266246307039458,0.046149261762113425,162,785,23,1005,900.0,0.45569620253164556,0.0,0.0,0.0,0.0,0,0.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
heloc,SCRE-Optimized,FN5_FP2,5.0,2.0,2.5,0.305,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,1460.0,0.6879432624113475,0.6378269617706237,0.9259980525803311,0.4297782470960929,0.755361397934869,407,540,76,951,0.6724050632911392,0.6250820748522653,0.9260700389105059,0.39704329461457233,0.7463739709917679,0.8054618516798903,0.8130412263027302,0.18266246307039458,0.046149261762113425,376,571,76,952,1522.0,0.7706329113924051,0.08499999999999999,0.06362956088578486,-0.05155642023346296,0.2259767687434002,-214,622.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
