dataset,model,scenario_name,fn_cost,fp_cost,cost_ratio_FN_to_FP,selected_threshold_validation,selection_split,selected_by,test_set_used_for_threshold_selection,calibration_type,validation_expected_cost,validation_accuracy,validation_precision,validation_recall,validation_specificity,validation_f1,validation_tn,validation_fp,validation_fn,validation_tp,test_accuracy,test_precision,test_recall,test_specificity,test_f1,test_roc_auc,test_pr_auc,test_brier,test_ece,test_tn,test_fp,test_fn,test_tp,test_expected_cost,test_cost_per_customer,delta_threshold_vs_FN5_FP1,delta_precision_vs_FN5_FP1,delta_recall_vs_FN5_FP1,delta_specificity_vs_FN5_FP1,delta_fp_vs_FN5_FP1,delta_cost_vs_FN5_FP1,operational_comment
taiwan,SCRE-Optimized,FN5_FP2,5.0,2.0,2.5,0.28,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,4184.0,0.7968333333333333,0.5390738060781476,0.5614167294649586,0.8636849989300235,0.5500184569952012,4036,637,582,745,0.7935,0.5311173974540311,0.5659382064807837,0.8581211213353306,0.5479751915359359,0.7846896124879075,0.5669357617133086,0.13376683606987527,0.010671981212882936,4010,663,576,751,4206.0,0.701,0.12000000000000002,0.171005626584314,-0.21100226073850792,0.2501604964690777,-1169,894.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,SCRE-Optimized,FN5_FP3,5.0,3.0,1.6666666666666667,0.355,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,4662.0,0.8163333333333334,0.6048462255358807,0.48907309721175585,0.9092659961480848,0.5408333333333333,4249,424,678,649,0.8101666666666667,0.5881801125703565,0.4724943481537302,0.9060560667665312,0.5240284162139575,0.7846896124879075,0.5669357617133086,0.13376683606987527,0.010671981212882936,4234,439,700,627,4817.0,0.8028333333333333,0.19499999999999998,0.22806834170063944,-0.30444611906556146,0.29809544190027826,-1393,1505.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,SCRE-Optimized,FN10_FP1,10.0,1.0,10.0,0.115,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,4152.0,0.5285,0.30554117037804246,0.8892238131122834,0.42606462657821526,0.4548082482173829,1991,2682,147,1180,0.5328333333333334,0.3082120582120582,0.8937452901281085,0.43034453242028675,0.4583574879227054,0.7846896124879075,0.5669357617133086,0.13376683606987527,0.010671981212882936,2011,2662,141,1186,4072.0,0.6786666666666666,-0.045,-0.05189971265765886,0.11680482290881689,-0.17761609244596616,830,760.0,Higher FN cost keeps an aggressive screening threshold and protects recall.
taiwan,SCRE-Optimized,FN10_FP2,10.0,2.0,5.0,0.16,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,6214.0,0.6608333333333334,0.3747346072186836,0.7980406932931424,0.6218703188529853,0.5099927763062847,2906,1767,268,1059,0.6453333333333333,0.3601117708697171,0.7769404672192917,0.6079606248662529,0.4921241050119332,0.7846896124879075,0.5669357617133086,0.13376683606987527,0.010671981212882936,2841,1832,296,1031,6624.0,1.104,0.0,0.0,0.0,0.0,0,3312.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
taiwan,SCRE-Optimized,FN10_FP3,10.0,3.0,3.3333333333333335,0.21,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,7675.0,0.7548333333333334,0.46141479099678456,0.6488319517709118,0.7849347314359084,0.5393047290948951,3668,1005,466,861,0.7461666666666666,0.4488517745302714,0.6480783722682742,0.7740209715386261,0.530373111316682,0.7846896124879075,0.5669357617133086,0.13376683606987527,0.010671981212882936,3617,1056,467,860,7838.0,1.3063333333333333,0.04999999999999999,0.08874000366055435,-0.12886209495101741,0.16606034667237324,-776,4526.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,SCRE-Optimized,FN3_FP2,3.0,2.0,1.5,0.39,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,2877.0,0.82,0.6269270298047277,0.45968349660889224,0.9223197089664027,0.5304347826086957,4310,363,717,610,0.8135,0.6059063136456212,0.4483798040693293,0.917183821955917,0.5153746210480729,0.7846896124879075,0.5669357617133086,0.13376683606987527,0.010671981212882936,4286,387,732,595,2970.0,0.495,0.23,0.24579454277590412,-0.32856066314996235,0.30922319708966406,-1445,-342.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,SCRE-Optimized,FN2_FP2,2.0,2.0,1.0,0.465,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,2126.0,0.8228333333333333,0.6764705882352942,0.3813112283345893,0.9482131393109352,0.4877108433734939,4431,242,821,506,0.8183333333333334,0.6582109479305741,0.3715146948003014,0.9452172052214851,0.47495183044315986,0.7846896124879075,0.5669357617133086,0.13376683606987527,0.010671981212882936,4417,256,834,493,2180.0,0.36333333333333334,0.30500000000000005,0.29809917706085703,-0.40542577241899025,0.3372565803552322,-1576,-1132.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,SCRE-Pareto,FN2_FP1,2.0,1.0,2.0,0.35,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities,1774.0,0.8173333333333334,0.6082474226804123,0.48907309721175585,0.9105499679007062,0.5421888053467,4255,418,678,649,0.809,0.5834101382488479,0.4770158251695554,0.9032741279691847,0.5248756218905473,0.7838847515211484,0.5661401114278397,0.13401665754848427,0.011268758169309702,4221,452,694,633,1840.0,0.30666666666666664,0.18499999999999997,0.2182785593014795,-0.27581009796533534,0.2749839503530923,-1285,-1537.0,More conservative cost ratio; lower FP burden is prioritized.
taiwan,SCRE-Pareto,FN3_FP1,3.0,1.0,3.0,0.235,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities,2381.0,0.7765,0.4957002457002457,0.6081386586284853,0.824309865182966,0.5461928934010153,3852,821,520,807,0.7738333333333334,0.49096385542168675,0.6141672946495855,0.8191739781724802,0.5456980247740206,0.7838847515211484,0.5661401114278397,0.13401665754848427,0.011268758169309702,3828,845,512,815,2381.0,0.3968333333333333,0.06999999999999998,0.12583227647431833,-0.1386586284853052,0.19088380055638776,-892,-996.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
taiwan,SCRE-Pareto,FN5_FP1,5.0,1.0,5.0,0.165,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities,3176.0,0.6706666666666666,0.3799482056973733,0.7739261492087415,0.6413438904344104,0.5096774193548388,2997,1676,300,1027,0.6558333333333334,0.3651315789473684,0.7528259231348907,0.6282901776160924,0.4917548609401919,0.7838847515211484,0.5661401114278397,0.13401665754848427,0.011268758169309702,2936,1737,328,999,3377.0,0.5628333333333333,0.0,0.0,0.0,0.0,0,0.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
taiwan,SCRE-Pareto,FN5_FP2,5.0,2.0,2.5,0.315,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities,4180.0,0.8081666666666667,0.5717781402936378,0.5282592313489073,0.8876524716456238,0.5491578535056796,4148,525,626,701,0.8028333333333333,0.5583468395461912,0.519216277317257,0.8833725658035523,0.5380710659898477,0.7838847515211484,0.5661401114278397,0.13401665754848427,0.011268758169309702,4128,545,638,689,4280.0,0.7133333333333334,0.15,0.19321526059882282,-0.23360964581763377,0.2550823881874599,-1192,903.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,SCRE-Pareto,FN5_FP3,5.0,3.0,1.6666666666666667,0.35,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities,4644.0,0.8173333333333334,0.6082474226804123,0.48907309721175585,0.9105499679007062,0.5421888053467,4255,418,678,649,0.809,0.5834101382488479,0.4770158251695554,0.9032741279691847,0.5248756218905473,0.7838847515211484,0.5661401114278397,0.13401665754848427,0.011268758169309702,4221,452,694,633,4826.0,0.8043333333333333,0.18499999999999997,0.2182785593014795,-0.27581009796533534,0.2749839503530923,-1285,1449.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,SCRE-Pareto,FN10_FP1,10.0,1.0,10.0,0.12,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities,4144.0,0.5373333333333333,0.3092919189260332,0.8854559155990958,0.4384763535202226,0.45844713226687483,2049,2624,152,1175,0.5405,0.3111463285789752,0.8877166541070083,0.4419002781938797,0.46078623117543527,0.7838847515211484,0.5661401114278397,0.13401665754848427,0.011268758169309702,2065,2608,149,1178,4098.0,0.683,-0.04500000000000001,-0.053985250368393245,0.13489073097211757,-0.18638989942221268,871,721.0,Higher FN cost keeps an aggressive screening threshold and protects recall.
taiwan,SCRE-Pareto,FN10_FP2,10.0,2.0,5.0,0.165,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities,6352.0,0.6706666666666666,0.3799482056973733,0.7739261492087415,0.6413438904344104,0.5096774193548388,2997,1676,300,1027,0.6558333333333334,0.3651315789473684,0.7528259231348907,0.6282901776160924,0.4917548609401919,0.7838847515211484,0.5661401114278397,0.13401665754848427,0.011268758169309702,2936,1737,328,999,6754.0,1.1256666666666666,0.0,0.0,0.0,0.0,0,3377.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
taiwan,SCRE-Pareto,FN10_FP3,10.0,3.0,3.3333333333333335,0.21,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities,7633.0,0.7571666666666667,0.46490280777537796,0.6488319517709118,0.7879306655253584,0.5416797735136835,3682,991,466,861,0.748,0.45139253809774044,0.6473247927656368,0.7765889150438691,0.531888544891641,0.7838847515211484,0.5661401114278397,0.13401665754848427,0.011268758169309702,3629,1044,468,859,7812.0,1.302,0.044999999999999984,0.08626095915037202,-0.1055011303692539,0.14829873742777666,-693,4435.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,SCRE-Pareto,FN3_FP2,3.0,2.0,1.5,0.35,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities,2870.0,0.8173333333333334,0.6082474226804123,0.48907309721175585,0.9105499679007062,0.5421888053467,4255,418,678,649,0.809,0.5834101382488479,0.4770158251695554,0.9032741279691847,0.5248756218905473,0.7838847515211484,0.5661401114278397,0.13401665754848427,0.011268758169309702,4221,452,694,633,2986.0,0.49766666666666665,0.18499999999999997,0.2182785593014795,-0.27581009796533534,0.2749839503530923,-1285,-391.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,SCRE-Pareto,FN2_FP2,2.0,2.0,1.0,0.48,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities,2130.0,0.8225,0.6819444444444445,0.3700075357950264,0.9509950781082817,0.4797264289203714,4444,229,836,491,0.8188333333333333,0.6657458563535912,0.3632253202712886,0.9482131393109352,0.470014627011214,0.7838847515211484,0.5661401114278397,0.13401665754848427,0.011268758169309702,4431,242,845,482,2174.0,0.36233333333333334,0.31499999999999995,0.30061427740622276,-0.3896006028636021,0.3199229616948428,-1495,-1203.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,Old SCRE-Credit,FN2_FP1,2.0,1.0,2.0,0.34,validation,minimum validation expected cost,False,weighted_sum_plus_isotonic,1775.0,0.8151666666666667,0.5987318840579711,0.4981160512434062,0.9052000855981168,0.5438091320444263,4230,443,666,661,0.8088333333333333,0.5797872340425532,0.49284099472494347,0.898566231542906,0.5327902240325866,0.78157176397432,0.5444404951784547,0.13447458466250192,0.01613451433701308,4199,474,673,654,1820.0,0.30333333333333334,0.15000000000000002,0.21545741203020302,-0.2629992464204973,0.2730579927241601,-1276,-1550.0,More conservative cost ratio; lower FP burden is prioritized.
taiwan,Old SCRE-Credit,FN3_FP1,3.0,1.0,3.0,0.25,validation,minimum validation expected cost,False,weighted_sum_plus_isotonic,2377.0,0.7825,0.507051282051282,0.5960813865862848,0.8354376203723518,0.5479736750952546,3904,769,536,791,0.7801666666666667,0.5025157232704403,0.6021100226073851,0.8307297239460731,0.5478231059307509,0.78157176397432,0.5444404951784547,0.13447458466250192,0.01613451433701308,3882,791,528,799,2375.0,0.3958333333333333,0.06,0.1381859012580901,-0.15373021853805569,0.20522148512732719,-959,-995.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
taiwan,Old SCRE-Credit,FN5_FP1,5.0,1.0,5.0,0.19,validation,minimum validation expected cost,False,weighted_sum_plus_isotonic,3155.0,0.6675,0.37819110138584977,0.7814619442351168,0.6351380269634068,0.5097075448513149,2968,1705,290,1037,0.6543333333333333,0.36432982201235015,0.7558402411454408,0.625508238818746,0.49166666666666664,0.78157176397432,0.5444404951784547,0.13447458466250192,0.01613451433701308,2923,1750,324,1003,3370.0,0.5616666666666666,0.0,0.0,0.0,0.0,0,0.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
taiwan,Old SCRE-Credit,FN5_FP2,5.0,2.0,2.5,0.325,validation,minimum validation expected cost,False,weighted_sum_plus_isotonic,4179.0,0.808,0.5711960943856794,0.5290128108515448,0.8872244810614166,0.5492957746478874,4146,527,625,702,0.8028333333333333,0.5579710144927537,0.5222305953278071,0.882516584635138,0.5395095367847411,0.78157176397432,0.5444404951784547,0.13447458466250192,0.01613451433701308,4124,549,634,693,4268.0,0.7113333333333334,0.135,0.1936411924804035,-0.23360964581763366,0.2570083458163921,-1201,898.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,Old SCRE-Credit,FN5_FP3,5.0,3.0,1.6666666666666667,0.465,validation,minimum validation expected cost,False,weighted_sum_plus_isotonic,4641.0,0.8198333333333333,0.6217821782178218,0.47324792765636775,0.9182537984164348,0.537441163885323,4291,382,699,628,0.8131666666666667,0.6011787819253438,0.4611906556141673,0.9131179114059491,0.521961620469083,0.78157176397432,0.5444404951784547,0.13447458466250192,0.01613451433701308,4267,406,715,612,4793.0,0.7988333333333333,0.275,0.23684895991299365,-0.2946495855312735,0.28760967258720316,-1344,1423.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,Old SCRE-Credit,FN10_FP1,10.0,1.0,10.0,0.1,validation,minimum validation expected cost,False,weighted_sum_plus_isotonic,4154.0,0.5371666666666667,0.3091100579252238,0.8847023360964582,0.4384763535202226,0.4581463414634146,2049,2624,153,1174,0.5385,0.30996309963099633,0.8862094951017332,0.439760325272844,0.45928529584065614,0.78157176397432,0.5444404951784547,0.13447458466250192,0.01613451433701308,2055,2618,151,1176,4128.0,0.688,-0.09,-0.054366722381353816,0.1303692539562924,-0.18574791354590198,868,758.0,Higher FN cost keeps an aggressive screening threshold and protects recall.
taiwan,Old SCRE-Credit,FN10_FP2,10.0,2.0,5.0,0.19,validation,minimum validation expected cost,False,weighted_sum_plus_isotonic,6310.0,0.6675,0.37819110138584977,0.7814619442351168,0.6351380269634068,0.5097075448513149,2968,1705,290,1037,0.6543333333333333,0.36432982201235015,0.7558402411454408,0.625508238818746,0.49166666666666664,0.78157176397432,0.5444404951784547,0.13447458466250192,0.01613451433701308,2923,1750,324,1003,6740.0,1.1233333333333333,0.0,0.0,0.0,0.0,0,3370.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
taiwan,Old SCRE-Credit,FN10_FP3,10.0,3.0,3.3333333333333335,0.25,validation,minimum validation expected cost,False,weighted_sum_plus_isotonic,7667.0,0.7825,0.507051282051282,0.5960813865862848,0.8354376203723518,0.5479736750952546,3904,769,536,791,0.7801666666666667,0.5025157232704403,0.6021100226073851,0.8307297239460731,0.5478231059307509,0.78157176397432,0.5444404951784547,0.13447458466250192,0.01613451433701308,3882,791,528,799,7653.0,1.2755,0.06,0.1381859012580901,-0.15373021853805569,0.20522148512732719,-959,4283.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,Old SCRE-Credit,FN3_FP2,3.0,2.0,1.5,0.465,validation,minimum validation expected cost,False,weighted_sum_plus_isotonic,2861.0,0.8198333333333333,0.6217821782178218,0.47324792765636775,0.9182537984164348,0.537441163885323,4291,382,699,628,0.8131666666666667,0.6011787819253438,0.4611906556141673,0.9131179114059491,0.521961620469083,0.78157176397432,0.5444404951784547,0.13447458466250192,0.01613451433701308,4267,406,715,612,2957.0,0.49283333333333335,0.275,0.23684895991299365,-0.2946495855312735,0.28760967258720316,-1344,-413.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,Old SCRE-Credit,FN2_FP2,2.0,2.0,1.0,0.545,validation,minimum validation expected cost,False,weighted_sum_plus_isotonic,2128.0,0.8226666666666667,0.6789115646258503,0.3760361718161266,0.9494971110635566,0.48399612027158095,4437,236,828,499,0.819,0.6613119143239625,0.37226827430293896,0.9458591910977958,0.476374156219865,0.78157176397432,0.5444404951784547,0.13447458466250192,0.01613451433701308,4420,253,833,494,2172.0,0.362,0.35500000000000004,0.2969820923116124,-0.38357196684250183,0.32035095227904986,-1497,-1198.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
