dataset,model,scenario_name,fn_cost,fp_cost,cost_ratio_FN_to_FP,selected_threshold_validation,selection_split,selected_by,test_set_used_for_threshold_selection,calibration_type,validation_expected_cost,validation_accuracy,validation_precision,validation_recall,validation_specificity,validation_f1,validation_tn,validation_fp,validation_fn,validation_tp,test_accuracy,test_precision,test_recall,test_specificity,test_f1,test_roc_auc,test_pr_auc,test_brier,test_ece,test_tn,test_fp,test_fn,test_tp,test_expected_cost,test_cost_per_customer,delta_threshold_vs_FN5_FP1,delta_precision_vs_FN5_FP1,delta_recall_vs_FN5_FP1,delta_specificity_vs_FN5_FP1,delta_fp_vs_FN5_FP1,delta_cost_vs_FN5_FP1,operational_comment
taiwan,Best Scorecard,FN5_FP1,5.0,1.0,5.0,0.165,validation,minimum validation expected cost,False,isotonic,3268.0,0.6946666666666667,0.3965587873822204,0.7294649585531273,0.6847849347314359,0.51380042462845,3200,1473,359,968,0.6823333333333333,0.3831247476786435,0.7151469480030144,0.6730151936657394,0.4989484752891693,0.772310218670291,0.5428529752936853,0.13698023547429067,0.013838796992413097,3145,1528,378,949,3418.0,0.5696666666666667,0.0,0.0,0.0,0.0,0,0.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
taiwan,Best Scorecard,FN5_FP2,5.0,2.0,2.5,0.305,validation,minimum validation expected cost,False,isotonic,4298.0,0.8003333333333333,0.5513126491646778,0.5222305953278071,0.8793066552535844,0.5363777089783283,4109,564,634,693,0.7935,0.5347003154574133,0.5109269027882442,0.8737427776588915,0.5225433526011561,0.772310218670291,0.5428529752936853,0.13698023547429067,0.013838796992413097,4083,590,649,678,4425.0,0.7375,0.13999999999999999,0.15157556777876974,-0.20422004521477022,0.20072758399315216,-938,1007.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,Best Scorecard,FN5_FP3,5.0,3.0,1.6666666666666667,0.4,validation,minimum validation expected cost,False,isotonic,4724.0,0.8206666666666667,0.6383682469680264,0.43632253202712884,0.9298095441900278,0.5183527305282005,4345,328,748,579,0.8118333333333333,0.6044303797468354,0.43180105501130367,0.9197517654611599,0.5037362637362637,0.772310218670291,0.5428529752936853,0.13698023547429067,0.013838796992413097,4298,375,754,573,4895.0,0.8158333333333333,0.23500000000000001,0.22130563206819193,-0.2833458929917107,0.24673657179542052,-1153,1477.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,Best Scorecard,FN10_FP1,10.0,1.0,10.0,0.11,validation,minimum validation expected cost,False,isotonic,4347.0,0.5155,0.298160449667859,0.8794272795779955,0.412154932591483,0.4453348597595879,1926,2747,160,1167,0.5088333333333334,0.2956609485368315,0.8831951770911831,0.4025251444468222,0.44301644301644305,0.772310218670291,0.5428529752936853,0.13698023547429067,0.013838796992413097,1881,2792,155,1172,4342.0,0.7236666666666667,-0.05500000000000001,-0.08746379914181202,0.16804822908816874,-0.2704900492189172,1264,924.0,Higher FN cost keeps an aggressive screening threshold and protects recall.
taiwan,Best Scorecard,FN10_FP2,10.0,2.0,5.0,0.165,validation,minimum validation expected cost,False,isotonic,6536.0,0.6946666666666667,0.3965587873822204,0.7294649585531273,0.6847849347314359,0.51380042462845,3200,1473,359,968,0.6823333333333333,0.3831247476786435,0.7151469480030144,0.6730151936657394,0.4989484752891693,0.772310218670291,0.5428529752936853,0.13698023547429067,0.013838796992413097,3145,1528,378,949,6836.0,1.1393333333333333,0.0,0.0,0.0,0.0,0,3418.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
taiwan,Best Scorecard,FN10_FP3,10.0,3.0,3.3333333333333335,0.21,validation,minimum validation expected cost,False,isotonic,7910.0,0.7445,0.44618599791013586,0.6435568952524491,0.7731649903702118,0.5269978401727861,3613,1060,473,854,0.7361666666666666,0.434224049331963,0.6367746797287114,0.7643911833939653,0.5163458600672166,0.772310218670291,0.5428529752936853,0.13698023547429067,0.013838796992413097,3572,1101,482,845,8123.0,1.3538333333333334,0.044999999999999984,0.051099301653319495,-0.07837226827430299,0.09137598972822591,-427,4705.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,Best Scorecard,FN3_FP2,3.0,2.0,1.5,0.4,validation,minimum validation expected cost,False,isotonic,2900.0,0.8206666666666667,0.6383682469680264,0.43632253202712884,0.9298095441900278,0.5183527305282005,4345,328,748,579,0.8118333333333333,0.6044303797468354,0.43180105501130367,0.9197517654611599,0.5037362637362637,0.772310218670291,0.5428529752936853,0.13698023547429067,0.013838796992413097,4298,375,754,573,3012.0,0.502,0.23500000000000001,0.22130563206819193,-0.2833458929917107,0.24673657179542052,-1153,-406.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,Best Scorecard,FN2_FP2,2.0,2.0,1.0,0.4,validation,minimum validation expected cost,False,isotonic,2152.0,0.8206666666666667,0.6383682469680264,0.43632253202712884,0.9298095441900278,0.5183527305282005,4345,328,748,579,0.8118333333333333,0.6044303797468354,0.43180105501130367,0.9197517654611599,0.5037362637362637,0.772310218670291,0.5428529752936853,0.13698023547429067,0.013838796992413097,4298,375,754,573,2258.0,0.37633333333333335,0.23500000000000001,0.22130563206819193,-0.2833458929917107,0.24673657179542052,-1153,-1160.0,Higher FP cost pushes threshold upward; precision/specificity improve at the cost of recall.
taiwan,SCRE-Optimized,FN2_FP1,2.0,1.0,2.0,0.33,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,1778.0,0.8115,0.584192439862543,0.5124340617935192,0.8964262786218703,0.5459654757125654,4189,484,647,680,0.8063333333333333,0.569502948609941,0.5094197437829691,0.8906484057350739,0.5377883850437549,0.7846896124879075,0.5669357617133086,0.13376683606987527,0.010671981212882936,4162,511,651,676,1813.0,0.30216666666666664,0.17,0.20939117774022392,-0.2675207234363226,0.28268778086882096,-1321,-1499.0,More conservative cost ratio; lower FP burden is prioritized.
taiwan,SCRE-Optimized,FN3_FP1,3.0,1.0,3.0,0.28,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,2383.0,0.7968333333333333,0.5390738060781476,0.5614167294649586,0.8636849989300235,0.5500184569952012,4036,637,582,745,0.7935,0.5311173974540311,0.5659382064807837,0.8581211213353306,0.5479751915359359,0.7846896124879075,0.5669357617133086,0.13376683606987527,0.010671981212882936,4010,663,576,751,2391.0,0.3985,0.12000000000000002,0.171005626584314,-0.21100226073850792,0.2501604964690777,-1169,-921.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
taiwan,SCRE-Optimized,FN5_FP1,5.0,1.0,5.0,0.16,validation,minimum validation expected cost,False,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,3107.0,0.6608333333333334,0.3747346072186836,0.7980406932931424,0.6218703188529853,0.5099927763062847,2906,1767,268,1059,0.6453333333333333,0.3601117708697171,0.7769404672192917,0.6079606248662529,0.4921241050119332,0.7846896124879075,0.5669357617133086,0.13376683606987527,0.010671981212882936,2841,1832,296,1031,3312.0,0.552,0.0,0.0,0.0,0.0,0,0.0,Reference-like cost tradeoff; use alongside precision/specificity constraints.
