dataset,model,evaluation_split,calibration_type,threshold_probability,tp,fp,tn,fn,net_benefit,net_benefit_treat_all,net_benefit_treat_none,standardized_net_benefit,is_better_than_treat_all,is_better_than_treat_none,rank_at_threshold
heloc,Best XGBoost,test,isotonic,0.12,1012,840,107,16,0.45440736478711163,0.45512082853855,0.0,0.873010258224266,False,True,5
heloc,Best XGBoost,test,isotonic,0.13,1006,792,155,22,0.44944565691837624,0.44885784955623453,0.0,0.8634777941768416,True,True,3
heloc,Best XGBoost,test,isotonic,0.14,1006,787,160,22,0.4444980865469532,0.44244921989991165,0.0,0.8539724911772691,True,True,3
heloc,Best XGBoost,test,isotonic,0.15,1003,764,183,25,0.4395830230826508,0.43588979895755764,0.0,0.8445296406500344,True,True,2
heloc,Best XGBoost,test,isotonic,0.16,996,735,212,32,0.43341772151898733,0.4291742013261,0.0,0.8326848249027238,True,True,2
heloc,Best XGBoost,test,isotonic,0.17,987,703,244,41,0.42684154338874486,0.4222967820649687,0.0,0.8200506305377151,True,True,4
heloc,Best XGBoost,test,isotonic,0.18,985,687,260,43,0.42237727693732635,0.41525162087063905,0.0,0.8114738540381513,True,True,2
heloc,Best XGBoost,test,isotonic,0.19,984,685,262,44,0.4168713861540866,0.40803250507891853,0.0,0.8008959023874719,True,True,3
heloc,Best XGBoost,test,isotonic,0.2,984,671,276,44,0.4132911392405063,0.40063291139240503,0.0,0.7940175097276264,True,True,2
heloc,Best XGBoost,test,isotonic,0.21,980,653,294,48,0.40831277038936065,0.393045986220157,0.0,0.7844530364970693,True,True,2
heloc,Best XGBoost,test,isotonic,0.22,968,616,331,60,0.40215514443362543,0.3852645245050308,0.0,0.7726229671754964,True,True,2
heloc,Best XGBoost,test,isotonic,0.23,961,600,347,67,0.3958375801413776,0.37728094690120006,0.0,0.7604856233260903,True,True,3
heloc,Best XGBoost,test,isotonic,0.24,957,591,356,71,0.3900599600266489,0.36908727514990003,0.0,0.7493856235920541,True,True,3
heloc,Best XGBoost,test,isotonic,0.25,956,584,363,72,0.3854852320675105,0.3606751054852321,0.0,0.7405966277561608,True,True,2
heloc,Best XGBoost,test,isotonic,0.26,950,564,383,78,0.38067738624700653,0.3520355798836811,0.0,0.7313597644336944,True,True,1
heloc,Best XGBoost,test,isotonic,0.27,943,546,401,85,0.3752176174787585,0.3431593549505808,0.0,0.7208704226853581,True,True,2
heloc,Best XGBoost,test,isotonic,0.28,938,533,414,90,0.369985935302391,0.33403656821378336,0.0,0.7108192823173368,True,True,3
heloc,Best XGBoost,test,isotonic,0.29,937,520,427,91,0.3668889285077554,0.3246568015689071,0.0,0.7048692935825067,True,True,1
heloc,Best XGBoost,test,isotonic,0.3,934,512,435,94,0.3618083182640145,0.31500904159132004,0.0,0.6951083935519734,True,True,1
heloc,Best XGBoost,test,isotonic,0.31,926,497,450,102,0.35580260502660066,0.3050816363969913,0.0,0.6835701798905995,True,True,1
heloc,Best XGBoost,test,isotonic,0.32,920,484,463,108,0.3504988830975428,0.2948622486969471,0.0,0.673380636301213,True,True,2
heloc,Best XGBoost,test,isotonic,0.33,916,475,472,112,0.3453391271490648,0.2843378046476478,0.0,0.6634676810500029,True,True,1
heloc,Best XGBoost,test,isotonic,0.34,911,461,486,117,0.3410203298810894,0.2734944380514,0.0,0.6551703808513147,True,True,1
heloc,Best XGBoost,test,isotonic,0.35,907,446,501,121,0.33764362220058425,0.262317429406037,0.0,0.6486830290332236,True,True,1
heloc,Best XGBoost,test,isotonic,0.36,903,436,511,125,0.33303797468354435,0.2507911392405063,0.0,0.6398346303501946,True,True,1
heloc,Best XGBoost,test,isotonic,0.37,898,422,525,130,0.32919429375125575,0.2388989351014667,0.0,0.6324501266135507,True,True,1
heloc,Best XGBoost,test,isotonic,0.38,895,412,535,133,0.3253082890975908,0.226623111474071,0.0,0.6249843102799045,True,True,1
heloc,Best XGBoost,test,isotonic,0.39,894,402,545,134,0.3225233450923428,0.21394480182610492,0.0,0.6196338585188493,True,True,1
heloc,Best XGBoost,test,isotonic,0.4,890,394,553,138,0.31763713080168776,0.20084388185654,0.0,0.6102464332036317,True,True,1
heloc,Best XGBoost,test,isotonic,0.41,882,386,561,146,0.3107659300579275,0.18729886290495606,0.0,0.597045439556816,True,True,1
heloc,Best XGBoost,test,isotonic,0.42,876,381,566,152,0.30384984722828456,0.1732867743343518,0.0,0.583758218167181,True,True,1
heloc,Best XGBoost,test,isotonic,0.43,868,373,574,160,0.29701976460137686,0.1587830335332001,0.0,0.5706362209024507,True,True,3
heloc,Best XGBoost,test,isotonic,0.44,854,358,589,174,0.28998191681735985,0.14376130198915005,0.0,0.5571150639244025,True,True,2
heloc,Best XGBoost,test,isotonic,0.45,840,341,606,188,0.28405063291139243,0.12819332566168007,0.0,0.5457198443579767,True,True,2
heloc,Best XGBoost,test,isotonic,0.46,831,330,617,197,0.2784247538677918,0.11204875761837785,0.0,0.5349113705144833,True,True,3
heloc,Best XGBoost,test,isotonic,0.47,816,318,629,212,0.2703797468354431,0.09529496059230952,0.0,0.5194552529182881,True,True,4
heloc,Best XGBoost,test,isotonic,0.48,803,307,640,225,0.26309639727361245,0.07789678675754624,0.0,0.5054624363962885,True,True,5
heloc,Best XGBoost,test,isotonic,0.49,795,303,644,233,0.25513030528667163,0.05981633159592953,0.0,0.49015793087663084,True,True,5
heloc,Best XGBoost,test,isotonic,0.5,783,290,657,245,0.24962025316455694,0.04101265822784805,0.0,0.4795719844357976,True,True,3
heloc,Best XGBoost,test,isotonic,0.51,774,281,666,254,0.24381296822526483,0.02144148798760004,0.0,0.4684149924561265,True,True,5
heloc,Best XGBoost,test,isotonic,0.52,765,270,677,263,0.2392405063291139,0.001054852320675037,0.0,0.4596303501945525,True,True,4
heloc,Best XGBoost,test,isotonic,0.53,749,261,686,279,0.23021815243738217,-0.02019929975760859,0.0,0.4422965477274609,True,True,5
heloc,Best XGBoost,test,isotonic,0.54,747,259,688,281,0.22428178315905337,-0.042377545404512995,0.0,0.4308915581119946,True,True,5
heloc,Best XGBoost,test,isotonic,0.55,743,258,689,285,0.2165400843881856,-0.0655414908579468,0.0,0.416018158236057,True,True,5
heloc,Best XGBoost,test,isotonic,0.56,736,253,694,292,0.20962025316455693,-0.08975834292290008,0.0,0.40272373540856027,True,True,5
heloc,Best XGBoost,test,isotonic,0.57,721,231,716,307,0.2100206064174272,-0.11510156020017648,0.0,0.40349289657044624,True,True,4
heloc,Best XGBoost,test,isotonic,0.58,717,230,717,311,0.20221820373719113,-0.14165159734779986,0.0,0.3885028719659071,True,True,5
heloc,Best XGBoost,test,isotonic,0.59,709,216,731,319,0.2016054337758568,-0.1694967582587218,0.0,0.38732561450128133,True,True,3
heloc,Best XGBoost,test,isotonic,0.6,681,198,749,347,0.1944303797468355,-0.19873417721518982,0.0,0.3735408560311285,True,True,5
heloc,Best XGBoost,test,isotonic,0.61,673,191,756,355,0.1894969165855242,-0.22947095098993842,0.0,0.3640626558914497,True,True,3
heloc,Best XGBoost,test,isotonic,0.62,647,175,772,381,0.18302465023317788,-0.26182544970019994,0.0,0.3516280974810567,True,True,3
heloc,Best XGBoost,test,isotonic,0.63,641,172,775,387,0.17627095449880262,-0.29592884023263777,0.0,0.33865285518982025,True,True,3
heloc,Best XGBoost,test,isotonic,0.64,623,157,790,405,0.1741209563994374,-0.3319268635724333,0.0,0.3345222654561176,True,True,1
heloc,Best XGBoost,test,isotonic,0.65,612,152,795,416,0.16694394213381553,-0.36998191681736003,0.0,0.320733740967204,True,True,1
heloc,Best XGBoost,test,isotonic,0.66,595,146,801,433,0.15776619508562917,-0.4102755026061059,0.0,0.3031013962005035,True,True,1
heloc,Best XGBoost,test,isotonic,0.67,580,136,811,448,0.15386267740698117,-0.4530111238972001,0.0,0.2956019337342294,True,True,2
heloc,Best XGBoost,test,isotonic,0.68,548,129,818,480,0.13867088607594935,-0.49841772151898756,0.0,0.26641536964980544,True,True,5
heloc,Best XGBoost,test,isotonic,0.69,541,128,819,487,0.1296692527562271,-0.5467537770518576,0.0,0.24912137567465809,True,True,5
heloc,Best XGBoost,test,isotonic,0.7,515,111,836,513,0.129620253164557,-0.5983122362869198,0.0,0.2490272373540857,True,True,3
heloc,Best XGBoost,test,isotonic,0.71,502,107,840,526,0.12153644696639024,-0.6534264513312964,0.0,0.23349657855896958,True,True,5
heloc,Best XGBoost,test,isotonic,0.72,484,98,849,544,0.11746835443037976,-0.7124773960216997,0.0,0.2256809338521401,True,True,3
heloc,Best XGBoost,test,isotonic,0.73,474,94,853,554,0.11131739334270982,-0.7759024847632441,0.0,0.21386366911658747,True,True,3
heloc,Best XGBoost,test,isotonic,0.74,453,87,860,575,0.10399221032132427,-0.8442064264849074,0.0,0.19979048189164927,True,True,5
heloc,Best XGBoost,test,isotonic,0.75,436,79,868,592,0.10075949367088607,-0.9179746835443039,0.0,0.193579766536965,True,True,4
heloc,Best XGBoost,test,isotonic,0.76,404,72,875,624,0.0891139240506329,-0.9978902953586499,0.0,0.17120622568093383,True,True,5
heloc,Best XGBoost,test,isotonic,0.77,381,63,884,647,0.0861199779856907,-1.084755090809026,0.0,0.16545423786161395,True,True,3
heloc,Best XGBoost,test,isotonic,0.78,374,59,888,654,0.08345224395857306,-1.1795166858458002,0.0,0.16032897064025467,True,True,3
heloc,Best XGBoost,test,isotonic,0.79,331,47,900,697,0.0780711271850512,-1.2833031946956002,0.0,0.14999073559384837,True,True,3
heloc,Best XGBoost,test,isotonic,0.8,316,44,903,712,0.07088607594936708,-1.3974683544303803,0.0,0.13618677042801555,True,True,1
heloc,Best Scorecard,test,sigmoid,0.01,1028,947,0,0,0.5156629587009334,0.5156629587009334,0.0,0.9906948866092835,False,True,1
heloc,Best Scorecard,test,sigmoid,0.02,1028,947,0,0,0.5107207439938001,0.5107207439938001,0.0,0.9811998729452871,False,True,1
heloc,Best Scorecard,test,sigmoid,0.03,1028,947,0,0,0.505676627952499,0.505676627952499,0.0,0.9715090858036824,False,True,2
heloc,Best Scorecard,test,sigmoid,0.04,1028,947,0,0,0.5005274261603375,0.5005274261603375,0.0,0.9616164072632944,False,True,3
heloc,Best Scorecard,test,sigmoid,0.05,1028,947,0,0,0.49526982011992005,0.49526982011992005,0.0,0.9515154618062667,False,True,3
heloc,Best Scorecard,test,sigmoid,0.06,1028,947,0,0,0.48990035012119576,0.48990035012119576,0.0,0.9411996026161106,False,True,3
heloc,Best Scorecard,test,sigmoid,0.07,1028,946,1,0,0.48445351844290185,0.4844154076493807,0.0,0.9307351156855362,True,True,3
heloc,Best Scorecard,test,sigmoid,0.08,1028,944,3,0,0.47894331315354977,0.4788112272977435,0.0,0.9201488749788529,True,True,2
heloc,Best Scorecard,test,sigmoid,0.09,1026,930,17,2,0.4729225205174572,0.47308387814716923,0.0,0.908581690682858,False,True,4
heloc,Best Scorecard,test,sigmoid,0.1,1024,920,27,4,0.4667229254571027,0.4672292545710267,0.0,0.8966709900562042,False,True,4
heloc,Best Scorecard,test,sigmoid,0.11,1023,905,42,5,0.46133978096999,0.46124306642013935,0.0,0.8863288593538232,True,True,3
heloc,Best Scorecard,test,sigmoid,0.12,1022,886,61,6,0.45629459148446494,0.45512082853855,0.0,0.8766360099044925,True,True,3
heloc,Best Scorecard,test,sigmoid,0.13,1018,865,82,10,0.4499985450312818,0.44885784955623453,0.0,0.8645400062614607,True,True,2
heloc,Best Scorecard,test,sigmoid,0.14,1016,841,106,12,0.44511039152193116,0.44244921989991165,0.0,0.8551488553072122,True,True,1
heloc,Best Scorecard,test,sigmoid,0.15,1014,815,132,14,0.44059568131049887,0.43588979895755764,0.0,0.8464751659418631,True,True,1
heloc,Best Scorecard,test,sigmoid,0.16,1009,797,150,19,0.4340204942736588,0.4291742013261,0.0,0.8338428756716694,True,True,1
heloc,Best Scorecard,test,sigmoid,0.17,1004,778,169,24,0.42767119109348783,0.4222967820649687,0.0,0.8216445548731892,True,True,3
heloc,Best Scorecard,test,sigmoid,0.18,999,746,201,29,0.4229083050324174,0.41525162087063905,0.0,0.8124940685204517,True,True,1
heloc,Best Scorecard,test,sigmoid,0.19,993,723,224,35,0.41691514299109234,0.40803250507891853,0.0,0.8009799682951434,True,True,2
heloc,Best Scorecard,test,sigmoid,0.2,984,705,242,44,0.4089873417721519,0.40063291139240503,0.0,0.7857490272373542,True,True,4
heloc,Best Scorecard,test,sigmoid,0.21,980,684,263,48,0.4041403621214549,0.393045986220157,0.0,0.7764369797566862,True,True,4
heloc,Best Scorecard,test,sigmoid,0.22,978,665,282,50,0.40022070756247974,0.3852645245050308,0.0,0.7689065150154645,True,True,4
heloc,Best Scorecard,test,sigmoid,0.23,974,637,310,54,0.3968239355581128,0.37728094690120006,0.0,0.762380615493456,True,True,2
heloc,Best Scorecard,test,sigmoid,0.24,962,611,336,66,0.3893937375083278,0.36908727514990003,0.0,0.7481056727421668,True,True,4
heloc,Best Scorecard,test,sigmoid,0.25,957,597,350,71,0.3837974683544304,0.3606751054852321,0.0,0.7373540856031129,True,True,4
heloc,Best Scorecard,test,sigmoid,0.26,951,578,369,77,0.37869312350325013,0.3520355798836811,0.0,0.7275475864970029,True,True,5
heloc,Best Scorecard,test,sigmoid,0.27,943,559,388,85,0.3727830761227675,0.3431593549505808,0.0,0.7161931666755504,True,True,5
heloc,Best Scorecard,test,sigmoid,0.28,939,542,405,89,0.36872011251758086,0.33403656821378336,0.0,0.7083873757025508,True,True,5
heloc,Best Scorecard,test,sigmoid,0.29,932,526,421,96,0.3631164200392227,0.3246568015689071,0.0,0.6976215268263276,True,True,4
heloc,Best Scorecard,test,sigmoid,0.3,926,513,434,102,0.35754068716094034,0.31500904159132004,0.0,0.6869093941078378,True,True,5
heloc,Best Scorecard,test,sigmoid,0.31,921,497,450,107,0.3532709594569804,0.3050816363969913,0.0,0.6787063666610276,True,True,4
heloc,Best Scorecard,test,sigmoid,0.32,919,485,462,109,0.3497542814594192,0.2948622486969471,0.0,0.6719501029983979,True,True,3
heloc,Best Scorecard,test,sigmoid,0.33,911,471,476,117,0.3438050255053845,0.2843378046476478,0.0,0.660520355421337,True,True,3
heloc,Best Scorecard,test,sigmoid,0.34,904,460,487,124,0.33773686229382427,0.2734944380514,0.0,0.6488621624808395,True,True,4
heloc,Best Scorecard,test,sigmoid,0.35,900,449,498,128,0.3332814021421616,0.262317429406037,0.0,0.6403023046991918,True,True,4
heloc,Best Scorecard,test,sigmoid,0.36,895,439,508,133,0.328132911392405,0.2507911392405063,0.0,0.6304109922178988,True,True,4
heloc,Best Scorecard,test,sigmoid,0.37,888,423,524,140,0.3238336347197106,0.2388989351014667,0.0,0.6221511951083935,True,True,3
heloc,Best Scorecard,test,sigmoid,0.38,879,414,533,149,0.31658636178031846,0.226623111474071,0.0,0.6082276892180243,True,True,4
heloc,Best Scorecard,test,sigmoid,0.39,870,403,544,158,0.3100477277443453,0.21394480182610492,0.0,0.5956656248006634,True,True,5
heloc,Best Scorecard,test,sigmoid,0.4,861,393,554,167,0.3032911392405063,0.20084388185654,0.0,0.5826848249027238,True,True,5
heloc,Best Scorecard,test,sigmoid,0.41,852,386,561,176,0.29557605664020603,0.18729886290495606,0.0,0.5678625601793842,True,True,5
