dataset,model,evaluation_split,calibration_type,threshold_probability,tp,fp,tn,fn,net_benefit,net_benefit_treat_all,net_benefit_treat_none,standardized_net_benefit,is_better_than_treat_all,is_better_than_treat_none,rank_at_threshold
heloc,Best Scorecard,test,sigmoid,0.42,847,373,574,181,0.292099519860323,0.1732867743343518,0.0,0.5611834160740642,True,True,5
heloc,Best Scorecard,test,sigmoid,0.43,844,363,584,184,0.2886875416389074,0.1587830335332001,0.0,0.5546283022731928,True,True,5
heloc,Best Scorecard,test,sigmoid,0.44,834,349,598,194,0.28343580470162755,0.14376130198915005,0.0,0.5445386325736522,True,True,5
heloc,Best Scorecard,test,sigmoid,0.45,825,340,607,203,0.27686996547756043,0.12819332566168007,0.0,0.5319243013795544,True,True,5
heloc,Best Scorecard,test,sigmoid,0.46,818,331,616,210,0.2714111579934365,0.11204875761837785,0.0,0.5214368064562618,True,True,5
heloc,Best Scorecard,test,sigmoid,0.47,811,317,630,217,0.26829711010269885,0.09529496059230952,0.0,0.515454078261508,True,True,5
heloc,Best Scorecard,test,sigmoid,0.48,805,305,642,223,0.26504381694255114,0.07789678675754624,0.0,0.5092038311882671,True,True,4
heloc,Best Scorecard,test,sigmoid,0.49,793,296,651,235,0.25752295855050883,0.05981633159592953,0.0,0.4947547112230107,True,True,4
heloc,Best Scorecard,test,sigmoid,0.5,779,285,662,249,0.250126582278481,0.04101265822784805,0.0,0.4805447470817121,True,True,2
heloc,Best Scorecard,test,sigmoid,0.51,773,277,670,255,0.24541462154482047,0.02144148798760004,0.0,0.47149209878503934,True,True,3
heloc,Best Scorecard,test,sigmoid,0.52,758,271,676,270,0.23514767932489453,0.001054852320675037,0.0,0.4517671854734112,True,True,5
heloc,Best Scorecard,test,sigmoid,0.53,750,259,688,278,0.23186641529760302,-0.02019929975760859,0.0,0.44546320059607586,True,True,4
heloc,Best Scorecard,test,sigmoid,0.54,743,247,700,285,0.22938910291689596,-0.042377545404512995,0.0,0.440703772627305,True,True,3
heloc,Best Scorecard,test,sigmoid,0.55,734,241,706,294,0.22250351617440225,-0.0655414908579468,0.0,0.42747514051016,True,True,4
heloc,Best Scorecard,test,sigmoid,0.56,722,232,715,306,0.2160644418872267,-0.08975834292290008,0.0,0.4151043509020163,True,True,4
heloc,Best Scorecard,test,sigmoid,0.57,711,219,728,317,0.21301148071828085,-0.11510156020017648,0.0,0.4092389828974754,True,True,3
heloc,Best Scorecard,test,sigmoid,0.58,699,208,739,329,0.2084870403857746,-0.14165159734779986,0.0,0.40054659996294245,True,True,3
heloc,Best Scorecard,test,sigmoid,0.59,682,192,755,346,0.2054214263661624,-0.1694967582587218,0.0,0.3946569232229287,True,True,1
heloc,Best Scorecard,test,sigmoid,0.6,665,183,764,363,0.1977215189873418,-0.19873417721518982,0.0,0.3798638132295721,True,True,1
heloc,Best Scorecard,test,sigmoid,0.61,652,178,769,376,0.18915936384290816,-0.22947095098993842,0.0,0.3634141474608401,True,True,4
heloc,Best Scorecard,test,sigmoid,0.62,638,169,778,390,0.18342438374417053,-0.26182544970019994,0.0,0.3523960679909891,True,True,2
heloc,Best Scorecard,test,sigmoid,0.63,627,162,785,401,0.17780362641122135,-0.29592884023263777,0.0,0.3415974340098854,True,True,2
heloc,Best Scorecard,test,sigmoid,0.64,610,151,796,418,0.17293952180028127,-0.3319268635724333,0.0,0.332252485948984,True,True,2
heloc,Best Scorecard,test,sigmoid,0.65,594,146,801,434,0.16347197106690772,-0.36998191681736003,0.0,0.31406336853807665,True,True,4
heloc,Best Scorecard,test,sigmoid,0.66,577,137,810,451,0.1574981384959047,-0.4102755026061059,0.0,0.3025864042114901,True,True,2
heloc,Best Scorecard,test,sigmoid,0.67,559,126,821,469,0.1535097813578826,-0.4530111238972001,0.0,0.29492394764768304,True,True,3
heloc,Best Scorecard,test,sigmoid,0.68,540,122,825,488,0.14215189873417722,-0.49841772151898756,0.0,0.27310311284046696,True,True,3
heloc,Best Scorecard,test,sigmoid,0.69,520,111,836,508,0.13819518170681916,-0.5467537770518576,0.0,0.26550144345424886,True,True,3
heloc,Best Scorecard,test,sigmoid,0.7,505,102,845,523,0.1351898734177215,-0.5983122362869198,0.0,0.259727626459144,True,True,1
heloc,Best Scorecard,test,sigmoid,0.71,495,97,850,533,0.1303884766477521,-0.6534264513312964,0.0,0.2505031530927144,True,True,1
heloc,Best Scorecard,test,sigmoid,0.72,475,88,859,553,0.12593128390596747,-0.7124773960216997,0.0,0.2419399666481379,True,True,1
heloc,Best Scorecard,test,sigmoid,0.73,457,83,864,571,0.11776840131270513,-0.7759024847632441,0.0,0.2262573857904598,True,True,1
heloc,Best Scorecard,test,sigmoid,0.74,440,71,876,588,0.12046738072054528,-0.8442064264849074,0.0,0.2314426818317869,True,True,1
heloc,Best Scorecard,test,sigmoid,0.75,418,67,880,610,0.10987341772151898,-0.9179746835443039,0.0,0.21108949416342412,True,True,1
heloc,Best Scorecard,test,sigmoid,0.76,394,62,885,634,0.10008438818565399,-0.9978902953586499,0.0,0.19228274967574577,True,True,1
heloc,Best Scorecard,test,sigmoid,0.77,367,58,889,661,0.08750687947165658,-1.084755090809026,0.0,0.16811876163085773,True,True,2
heloc,Best Scorecard,test,sigmoid,0.78,341,54,893,687,0.07571921749136937,-1.1795166858458002,0.0,0.1454722320481075,True,True,4
heloc,Best Scorecard,test,sigmoid,0.79,319,49,898,709,0.06818565400843879,-1.2833031946956002,0.0,0.13099870298313873,True,True,4
heloc,Best Scorecard,test,sigmoid,0.8,294,43,904,734,0.06177215189873417,-1.3974683544303803,0.0,0.1186770428015564,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.01,1028,947,0,0,0.5156629587009334,0.5156629587009334,0.0,0.9906948866092835,False,True,1
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.02,1028,947,0,0,0.5107207439938001,0.5107207439938001,0.0,0.9811998729452871,False,True,1
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.03,1028,947,0,0,0.505676627952499,0.505676627952499,0.0,0.9715090858036824,False,True,2
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.04,1028,947,0,0,0.5005274261603375,0.5005274261603375,0.0,0.9616164072632944,False,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.05,1028,947,0,0,0.49526982011992005,0.49526982011992005,0.0,0.9515154618062667,False,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.06,1028,947,0,0,0.48990035012119576,0.48990035012119576,0.0,0.9411996026161106,False,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.07,1028,947,0,0,0.4844154076493807,0.4844154076493807,0.0,0.9306618969917577,False,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.08,1028,947,0,0,0.4788112272977435,0.4788112272977435,0.0,0.9198951108103536,False,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.09,1028,947,0,0,0.47308387814716923,0.47308387814716923,0.0,0.9088916919656219,False,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.1,1028,947,0,0,0.4672292545710267,0.4672292545710267,0.0,0.8976437527021185,False,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.11,1028,947,0,0,0.46124306642013935,0.46124306642013935,0.0,0.8861430507585363,False,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.12,1028,947,0,0,0.45512082853855,0.45512082853855,0.0,0.8743809692253272,False,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.13,1028,942,5,0,0.44923614142295937,0.44885784955623453,0.0,0.8630752717026701,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.14,1028,940,7,0,0.4430261995878716,0.44244921989991165,0.0,0.8511446927879829,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.15,1028,938,9,0,0.43669396872673116,0.43588979895755764,0.0,0.838979171435111,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.16,1028,926,21,0,0.4311995177817962,0.4291742013261,0.0,0.8284231980730035,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.17,1028,917,30,0,0.425407960957755,0.4222967820649687,0.0,0.8172964230462706,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.18,1026,912,35,2,0.4181290521765977,0.41525162087063905,0.0,0.8033121381797476,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.19,1022,900,47,6,0.41057665260196907,0.40803250507891853,0.0,0.788802421098141,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.2,1018,866,81,10,0.4058227848101265,0.40063291139240503,0.0,0.779669260700389,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.21,1012,819,128,16,0.40217272872937027,0.393045986220157,0.0,0.7726567502339555,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.22,1005,785,162,23,0.39675430055176897,0.3852645245050308,0.0,0.762246832285743,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.23,998,753,194,30,0.39143185927996055,0.37728094690120006,0.0,0.7520213249785235,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.24,991,713,234,37,0.38776815456362423,0.36908727514990003,0.0,0.7449825926684416,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.25,986,687,260,42,0.38329113924050634,0.3606751054852321,0.0,0.7363813229571985,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.26,984,667,280,44,0.3795689360246322,0.3520355798836811,0.0,0.7292302029656115,True,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.27,975,644,303,53,0.37306745274839603,0.3431593549505808,0.0,0.7167395128191462,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.28,969,608,339,59,0.3709142053445851,0.33403656821378336,0.0,0.7126026805015132,True,True,2
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.29,957,594,353,71,0.3617115350329827,0.3246568015689071,0.0,0.6949224530059736,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.3,954,575,372,74,0.3582640144665461,0.31500904159132004,0.0,0.6882990550305725,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.31,952,567,380,76,0.35304347826086957,0.3050816363969913,0.0,0.6782693283708341,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.32,949,556,391,79,0.3480268056589724,0.2948622486969471,0.0,0.6686312657358663,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.33,939,536,411,89,0.34177215189873417,0.2843378046476478,0.0,0.6566147859922179,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.34,935,523,424,93,0.33700038358266204,0.2734944380514,0.0,0.6474472349958731,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.35,931,511,436,97,0.3320740019474197,0.262317429406037,0.0,0.6379826399281653,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.36,926,495,452,102,0.3278797468354431,0.2507911392405063,0.0,0.6299246108949418,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.37,918,478,469,110,0.3226682740606791,0.2388989351014667,0.0,0.6199122969550985,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.38,905,467,480,123,0.3133033891384238,0.226623111474071,0.0,0.6019204217396761,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.39,898,440,507,130,0.3122473542228678,0.21394480182610492,0.0,0.5998915608853735,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.4,893,426,521,135,0.30835443037974686,0.20084388185654,0.0,0.5924124513618678,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.41,884,405,542,144,0.3050933276121004,0.18729886290495606,0.0,0.58614720042208,True,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.42,877,385,562,151,0.3028895678742907,0.1732867743343518,0.0,0.5819133234938951,True,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.43,866,370,577,162,0.2971530091050411,0.1587830335332001,0.0,0.5708922110724283,True,True,2
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.44,857,356,591,171,0.29229656419529837,0.14376130198915005,0.0,0.561561978877154,True,True,1
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.45,841,338,609,187,0.2857997698504028,0.12819332566168007,0.0,0.5490802971347719,True,True,1
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.46,827,326,621,201,0.27812470698546643,0.11204875761837785,0.0,0.5343349185761637,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.47,815,310,637,213,0.27346548841652735,0.09529496059230952,0.0,0.5253835988547096,True,True,2
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.48,804,301,646,224,0.2664070107108082,0.07789678675754624,0.0,0.511822807542652,True,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.49,786,286,661,242,0.25884338545544805,0.05981633159592953,0.0,0.4972915236133365,True,True,2
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.5,777,274,673,251,0.25468354430379747,0.04101265822784805,0.0,0.4892996108949417,True,True,1
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.51,770,267,680,258,0.24916559028674765,0.02144148798760004,0.0,0.47869848328436443,True,True,1
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.52,763,263,684,265,0.24206751054852318,0.001054852320675037,0.0,0.46506160830090787,True,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.53,756,259,688,272,0.2349043899811473,-0.02019929975760859,0.0,0.45129977647156216,True,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.54,750,255,692,278,0.2281783159053385,-0.042377545404512995,0.0,0.43837760108272716,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.55,747,248,699,281,0.22475386779184242,-0.0655414908579468,0.0,0.4317985300475572,True,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.56,738,239,708,290,0.2196547756041427,-0.08975834292290008,0.0,0.4220021223912275,True,True,2
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.57,720,222,725,308,0.21555490138357378,-0.11510156020017648,0.0,0.4141254185141617,True,True,2
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.58,704,205,742,324,0.21311633514165162,-0.14165159734779986,0.0,0.4094404298684455,True,True,1
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.59,675,195,752,353,0.19969126273541218,-0.1694967582587218,0.0,0.38364809718136095,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.6,660,183,764,368,0.19518987341772154,-0.19873417721518982,0.0,0.37500000000000006,True,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.61,639,167,780,389,0.19128854268094775,-0.22947095098993842,0.0,0.36750473910006987,True,True,2
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.62,615,157,790,413,0.18169220519653564,-0.26182544970019994,0.0,0.349068195781282,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.63,592,151,796,436,0.16956551488197058,-0.29592884023263777,0.0,0.32577032285203494,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.64,572,137,810,456,0.16630098452883263,-0.3319268635724333,0.0,0.31949848681366194,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.65,554,124,823,474,0.1639059674502712,-0.36998191681736003,0.0,0.31489716509171756,True,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.66,537,119,828,491,0.15493670886075944,-0.4102755026061059,0.0,0.2976653696498054,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.67,521,106,841,507,0.15482930571538162,-0.4530111238972001,0.0,0.29745902605824776,True,True,1
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.68,501,100,847,527,0.14607594936708856,-0.49841772151898756,0.0,0.28064202334630345,True,True,2
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.69,483,94,853,545,0.13861984483462642,-0.5467537770518576,0.0,0.26631730889920935,True,True,2
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.7,456,88,859,572,0.1269198312236287,-0.5983122362869198,0.0,0.24383916990920887,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.71,436,80,867,592,0.12158882584024444,-0.6534264513312964,0.0,0.23359720917751242,True,True,4
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.72,417,74,873,611,0.11479204339963835,-0.7124773960216997,0.0,0.22053918843802114,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.73,392,65,882,636,0.10949835911861229,-0.7759024847632441,0.0,0.21036892924052458,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.74,364,54,893,664,0.10648490749756574,-0.8442064264849074,0.0,0.20457946722538167,True,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.75,330,43,904,698,0.10177215189873418,-0.9179746835443039,0.0,0.19552529182879377,True,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.76,293,34,913,735,0.09383966244725736,-0.9978902953586499,0.0,0.1802853437094682,True,True,3
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.77,246,29,918,782,0.07539900935608145,-1.084755090809026,0.0,0.14485704618507866,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.78,213,20,927,815,0.07194476409666282,-1.1795166858458002,0.0,0.13822072868765475,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.79,187,17,930,841,0.062302591922845076,-1.2833031946956002,0.0,0.11969612747822862,True,True,5
heloc,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.8,160,13,934,868,0.05468354430379746,-1.3974683544303803,0.0,0.10505836575875485,True,True,5
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.01,1028,947,0,0,0.5156629587009334,0.5156629587009334,0.0,0.9906948866092835,False,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.02,1028,947,0,0,0.5107207439938001,0.5107207439938001,0.0,0.9811998729452871,False,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.03,1028,947,0,0,0.505676627952499,0.505676627952499,0.0,0.9715090858036824,False,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.04,1028,947,0,0,0.5005274261603375,0.5005274261603375,0.0,0.9616164072632944,False,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.05,1028,947,0,0,0.49526982011992005,0.49526982011992005,0.0,0.9515154618062667,False,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.06,1028,947,0,0,0.48990035012119576,0.48990035012119576,0.0,0.9411996026161106,False,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.07,1028,947,0,0,0.4844154076493807,0.4844154076493807,0.0,0.9306618969917577,False,True,4
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.08,1028,946,1,0,0.4788552559163456,0.4788112272977435,0.0,0.91997969886652,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.09,1028,939,8,0,0.4734844901933509,0.47308387814716923,0.0,0.9096613503228289,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.1,1028,937,10,0,0.46779184247538674,0.4672292545710267,0.0,0.8987246000864678,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.11,1028,931,16,0,0.4622443464656521,0.46124306642013935,0.0,0.8880667162156254,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.12,1028,916,31,0,0.4572612197928653,0.45512082853855,0.0,0.8784931022285107,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.13,1023,908,39,5,0.4492768805470682,0.44885784955623453,0.0,0.8631535399615368,True,True,4
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.14,1018,897,50,10,0.44150721224609946,0.44244921989991165,0.0,0.8482264048502397,False,True,5
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.15,1016,858,89,12,0.4377661950856292,0.43588979895755764,0.0,0.841039139391165,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.16,1011,829,118,17,0.4319469559975889,0.4291742013261,0.0,0.8298591810264963,True,True,4
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.17,1011,805,142,17,0.4284154338874485,0.4222967820649687,0.0,0.8230743987623647,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.18,1004,774,173,24,0.42232787897499224,0.41525162087063905,0.0,0.8113789503653791,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.19,996,744,203,32,0.4159399906235349,0.40803250507891853,0.0,0.7991064994956046,True,True,4
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.2,990,713,234,38,0.4110126582278481,0.40063291139240503,0.0,0.7896400778210118,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.21,989,690,257,39,0.407889761256209,0.393045986220157,0.0,0.7836403487169386,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.22,983,671,276,45,0.401895488477767,0.3852645245050308,0.0,0.772124114536566,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.23,979,649,298,49,0.3975406871609404,0.37728094690120006,0.0,0.7637576431350752,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.24,972,625,322,56,0.3922185209860093,0.36908727514990003,0.0,0.7535326643456891,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.25,964,604,343,64,0.3861603375527426,0.3606751054852321,0.0,0.74189364461738,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.26,958,590,357,70,0.38010263427984947,0.3520355798836811,0.0,0.7302555473761699,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.27,954,575,372,74,0.3753563377839431,0.3431593549505808,0.0,0.7211369329993071,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.28,950,558,389,78,0.3711392405063291,0.33403656821378336,0.0,0.7130350194552529,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.29,944,544,403,84,0.36546978070957387,0.3246568015689071,0.0,0.702142817997479,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.3,938,530,417,90,0.3599276672694394,0.31500904159132004,0.0,0.6914952751528627,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.31,935,518,429,93,0.35558246193359017,0.3050816363969913,0.0,0.6831472396097671,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.32,930,505,442,98,0.3505584512285927,0.2948622486969471,0.0,0.6734950789654384,True,True,1
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.33,923,490,457,105,0.3451426412242585,0.2843378046476478,0.0,0.6630901910680064,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.34,914,478,469,114,0.33810510164940544,0.2734944380514,0.0,0.6495696262233227,True,True,3
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.35,911,468,479,117,0.3336708860759494,0.262317429406037,0.0,0.6410505836575877,True,True,2
heloc,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.36,907,458,489,121,0.3287974683544304,0.2507911392405063,0.0,0.6316877431906616,True,True,3
