dataset,system,fp_count,fp_high_utilization_signal_rate,fp_negative_trade_signal_rate,fp_mean_external_risk_estimate,fp_mean_revolving_burden_proxy
heloc,Old Best CatBoost cost-threshold,798,0.39849624060150374,0.5288220551378446,75.20050125313283,26.237373737373737
heloc,Best precision-constrained CatBoost,780,0.4076923076923077,0.5384615384615384,74.97179487179487,26.689922480620154
heloc,Best manual-review high-risk bucket,544,0.4944852941176471,0.6415441176470589,71.56985294117646,33.2546468401487
heloc,Best SCRE policy,544,0.4944852941176471,0.6415441176470589,71.56985294117646,33.2546468401487
heloc,Best Scorecard policy,526,0.5114068441064639,0.6425855513307985,71.22053231939164,34.01923076923077
