dataset,split,model_family_requested,model,calibration_type,threshold,cost_scenario,accuracy,precision,recall,f1,specificity,roc_auc,pr_auc,brier,ece,tn,fp,fn,tp,expected_cost,shap_stability,faithfulness_score,notes,winner_accuracy,winner_recall,winner_f1,winner_roc_auc,winner_pr_auc,winner_brier,winner_ece,winner_expected_cost,winner_overall_operational,operational_rank,operational_selection_rule,valid_for_model_selection,created_local
heloc,test,Scorecard / WOE,woe_scorecard_logistic_regression,sigmoid,0.16,B_FN5_FP1,0.5868354430379746,0.5586932447397563,0.9815175097276264,0.7120677487649965,0.1583949313621964,0.801480407101681,0.8038770280230678,0.1816523806088388,0.014207949481563,150,797,19,1009,892.0,,,Custom WOE/scorecard-style logistic baseline; no per-model SHAP stability score in current output; no per-model HELOC faithfulness score in requested family leaderboard output,False,False,False,False,False,False,False,True,True,1,"lowest expected_cost under selected HELOC cost scenario; tie-break PR-AUC, ROC-AUC, Brier, ECE, recall/F1 balance; accuracy excluded",False,2026-04-29 14:58:50
heloc,test,Old SCRE-Credit,SCRE-Credit,weighted_sum_plus_isotonic,0.17,B_FN5_FP1,0.6460759493670886,0.6009821976672806,0.9523346303501944,0.7369213398569816,0.3136219640971489,0.8031069854013699,0.7939090859748776,0.1816509604613032,0.0221286246684385,297,650,49,979,895.0,0.9908380952380952,,Original/static SCRE-Credit before Pareto/optimized revision; HELOC reduced SHAP stability available from LightGBM-family protocol; no per-model HELOC faithfulness score in requested family leaderboard output,True,False,True,False,False,False,False,False,False,2,"lowest expected_cost under selected HELOC cost scenario; tie-break PR-AUC, ROC-AUC, Brier, ECE, recall/F1 balance; accuracy excluded",False,2026-04-29 14:58:50
heloc,test,CatBoost,catboost,isotonic,0.14,B_FN5_FP1,0.5858227848101266,0.5581395348837209,0.980544747081712,0.7113620324629499,0.1573389651531151,0.8040936153078122,0.8115982528808503,0.1802440277917598,0.0107832103485953,149,798,20,1008,898.0,,,Boosting model; no per-model SHAP stability score in current output; no per-model HELOC faithfulness score in requested family leaderboard output,False,False,False,True,True,True,True,False,False,3,"lowest expected_cost under selected HELOC cost scenario; tie-break PR-AUC, ROC-AUC, Brier, ECE, recall/F1 balance; accuracy excluded",False,2026-04-29 14:58:50
heloc,test,Monotonic XGBoost,monotonic_xgboost,isotonic,0.14,B_FN5_FP1,0.5731645569620253,0.5502444323737099,0.985408560311284,0.7061693970024399,0.1256599788806758,0.7968959934916324,0.8005001535761549,0.1833849554767439,0.0129904802992373,119,828,15,1013,903.0,,,Monotonic constrained boosting model; no per-model SHAP stability score in current output; no per-model HELOC faithfulness score in requested family leaderboard output,False,False,False,False,False,False,False,False,False,4,"lowest expected_cost under selected HELOC cost scenario; tie-break PR-AUC, ROC-AUC, Brier, ECE, recall/F1 balance; accuracy excluded",False,2026-04-29 14:58:50
heloc,test,XGBoost,xgboost,isotonic,0.19,B_FN5_FP1,0.6192405063291139,0.5809859154929577,0.9630350194552528,0.7247437774524158,0.246040126715945,0.7967526984661782,0.7967099074932475,0.1834923424239684,0.0160411549513601,233,714,38,990,904.0,,,Boosting model; no per-model SHAP stability score in current output; no per-model HELOC faithfulness score in requested family leaderboard output,False,False,False,False,False,False,False,False,False,5,"lowest expected_cost under selected HELOC cost scenario; tie-break PR-AUC, ROC-AUC, Brier, ECE, recall/F1 balance; accuracy excluded",False,2026-04-29 14:58:50
heloc,test,Monotonic LightGBM,monotonic_lightgbm,sigmoid,0.18,B_FN5_FP1,0.5670886075949367,0.5465805061927841,0.9873540856031128,0.7036395147313691,0.1108764519535374,0.7920044457410049,0.7947893788815734,0.1860947142092749,0.0244935824871678,105,842,13,1015,907.0,,,Monotonic constrained boosting model; no per-model SHAP stability score in current output; no per-model HELOC faithfulness score in requested family leaderboard output,False,True,False,False,False,False,False,False,False,6,"lowest expected_cost under selected HELOC cost scenario; tie-break PR-AUC, ROC-AUC, Brier, ECE, recall/F1 balance; accuracy excluded",False,2026-04-29 14:58:50
heloc,test,Logistic Regression,logistic_regression,sigmoid,0.15,B_FN5_FP1,0.5691139240506329,0.5479674796747968,0.9834630350194552,0.7037939436129481,0.1193241816261879,0.8036324004947015,0.8045212728434277,0.1807544396407818,0.0232133696017144,113,834,17,1011,919.0,,,Logistic Regression baseline; no per-model SHAP stability score in current output; no per-model HELOC faithfulness score in requested family leaderboard output,False,False,False,False,False,False,False,False,False,7,"lowest expected_cost under selected HELOC cost scenario; tie-break PR-AUC, ROC-AUC, Brier, ECE, recall/F1 balance; accuracy excluded",False,2026-04-29 14:58:50
heloc,test,LightGBM,lightgbm,sigmoid,0.19,B_FN5_FP1,0.5665822784810126,0.5464864864864865,0.9834630350194552,0.7025712300208478,0.1140443505807814,0.7873327197498552,0.7932806208861143,0.1882896306735732,0.0282064278391865,108,839,17,1011,924.0,0.9908380952380952,,Boosting model; HELOC reduced SHAP stability available from LightGBM-family protocol; no per-model HELOC faithfulness score in requested family leaderboard output,False,False,False,False,False,False,False,False,False,8,"lowest expected_cost under selected HELOC cost scenario; tie-break PR-AUC, ROC-AUC, Brier, ECE, recall/F1 balance; accuracy excluded",False,2026-04-29 14:58:50
