threshold,accuracy,precision,recall,f1,specificity,roc_auc,pr_auc,brier_score,tn,fp,fn,tp,model
0.5,0.8193333333333334,0.6657571623465212,0.3677467972871138,0.47378640776699027,0.9475711534346244,0.7828867787516061,0.5617499063687268,0.13386741717359033,4428,245,839,488,final_model_calibrated_isotonic
0.5,0.8188333333333333,0.6652892561983471,0.36397889977392617,0.4705309303458354,0.9479991440188316,0.7829640234727195,0.5625493828532917,0.13404987515046196,4430,243,844,483,final_model_uncalibrated
0.5,0.8193333333333334,0.6694560669456067,0.3617181612660136,0.46966731898238745,0.9492831157714531,0.7828722651296848,0.5619074606217428,0.1348206165603706,4436,237,847,480,final_model_calibrated_sigmoid
