dataset,best_model_type,best_trial_number,best_cv_pr_auc,best_cv_roc_auc,best_cv_recall,best_cv_brier_score,best_cv_fn_weighted_cost,validation_pr_auc,validation_roc_auc,validation_recall,validation_brier_score,validation_fn_weighted_cost,best_params_json,model_path,n_trials,cv_n_splits,cv_n_repeats,cv_total_folds,objective_primary,objective_secondary,test_set_used,study_path
taiwan,lightgbm,73,0.5669796639760947,0.7862077517664876,0.6379533594362444,0.1780401382735367,2015.0,0.5576229031520716,0.7840046501644635,0.627731725697061,0.17811259748105598,3414.0,"{""lgbm_class_weight"": ""balanced"", ""lgbm_colsample_bytree"": 0.6712208893046726, ""lgbm_learning_rate"": 0.026977607986243903, ""lgbm_max_depth"": 4, ""lgbm_min_child_samples"": 12, ""lgbm_n_estimators"": 150, ""lgbm_num_leaves"": 32, ""lgbm_reg_alpha"": 4.66068667686492e-07, ""lgbm_reg_lambda"": 0.019135017116114605, ""lgbm_subsample"": 0.7500009596455799, ""model_type"": ""lightgbm""}",C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\models\boosting\tuned\taiwan_optuna_best_lightgbm.joblib,100,5,3,15,PR-AUC,"ROC-AUC, Recall, Brier score, FN-weighted cost",False,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\models\boosting\tuned\taiwan_optuna_study.joblib
