model,reliability_score,ensemble_weight,pr_auc_norm,roc_auc_norm,recall_norm,calibration_norm,cost_norm,stability_norm,faithfulness_norm
M1_logistic_regression,0.968193340284439,0.2401619453783347,0.9432671545450579,0.9407154054439197,0.9523809523809503,0.9705030380113134,1.0,1.0,1.0
M3_xgboost,0.847900511151161,0.21032311189573263,0.7337494175907336,0.6901097335043442,1.0,0.7842277840490844,0.8666666666666667,1.0,1.0
M2_woe_scorecard_logistic,0.8333928571428569,0.20672446453415658,1.0,1.0,0.3809523809523801,1.0,0.5083333333333333,1.0,1.0
M5_monotonic_xgboost,0.7477414503379436,0.1854784926535651,0.7659935260322677,0.7168305543679622,0.6190476190476198,0.761073460794352,0.5333333333333333,1.0,1.0
M5_monotonic_lightgbm,0.43419046887333257,0.10770165764486284,0.24226053007474915,0.25523728088926395,0.3809523809523801,0.2770660905475747,0.32499999999999996,1.0,1.0
M4_lightgbm,0.2,0.04961032789334807,0.0,0.0,0.0,0.0,0.0,1.0,1.0
