dataset,selection_split,pareto_cost_scenario,model_display_name,model,model_role,calibration_type,threshold,expected_cost,pr_auc,roc_auc,recall,f1,brier,ece,precision,specificity,accuracy,tn,fp,fn,tp,is_pareto_front,dominated_by_count,dominated_by_models,domination_reason,pareto_higher_is_better,pareto_lower_is_better,test_set_used_for_pareto_selection,created_local
heloc,validation,B_FN5_FP1,Random Forest,random_forest,base_model,sigmoid,0.2,894.0,0.7930550905413709,0.799643007334184,0.9483933787731256,0.7406844106463878,0.1818588611030485,0.0224248687420186,0.6076107298814722,0.3357972544878564,0.6545086119554204,318,629,53,974,False,1,Old SCRE-Credit,"dominated by: Old SCRE-Credit (strictly better: pr_auc, roc_auc, f1, expected_cost, brier, ece)","pr_auc, roc_auc, recall, f1","expected_cost, brier, ece",False,2026-04-29 15:00:21
heloc,validation,B_FN5_FP1,Decision Tree,decision_tree,base_model,isotonic,0.16,907.0,0.7747784104429544,0.7877574753050941,0.9834469328140214,0.7065407485134663,0.1877502183867159,0.0311407652975513,0.5513100436681223,0.1319957761351636,0.5749746707193516,125,822,17,1010,False,3,Scorecard / WOE; Logistic Regression; Class-weighted Logistic Regression,"dominated by: Scorecard / WOE (strictly better: pr_auc, roc_auc, recall, f1, expected_cost, brier, ece); Logistic Regression (strictly better: pr_auc, roc_auc, recall, f1, expected_cost, brier, ece); Class-weighted Logistic Regression (strictly better: pr_auc, roc_auc, recall, f1, expected_cost, brier, ece)","pr_auc, roc_auc, recall, f1","expected_cost, brier, ece",False,2026-04-29 15:00:21
heloc,validation,B_FN5_FP1,Monotonic LightGBM,monotonic_lightgbm,base_model,sigmoid,0.18,917.0,0.7905462931197653,0.7943405557857592,0.9814995131450828,0.7056352817640882,0.1844923500896616,0.0184576179802473,0.5508196721311476,0.1319957761351636,0.5739614994934144,125,822,19,1008,False,1,Monotonic XGBoost,"dominated by: Monotonic XGBoost (strictly better: pr_auc, roc_auc, recall, f1, expected_cost, brier, ece)","pr_auc, roc_auc, recall, f1","expected_cost, brier, ece",False,2026-04-29 15:00:21
heloc,validation,B_FN5_FP1,LightGBM,lightgbm,base_model,sigmoid,0.19,920.0,0.7835529028407264,0.7923417258826879,0.9805258033106136,0.7056762438682551,0.1852543797777011,0.0214834425026594,0.5511767925561029,0.1341077085533263,0.574468085106383,127,820,20,1007,False,4,Scorecard / WOE; CatBoost; Logistic Regression; Monotonic XGBoost,"dominated by: Scorecard / WOE (strictly better: pr_auc, roc_auc, recall, f1, expected_cost, brier, ece); CatBoost (strictly better: pr_auc, roc_auc, f1, expected_cost, brier, ece); Logistic Regression (strictly better: pr_auc, roc_auc, recall, f1, expected_cost, brier, ece); Monotonic XGBoost (strictly better: pr_auc, roc_auc, recall, f1, expected_cost, brier, ece)","pr_auc, roc_auc, recall, f1","expected_cost, brier, ece",False,2026-04-29 15:00:21
