metric,mean,lower,upper
roc_auc,0.7836915770910736,0.7686751960817492,0.7962328090598871
pr_auc,0.563552754917595,0.5495545354569654,0.569801507871808
brier_score,0.13947944484268635,0.13672440155346244,0.14450092108311585
