metric,mean,lower,upper
roc_auc,0.8086588643523033,0.7986400380659454,0.8181119519517263
pr_auc,0.809908357040567,0.7890471165444661,0.8240305788175385
brier_score,0.17865461549993092,0.17443954042906704,0.18336303815063437
