dataset,study_name,trial_number,state,objective,primary_metric_pr_auc,cv_n_splits,cv_n_repeats,cv_total_folds,metric_pr_auc,metric_roc_auc,metric_recall,metric_brier_score,metric_fn_weighted_cost,metric_fn,metric_fp,metric_tp,metric_tn,metric_pr_auc_std,param_model_type,param_lgbm_n_estimators,param_lgbm_learning_rate,param_lgbm_num_leaves,param_lgbm_max_depth,param_lgbm_min_child_samples,param_lgbm_subsample,param_lgbm_colsample_bytree,param_lgbm_reg_alpha,param_lgbm_reg_lambda,param_lgbm_class_weight
taiwan,taiwan_pr_auc_optuna,66,COMPLETE,mean_cv_pr_auc,0.5636267932107781,5,3,15,0.5636267932107781,0.7856099815911951,0.6361116540460562,0.17561690128230986,2021.1333333333334,289.8,572.1333333333333,506.6,2231.4666666666667,0.012205491040236919,lightgbm,200,0.04619731857550963,32,4,20,0.8155058918955754,0.7097425497984172,1.9255740345883843e-08,0.08725090056958787,balanced
taiwan,taiwan_pr_auc_optuna,67,COMPLETE,mean_cv_pr_auc,0.5640648599142803,5,3,15,0.5640648599142803,0.7859956725078464,0.6362792633178439,0.17598034439867208,2020.8,289.6666666666667,572.4666666666667,506.73333333333335,2231.133333333333,0.01133116634382855,lightgbm,200,0.04151195335865888,18,4,23,0.7651709932758977,0.7445783495536815,5.447028300589989e-07,0.030962606941774815,balanced
taiwan,taiwan_pr_auc_optuna,68,COMPLETE,mean_cv_pr_auc,0.5644550685176675,5,3,15,0.5644550685176675,0.786045822157903,0.6422215636946759,0.1794092101616553,2012.1333333333334,284.93333333333334,587.4666666666667,511.46666666666664,2216.133333333333,0.01441140986635762,lightgbm,150,0.030198532949173105,27,3,13,0.7383972364246628,0.7368465780675376,1.0604293767640327e-08,0.4362914777839685,balanced
taiwan,taiwan_pr_auc_optuna,69,COMPLETE,mean_cv_pr_auc,0.5624841011219993,5,3,15,0.5624841011219993,0.7848570305283629,0.6339355707857567,0.17482384373794532,2026.6666666666667,291.53333333333336,569.0,504.8666666666667,2234.6,0.0105786851993436,lightgbm,200,0.05597154163233861,21,4,18,0.7931420782804575,0.837918272020117,4.501695318375812e-08,0.04301765311742972,balanced
taiwan,taiwan_pr_auc_optuna,70,COMPLETE,mean_cv_pr_auc,0.5624546284450591,5,3,15,0.5624546284450591,0.7840626426020165,0.6287468290847799,0.17254020204885095,2031.8666666666666,295.6666666666667,553.5333333333333,500.73333333333335,2250.0666666666666,0.009652490149756261,lightgbm,200,0.03370834585250818,26,9,24,0.7722653828113738,0.6969759712815317,1.4895056272297565e-07,0.1149749332938819,balanced
taiwan,taiwan_pr_auc_optuna,71,COMPLETE,mean_cv_pr_auc,0.5657740502473617,5,3,15,0.5657740502473617,0.7864980892481801,0.6385399393454096,0.1761448608567454,2014.4666666666667,287.8666666666667,575.1333333333333,508.53333333333336,2228.4666666666667,0.011467189243591195,lightgbm,250,0.028135128153261035,33,4,10,0.75471377195745,0.6722986290549818,4.2908157808400543e-07,0.017080896897777316,balanced
taiwan,taiwan_pr_auc_optuna,72,COMPLETE,mean_cv_pr_auc,0.5663470303180167,5,3,15,0.5663470303180167,0.7860441855018551,0.6352743432763988,0.17790416333352457,2026.0,290.46666666666664,573.6666666666666,505.93333333333334,2229.9333333333334,0.011662137362995827,lightgbm,150,0.028157757828197946,34,4,12,0.7529243284619029,0.6896784682570631,4.888393710422569e-07,0.01975838917250986,balanced
taiwan,taiwan_pr_auc_optuna,73,COMPLETE,mean_cv_pr_auc,0.5669796639760947,5,3,15,0.5669796639760947,0.7862077517664876,0.6379533594362444,0.1780401382735367,2015.0,288.3333333333333,573.3333333333334,508.06666666666666,2230.266666666667,0.011535979516499286,lightgbm,150,0.026977607986243903,32,4,12,0.7500009596455799,0.6712208893046726,4.66068667686492e-07,0.019135017116114605,balanced
taiwan,taiwan_pr_auc_optuna,74,COMPLETE,mean_cv_pr_auc,0.5644594694827965,5,3,15,0.5644594694827965,0.7865387093929648,0.642472609807717,0.17883001040456775,2011.9333333333334,284.73333333333335,588.2666666666667,511.6666666666667,2215.3333333333335,0.014206608573818644,lightgbm,150,0.036671220377376794,33,3,10,0.7125425780470941,0.692014740741676,1.0028634096231498e-06,0.029648426388867357,balanced
taiwan,taiwan_pr_auc_optuna,75,COMPLETE,mean_cv_pr_auc,0.5659683654055115,5,3,15,0.5659683654055115,0.7861172500286859,0.6383715944843417,0.178203085509984,2012.0,288.0,572.0,508.4,2231.6,0.011298521021717623,lightgbm,150,0.026666547323682645,33,4,18,0.7503770229766145,0.6745068206964965,4.3114121845577324e-07,0.018408978152574376,balanced
taiwan,taiwan_pr_auc_optuna,76,COMPLETE,mean_cv_pr_auc,0.5650838241410481,5,3,15,0.5650838241410481,0.7865927978327002,0.36438760090708666,0.13295295910111957,2662.0666666666666,506.2,131.06666666666666,290.2,2672.5333333333333,0.01150506832288417,lightgbm,150,0.026713013228842043,33,4,18,0.6955576502219998,0.6871281517733787,5.273198968216228e-07,0.020999827532213376,
taiwan,taiwan_pr_auc_optuna,77,COMPLETE,mean_cv_pr_auc,0.5665554782423131,5,3,15,0.5665554782423131,0.7861932023519558,0.636530519599251,0.17783268353850187,2020.3333333333333,289.46666666666664,573.0,506.93333333333334,2230.6,0.011436045604816845,lightgbm,150,0.029159970153698086,25,4,13,0.789958481005049,0.7147629841384379,3.8021200018793606e-07,0.05474729889273735,balanced
taiwan,taiwan_pr_auc_optuna,78,COMPLETE,mean_cv_pr_auc,0.5645396524789612,5,3,15,0.5645396524789612,0.7859049454566693,0.6407145514271484,0.17956109542056614,2017.7333333333333,286.1333333333333,587.0666666666667,510.26666666666665,2216.5333333333333,0.013715937422230214,lightgbm,150,0.028490602207608896,25,3,10,0.7231057895532876,0.6737255345916286,3.7671369014956874e-07,0.045814949351072116,balanced
taiwan,taiwan_pr_auc_optuna,79,COMPLETE,mean_cv_pr_auc,0.5650381832443937,5,3,15,0.5650381832443937,0.7857530956183009,0.6356927884928616,0.17836356570491085,2021.1333333333334,290.1333333333333,570.4666666666667,506.26666666666665,2233.133333333333,0.011283311683325033,lightgbm,150,0.0259079997187762,22,4,20,0.7645449952909122,0.7156753479833992,2.8678739449787225e-06,0.014992587627541023,balanced
taiwan,taiwan_pr_auc_optuna,80,COMPLETE,mean_cv_pr_auc,0.5659704969839613,5,3,15,0.5659704969839613,0.7862010160063051,0.6419706226658177,0.17952706797402262,2013.7333333333333,285.1333333333333,588.0666666666667,511.26666666666665,2215.5333333333333,0.014006549452421482,lightgbm,150,0.028292138205695882,18,3,13,0.8183947368248357,0.6556313911187542,1.3683938744948245e-07,0.057653406893228884,balanced
taiwan,taiwan_pr_auc_optuna,81,COMPLETE,mean_cv_pr_auc,0.5653659019318611,5,3,15,0.5653659019318611,0.7860558041843421,0.6410495598023578,0.17953606358161583,2015.9333333333334,285.8666666666667,586.6,510.53333333333336,2217.0,0.01323092998088442,lightgbm,150,0.027999053867975496,18,3,13,0.8171197825573077,0.65479818706822,1.3856062482831903e-07,0.056523788314188056,balanced
taiwan,taiwan_pr_auc_optuna,82,COMPLETE,mean_cv_pr_auc,0.5655971969300781,5,3,15,0.5655971969300781,0.7866578915243874,0.6386232711024802,0.17735243326542155,2014.4666666666667,287.8,575.4666666666667,508.6,2228.133333333333,0.011084220295768063,lightgbm,150,0.035663378349258555,20,4,27,0.8368178029117125,0.6796421865928651,4.640990051512848e-07,0.01748336775309664,balanced
taiwan,taiwan_pr_auc_optuna,83,COMPLETE,mean_cv_pr_auc,0.5653145553926199,5,3,15,0.5653145553926199,0.7859155078449799,0.6364467675054487,0.17837266372170663,2017.2,289.53333333333336,569.5333333333333,506.8666666666667,2234.0666666666666,0.011443920123396789,lightgbm,150,0.025578409958173502,36,4,19,0.7495337022714879,0.6971541965571089,1.0450676002681105e-07,0.06779723118254351,balanced
taiwan,taiwan_pr_auc_optuna,84,COMPLETE,mean_cv_pr_auc,0.5647212694628939,5,3,15,0.5647212694628939,0.787163510174559,0.6458217478021643,0.17845206157183835,1999.0666666666666,282.06666666666666,588.7333333333333,514.3333333333334,2214.866666666667,0.013410286243804621,lightgbm,150,0.04224407710855906,24,3,13,0.8136973628115451,0.654901570819575,1.9267233314485257e-06,0.0983003944045448,balanced
taiwan,taiwan_pr_auc_optuna,85,COMPLETE,mean_cv_pr_auc,0.5645560916923795,5,3,15,0.5645560916923795,0.7857619163898072,0.6374516875468939,0.17660633082076077,2017.6,288.73333333333335,573.9333333333333,507.6666666666667,2229.6666666666665,0.011659277427899907,lightgbm,200,0.032245164541523194,31,4,10,0.7897338748530142,0.8774669563680702,8.337994485794752e-07,0.036361336155737396,balanced
taiwan,taiwan_pr_auc_optuna,86,COMPLETE,mean_cv_pr_auc,0.5646954783608658,5,3,15,0.5646954783608658,0.785702212810245,0.6413011313363135,0.17957740058558128,2014.7333333333333,285.6666666666667,586.4,510.73333333333335,2217.2,0.014146374807051058,lightgbm,150,0.028780776921226457,34,3,26,0.7303413349005465,0.7365939235947809,2.6214691668859568e-08,0.18449782015986244,balanced
taiwan,taiwan_pr_auc_optuna,87,COMPLETE,mean_cv_pr_auc,0.5654420440230304,5,3,15,0.5654420440230304,0.7859630569069178,0.6375353345565133,0.17652674733990248,2017.4666666666667,288.6666666666667,574.1333333333333,507.73333333333335,2229.4666666666667,0.011897784559487416,lightgbm,200,0.03612455002593068,15,4,21,0.8033280960218137,0.689481547185671,1.7209947952576375e-07,0.02068140615927835,balanced
taiwan,taiwan_pr_auc_optuna,88,COMPLETE,mean_cv_pr_auc,0.5639197019579226,5,3,15,0.5639197019579226,0.7862519264129219,0.3553461578070192,0.13317360832304062,2694.9333333333334,513.4,127.93333333333334,283.0,2675.6666666666665,0.011680855972254678,lightgbm,150,0.022267024638950937,39,4,133,0.7488944672499104,0.6717497099349151,7.346596615014067e-08,0.054188745166615176,
taiwan,taiwan_pr_auc_optuna,89,COMPLETE,mean_cv_pr_auc,0.5646670157145462,5,3,15,0.5646670157145462,0.7864548160429442,0.6415525977860865,0.17911385011797823,2014.4666666666667,285.46666666666664,587.1333333333333,510.93333333333334,2216.4666666666667,0.013888833239391973,lightgbm,200,0.025076335954911138,27,3,17,0.7701883493342683,0.7022781497907147,1.0968565441007535e-06,0.026109338997575036,balanced
taiwan,taiwan_pr_auc_optuna,90,COMPLETE,mean_cv_pr_auc,0.565483268684526,5,3,15,0.565483268684526,0.786352875102365,0.6371165740875017,0.17801847455411685,2016.7333333333333,289.0,571.7333333333333,507.4,2231.866666666667,0.012221634823240478,lightgbm,150,0.028588589633512105,19,4,29,0.8343717795843905,0.6590426337702986,6.107701988369681e-07,0.07160003658554197,balanced
taiwan,taiwan_pr_auc_optuna,91,COMPLETE,mean_cv_pr_auc,0.5659314075539916,5,3,15,0.5659314075539916,0.7862490019493573,0.6391257836652944,0.17653670323971032,2012.8,287.4,575.8,509.0,2227.8,0.011681196719901046,lightgbm,200,0.032619847979110474,30,4,14,0.7897624059088171,0.7115282965554656,3.4170884907994044e-07,0.010680878666111367,balanced
taiwan,taiwan_pr_auc_optuna,92,COMPLETE,mean_cv_pr_auc,0.5653975541958969,5,3,15,0.5653975541958969,0.7863972509680631,0.6392083798330843,0.17633112866585407,2010.8666666666666,287.3333333333333,574.2,509.06666666666666,2229.4,0.011684946526299898,lightgbm,200,0.03486020224555059,25,4,13,0.7967240044961048,0.760315690835032,3.626304264626003e-07,0.03691837560209577,balanced
taiwan,taiwan_pr_auc_optuna,93,COMPLETE,mean_cv_pr_auc,0.5664621680675203,5,3,15,0.5664621680675203,0.7863884278714611,0.6372005363496698,0.17750845751878241,2020.2,288.93333333333334,575.5333333333333,507.46666666666664,2228.0666666666666,0.011805839807966893,lightgbm,150,0.032499607925991846,37,4,16,0.7595038442971838,0.6809692642554553,1.0985533644918122e-07,0.006944233531114846,balanced
taiwan,taiwan_pr_auc_optuna,94,COMPLETE,mean_cv_pr_auc,0.5662478709393554,5,3,15,0.5662478709393554,0.7865540170619139,0.6376194019028645,0.1769099407490035,2017.1333333333334,288.6,574.1333333333333,507.8,2229.4666666666667,0.01254851266603962,lightgbm,150,0.038302750695347075,36,4,12,0.7630298711601203,0.6808679771530185,7.524430612973651e-08,0.00769392192982623,balanced
taiwan,taiwan_pr_auc_optuna,95,COMPLETE,mean_cv_pr_auc,0.564326821426144,5,3,15,0.564326821426144,0.787050847962307,0.6448163023398045,0.17851165398607816,2004.3333333333333,282.8666666666667,590.0,513.5333333333333,2213.6,0.013207637763354853,lightgbm,150,0.04313393802032194,38,3,23,0.7822648152114239,0.6825864851607029,6.210663392936928e-08,0.006243185822444856,balanced
taiwan,taiwan_pr_auc_optuna,96,COMPLETE,mean_cv_pr_auc,0.5660612552568748,5,3,15,0.5660612552568748,0.7864922257286701,0.6387075486171974,0.17684712454671542,2014.6666666666667,287.73333333333335,576.0,508.6666666666667,2227.6,0.012029506199347595,lightgbm,150,0.038637379944229916,36,4,13,0.7621472734953456,0.7200680805812366,3.136337846633118e-08,0.007735616871786922,balanced
taiwan,taiwan_pr_auc_optuna,97,COMPLETE,mean_cv_pr_auc,0.5640253300770977,5,3,15,0.5640253300770977,0.7857939143633245,0.6378708683526374,0.1763172860646219,2015.3333333333333,288.4,573.3333333333334,508.0,2230.266666666667,0.010702797875707567,lightgbm,150,0.05110479692786783,35,4,20,0.7650175863249522,0.6948948777972103,2.646810303270572e-08,0.008767358142078468,balanced
taiwan,taiwan_pr_auc_optuna,98,COMPLETE,mean_cv_pr_auc,0.5615569177987114,5,3,15,0.5615569177987114,0.7868479935973626,0.6424729250602659,0.1790155228959244,2011.4666666666667,284.73333333333335,587.8,511.6666666666667,2215.8,0.014411455416132543,lightgbm,150,0.03755588368386537,40,3,96,0.726657101112706,0.7184477853512926,1.0816704817589906e-07,0.011856429567687995,balanced
taiwan,taiwan_pr_auc_optuna,99,COMPLETE,mean_cv_pr_auc,0.5650262886423892,5,3,15,0.5650262886423892,0.7864883976206671,0.6378702378475397,0.17699143032539352,2017.9333333333334,288.4,575.9333333333333,508.0,2227.6666666666665,0.012115179131612887,lightgbm,150,0.039721373352553636,31,4,17,0.7440526821438924,0.6659330317963121,1.4777719178166581e-08,0.007295385385151684,balanced
