dataset,stability_scope,model_family,seed_a,seed_b,spearman_rho,spearman_p_value,kendall_tau,kendall_p_value,kendalls_w,top5_overlap_count,top5_overlap_rate,top10_overlap_count,top10_overlap_rate
taiwan,ablation_full_features,lightgbm,778383,887876,0.9605303731113167,4.410135316805197e-26,0.8647342995169083,2.371158419377764e-17,0.978693999383287,5,1.0,8,0.8
taiwan,ablation_full_features,lightgbm,778383,893119,0.9792784458834412,3.722889098242183e-32,0.8956521739130435,1.6792773346176676e-18,0.978693999383287,4,0.8,8,0.8
taiwan,ablation_full_features,lightgbm,778383,926740,0.9609004008633981,3.598320391838974e-26,0.8550724637681161,5.323691415681353e-17,0.978693999383287,4,0.8,8,0.8
taiwan,ablation_full_features,lightgbm,778383,970694,0.981745297563984,2.3479612156709307e-33,0.9033816425120774,8.541026338023884e-19,0.978693999383287,5,1.0,9,0.9
taiwan,ablation_full_features,lightgbm,778383,975585,0.9822386679000925,1.2914511176538903e-33,0.8995169082125605,1.1984611966222292e-18,0.978693999383287,5,1.0,9,0.9
taiwan,ablation_full_features,lightgbm,781548,786037,0.9750847980265186,2.0574065044125376e-30,0.8879227053140097,3.283017251454558e-18,0.978693999383287,5,1.0,9,0.9
taiwan,ablation_full_features,lightgbm,781548,822743,0.9658341042244835,1.946432952652877e-27,0.8724637681159422,1.2336493381504985e-17,0.978693999383287,4,0.8,8,0.8
taiwan,ablation_full_features,lightgbm,781548,827621,0.978168362627197,1.1603738448729618e-31,0.9072463768115943,6.078278831760412e-19,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,781548,839722,0.984582176996608,5.880631985826803e-35,0.9053140096618358,7.206465044850914e-19,0.978693999383287,4,0.8,8,0.8
taiwan,ablation_full_features,lightgbm,781548,858280,0.9797718162195498,2.201978162976539e-32,0.9014492753623189,1.0119148195416758e-18,0.978693999383287,5,1.0,9,0.9
taiwan,ablation_full_features,lightgbm,781548,858560,0.9856922602528523,1.1490919860902237e-35,0.9227053140096619,1.5371152233408615e-19,0.978693999383287,4,0.8,9,0.9
