metric,mean,lower,upper
roc_auc,0.7858443089096646,0.7716659283496057,0.7983330625037446
pr_auc,0.56604781624249,0.5529558010530812,0.5728417284716981
brier_score,0.13924248932203437,0.13650303622068652,0.1441056164917428
