t_low,t_high,expected_policy_cost,low_count,manual_review_count,high_count,low_rate,manual_review_rate,high_rate,low_false_negative,high_false_positive,low_true_negative,high_true_positive,manual_review_default,manual_review_non_default,high_risk_precision,high_risk_recall,review_capture_recall,auto_decision_rate,meets_review_capture_recall,meets_review_rate,meets_constraints
0.35,0.45,958.0,578,118,884,0.3658227848101266,0.07468354430379746,0.5594936708860759,131,244,447,640,51,67,0.7239819004524887,0.7785888077858881,0.8406326034063261,0.9253164556962026,True,True,True
0.35,0.5,958.0,578,182,820,0.3658227848101266,0.11518987341772152,0.5189873417721519,131,212,447,608,83,99,0.7414634146341463,0.7396593673965937,0.8406326034063261,0.8848101265822785,True,True,True
0.35,0.4,960.0,578,60,942,0.3658227848101266,0.0379746835443038,0.5962025316455696,131,275,447,667,24,36,0.7080679405520169,0.8114355231143552,0.8406326034063261,0.9620253164556962,True,True,True
0.35,0.6,964.5,578,325,677,0.3658227848101266,0.20569620253164558,0.42848101265822786,131,147,447,530,161,164,0.7828655834564254,0.6447688564476886,0.8406326034063261,0.7943037974683544,True,True,True
0.35,0.65,975.0,578,400,602,0.3658227848101266,0.25316455696202533,0.3810126582278481,131,120,447,482,209,191,0.8006644518272426,0.5863746958637469,0.8406326034063261,0.7468354430379747,True,True,True
0.35,0.7,992.0,578,498,504,0.3658227848101266,0.31518987341772153,0.3189873417721519,131,88,447,416,275,223,0.8253968253968254,0.5060827250608273,0.8406326034063261,0.6848101265822785,True,True,True
0.35,0.75,1017.5,578,599,403,0.3658227848101266,0.37911392405063293,0.25506329113924053,131,63,447,340,351,248,0.8436724565756824,0.41362530413625304,0.8406326034063261,0.6208860759493671,True,True,True
0.35,0.8,1040.5,578,699,303,0.3658227848101266,0.44240506329113927,0.19177215189873417,131,36,447,267,424,275,0.8811881188118812,0.3248175182481752,0.8406326034063261,0.5575949367088607,True,True,True
0.4,0.55,1047.0,638,190,752,0.40379746835443037,0.12025316455696203,0.4759493670886076,155,177,483,575,92,98,0.7646276595744681,0.6995133819951338,0.8114355231143552,0.879746835443038,True,True,True
0.4,0.45,1048.0,638,58,884,0.40379746835443037,0.03670886075949367,0.5594936708860759,155,244,483,640,27,31,0.7239819004524887,0.7785888077858881,0.8114355231143552,0.9632911392405064,True,True,True
0.4,0.5,1048.0,638,122,820,0.40379746835443037,0.07721518987341772,0.5189873417721519,155,212,483,608,59,63,0.7414634146341463,0.7396593673965937,0.8114355231143552,0.9227848101265823,True,True,True
0.4,0.6,1054.5,638,265,677,0.40379746835443037,0.16772151898734178,0.42848101265822786,155,147,483,530,137,128,0.7828655834564254,0.6447688564476886,0.8114355231143552,0.8322784810126582,True,True,True
0.4,0.65,1065.0,638,340,602,0.40379746835443037,0.21518987341772153,0.3810126582278481,155,120,483,482,185,155,0.8006644518272426,0.5863746958637469,0.8114355231143552,0.7848101265822784,True,True,True
0.4,0.7,1082.0,638,438,504,0.40379746835443037,0.2772151898734177,0.3189873417721519,155,88,483,416,251,187,0.8253968253968254,0.5060827250608273,0.8114355231143552,0.7227848101265822,True,True,True
0.4,0.75,1107.5,638,539,403,0.40379746835443037,0.3411392405063291,0.25506329113924053,155,63,483,340,327,212,0.8436724565756824,0.41362530413625304,0.8114355231143552,0.6588607594936708,True,True,True
0.4,0.8,1130.5,638,639,303,0.40379746835443037,0.40443037974683543,0.19177215189873417,155,36,483,267,400,239,0.8811881188118812,0.3248175182481752,0.8114355231143552,0.5955696202531645,True,True,True
0.45,0.55,1153.0,696,132,752,0.44050632911392407,0.08354430379746836,0.4759493670886076,182,177,514,575,65,67,0.7646276595744681,0.6995133819951338,0.7785888077858881,0.9164556962025316,True,True,True
0.45,0.5,1154.0,696,64,820,0.44050632911392407,0.04050632911392405,0.5189873417721519,182,212,514,608,32,32,0.7414634146341463,0.7396593673965937,0.7785888077858881,0.959493670886076,True,True,True
0.45,0.6,1160.5,696,207,677,0.44050632911392407,0.1310126582278481,0.42848101265822786,182,147,514,530,110,97,0.7828655834564254,0.6447688564476886,0.7785888077858881,0.8689873417721519,True,True,True
0.45,0.65,1171.0,696,282,602,0.44050632911392407,0.17848101265822786,0.3810126582278481,182,120,514,482,158,124,0.8006644518272426,0.5863746958637469,0.7785888077858881,0.8215189873417722,True,True,True
0.45,0.7,1188.0,696,380,504,0.44050632911392407,0.24050632911392406,0.3189873417721519,182,88,514,416,224,156,0.8253968253968254,0.5060827250608273,0.7785888077858881,0.759493670886076,True,True,True
0.45,0.75,1213.5,696,481,403,0.44050632911392407,0.30443037974683546,0.25506329113924053,182,63,514,340,300,181,0.8436724565756824,0.41362530413625304,0.7785888077858881,0.6955696202531646,True,True,True
0.45,0.8,1236.5,696,581,303,0.44050632911392407,0.3677215189873418,0.19177215189873417,182,36,514,267,373,208,0.8811881188118812,0.3248175182481752,0.7785888077858881,0.6322784810126583,True,True,True
0.45,0.85,1278.0,696,684,200,0.44050632911392407,0.43291139240506327,0.12658227848101267,182,26,514,174,466,218,0.87,0.2116788321167883,0.7785888077858881,0.5670886075949367,True,True,True
