model,reliability_score,ensemble_weight,pr_auc_norm,roc_auc_norm,recall_norm,calibration_norm,cost_norm,stability_norm,faithfulness_norm
M1_logistic_regression,0.9490996248111891,0.2369628212496175,1.0,0.9186554621848741,0.7894736842105229,0.9525350190125308,1.0,1.0,1.0
M5_monotonic_xgboost,0.8628959115529831,0.21544023862303469,0.8569552076661133,0.6637815126050398,1.0,0.7462509541933633,0.8666666666666667,1.0,1.0
M3_xgboost,0.8185011400571532,0.2043561437320724,0.7066513295214106,0.6085714285714279,1.0,0.7059010657810466,0.8666666666666667,1.0,1.0
M2_woe_scorecard_logistic,0.6709184965527771,0.16750901129407292,0.7945924827638857,1.0,0.0,1.0,0.07999999999999996,1.0,1.0
M5_monotonic_lightgbm,0.456484488983656,0.11397102004731699,0.44303688497578375,0.3468907563025179,0.31578947368420673,0.323167183269937,0.1333333333333333,1.0,1.0
M4_lightgbm,0.24736842105263102,0.061760765053885495,0.0,0.0,0.31578947368420673,0.0,0.0,1.0,1.0
