metric,mean,lower,upper
roc_auc,0.8080683999434853,0.7973984892910857,0.8175234727407702
pr_auc,0.8081047344936513,0.7852286425492229,0.8239345558343544
brier_score,0.17892682297266527,0.1747393705279525,0.18373102806156477
