fn_cost,fp_cost,threshold,expected_cost,precision,recall,f1,fp,fn
5.0,1.0,0.35,1077.0,0.6731488406881077,0.8754863813229572,0.7610993657505285,437,128
5.0,1.0,0.4,1184.0,0.6983870967741935,0.8424124513618677,0.763668430335097,374,162
5.0,1.0,0.45,1374.0,0.7134146341463414,0.796692607003891,0.7527573529411765,329,209
5.0,1.0,0.5,1511.0,0.735653809971778,0.7607003891050583,0.7479674796747967,281,246
5.0,1.0,0.55,1671.0,0.7584442169907881,0.7208171206225681,0.7391521197007481,236,287
5.0,1.0,0.6,1906.0,0.7777777777777778,0.6673151750972762,0.7183246073298429,196,342
5.0,1.0,0.65,2218.0,0.8057742782152231,0.5972762645914397,0.6860335195530727,148,414
5.0,1.0,0.7,2602.0,0.8317610062893082,0.5145914396887159,0.6358173076923077,107,499
5.0,1.0,0.75,3033.0,0.8565815324165029,0.42412451361867703,0.5673389720234222,73,592
5.0,1.0,0.8,3530.0,0.8803191489361702,0.3219844357976654,0.47150997150997154,45,697
5.0,1.0,0.85,4084.0,0.9,0.21011673151750973,0.34069400630914826,24,812
5.0,1.0,0.9,4690.0,0.9479166666666666,0.08852140077821012,0.1619217081850534,5,937
5.0,1.0,0.95,5105.0,1.0,0.006809338521400778,0.01352657004830918,0,1021
10.0,1.0,0.05,946.0,0.5207700101317123,1.0,0.6848767488341105,946,0
10.0,1.0,0.1,956.0,0.5328467153284672,0.9941634241245136,0.6938221317040054,896,6
10.0,1.0,0.15,1027.0,0.5605806811836963,0.9766536964980544,0.7123093295494857,787,24
10.0,1.0,0.2,1108.0,0.599024984765387,0.9562256809338522,0.7366054702135632,658,45
10.0,1.0,0.25,1349.0,0.6254114549045424,0.9241245136186771,0.745975657636435,569,78
10.0,1.0,0.3,1460.0,0.6508379888268156,0.9066147859922179,0.7577235772357723,500,96
10.0,1.0,0.35,1717.0,0.6731488406881077,0.8754863813229572,0.7610993657505285,437,128
10.0,1.0,0.4,1994.0,0.6983870967741935,0.8424124513618677,0.763668430335097,374,162
10.0,1.0,0.45,2419.0,0.7134146341463414,0.796692607003891,0.7527573529411765,329,209
