dataset,model,calibration_type,threshold,cost_scenario,accuracy,precision,recall,f1,specificity,roc_auc,pr_auc,brier,ece,expected_cost,shap_stability,faithfulness_score,operational_rank,auc_rank,pr_auc_rank,calibration_rank,interpretability_rank,final_comment
heloc,Best Scorecard,sigmoid,0.16,B_FN5_FP1,0.5868354430379746,0.5586932447397563,0.9815175097276264,0.7120677487649965,0.1583949313621964,0.801480407101681,0.8038770280230678,0.1816523806088388,0.014207949481563,892.0,,,1,6,5,4,1,"Source model selected on validation within family: woe_scorecard_logistic_regression; reported metrics are final test evidence. Operational winner on final test under FN=5, FP=1. HELOC is external validation; domain shift can change the operational winner."
heloc,Old SCRE-Credit,weighted_sum_plus_isotonic,0.17,B_FN5_FP1,0.6460759493670886,0.6009821976672806,0.9523346303501944,0.7369213398569816,0.3136219640971489,0.8031069854013699,0.7939090859748776,0.1816509604613032,0.0221286246684385,895.0,0.9908380952380952,,2,5,7,5,3,"Source model selected on validation within family: SCRE-Credit; reported metrics are final test evidence. Use as reliability-aware framework evidence, not as a blanket superiority claim. HELOC is external validation; domain shift can change the operational winner."
heloc,Best CatBoost,isotonic,0.14,B_FN5_FP1,0.5858227848101266,0.5581395348837209,0.980544747081712,0.7113620324629499,0.1573389651531151,0.8040936153078122,0.8115982528808503,0.1802440277917598,0.0107832103485953,898.0,,,3,3,2,1,5,Source model selected on validation within family: catboost; reported metrics are final test evidence. HELOC is external validation; domain shift can change the operational winner.
heloc,SCRE-Optimized,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.22,B_FN5_FP1,0.590886075949367,0.5614525139664804,0.9776264591439688,0.7132718239886444,0.1710665258711721,0.8054618516798903,0.8130412263027302,0.1826624630703945,0.0461492617621134,900.0,,,4,2,1,7,3,"Weights, objective setting, and threshold selected on validation only; reported row is final test evidence for setting B_pr_auc_heavy. Best PR-AUC in this comparison. SCRE-Optimized does not beat Best CatBoost on final-test expected cost. Use as reliability-aware framework evidence, not as a blanket superiority claim. HELOC is external validation; domain shift can change the operational winner."
heloc,Best Monotonic model,isotonic,0.14,B_FN5_FP1,0.5731645569620253,0.5502444323737099,0.985408560311284,0.7061693970024399,0.1256599788806758,0.7968959934916324,0.8005001535761549,0.1833849554767439,0.0129904802992373,903.0,,,5,7,6,5,2,Source model selected on validation within family: monotonic_xgboost; reported metrics are final test evidence. HELOC is external validation; domain shift can change the operational winner.
heloc,SCRE-Pareto,weighted_sum_of_calibrated_pareto_front_probabilities,0.19,B_FN5_FP1,0.6070886075949367,0.5724137931034483,0.9688715953307392,0.7196531791907514,0.2143611404435058,0.8055450552430572,0.8104075742041918,0.1800724974745671,0.0276944558030183,904.0,,,6,1,3,2,3,"Weights, objective setting, and threshold selected on validation only; reported row is final test evidence. Best Brier-first calibration profile in this comparison. SCRE-Pareto does not beat Best CatBoost on final-test expected cost. Use as reliability-aware framework evidence, not as a blanket superiority claim. HELOC is external validation; domain shift can change the operational winner."
heloc,Best XGBoost,isotonic,0.22,B_FN5_FP1,0.6577215189873418,0.6111111111111112,0.9416342412451362,0.7411944869831547,0.3495248152059134,0.8034243915867845,0.8049379257181238,0.1805361226302977,0.0204289726453994,916.0,,,7,4,4,2,5,Source model selected on validation within family: optuna_best_xgboost; reported metrics are final test evidence. HELOC is external validation; domain shift can change the operational winner.
heloc,Best LightGBM,sigmoid,0.19,B_FN5_FP1,0.5665822784810126,0.5464864864864865,0.9834630350194552,0.7025712300208478,0.1140443505807814,0.7873327197498552,0.7932806208861143,0.1882896306735732,0.0282064278391865,924.0,0.9908380952380952,,8,8,8,8,4,Source model selected on validation within family: lightgbm; reported metrics are final test evidence. HELOC is external validation; domain shift can change the operational winner.
