t_low,t_high,expected_policy_cost,low_count,manual_review_count,high_count,low_rate,manual_review_rate,high_rate,low_false_negative,high_false_positive,low_true_negative,high_true_positive,manual_review_default,manual_review_non_default,high_risk_precision,high_risk_recall,review_capture_recall,auto_decision_rate,meets_review_capture_recall,meets_review_rate,meets_constraints
0.25,0.7,775.0,404,674,502,0.25569620253164554,0.42658227848101266,0.31772151898734174,71,83,333,419,332,342,0.8346613545816733,0.5097323600973236,0.9136253041362531,0.5734177215189873,True,True,True
0.3,0.45,809.5,495,201,884,0.31329113924050633,0.12721518987341773,0.5594936708860759,94,239,401,645,83,118,0.7296380090497737,0.7846715328467153,0.8856447688564477,0.8727848101265823,True,True,True
0.3,0.5,813.0,495,270,815,0.31329113924050633,0.17088607594936708,0.5158227848101266,94,208,401,607,121,149,0.7447852760736197,0.7384428223844283,0.8856447688564477,0.8291139240506329,True,True,True
0.3,0.55,814.5,495,341,744,0.31329113924050633,0.2158227848101266,0.4708860759493671,94,174,401,570,158,183,0.7661290322580645,0.6934306569343066,0.8856447688564477,0.7841772151898734,True,True,True
0.3,0.4,816.5,495,141,944,0.31329113924050633,0.08924050632911393,0.5974683544303797,94,276,401,668,60,81,0.7076271186440678,0.8126520681265207,0.8856447688564477,0.910759493670886,True,True,True
0.3,0.35,820.5,495,75,1010,0.31329113924050633,0.04746835443037975,0.6392405063291139,94,313,401,697,31,44,0.69009900990099,0.8479318734793188,0.8856447688564477,0.9525316455696202,True,True,True
0.3,0.6,824.0,495,402,683,0.31329113924050633,0.25443037974683547,0.43227848101265826,94,153,401,530,198,204,0.7759882869692533,0.6447688564476886,0.8856447688564477,0.7455696202531645,True,True,True
0.3,0.65,832.0,495,488,597,0.31329113924050633,0.30886075949367087,0.3778481012658228,94,118,401,479,249,239,0.8023450586264657,0.5827250608272506,0.8856447688564477,0.6911392405063291,True,True,True
0.3,0.7,844.5,495,583,502,0.31329113924050633,0.3689873417721519,0.31772151898734174,94,83,401,419,309,274,0.8346613545816733,0.5097323600973236,0.8856447688564477,0.6310126582278481,True,True,True
0.3,0.75,870.5,495,685,400,0.31329113924050633,0.43354430379746833,0.25316455696202533,94,58,401,342,386,299,0.855,0.41605839416058393,0.8856447688564477,0.5664556962025317,True,True,True
