dataset,model,calibration_type,threshold,cost_scenario,accuracy,precision,recall,f1,specificity,roc_auc,pr_auc,brier,ece,expected_cost,shap_stability,faithfulness_score,operational_rank,auc_rank,pr_auc_rank,calibration_rank,interpretability_rank,final_comment
taiwan,Best CatBoost,isotonic,0.15,B_FN5_FP1,0.6275,0.3514397905759162,0.8093443858327054,0.4900752908966461,0.5758613310507169,0.7853434511554537,0.5639167825429635,0.133690712785661,0.0077638887959482,3247.0,,,1,1,3,1,5,"Source model selected on validation within family: catboost; reported metrics are final test evidence. Operational winner on final test under FN=5, FP=1. Best Brier-first calibration profile in this comparison."
taiwan,Best Monotonic model,isotonic,0.15,B_FN5_FP1,0.628,0.3509060955518945,0.8025621703089676,0.4883081155433287,0.5784292745559597,0.7810930563446218,0.5573108573681026,0.1346901987420083,0.009710808526094,3280.0,,,2,6,5,6,2,Source model selected on validation within family: monotonic_xgboost; reported metrics are final test evidence.
taiwan,Best XGBoost,isotonic,0.14,B_FN5_FP1,0.5975,0.3355501813784764,0.8364732479276563,0.4789644012944983,0.529638347956345,0.7826485134584009,0.5624784540120215,0.1343163230559995,0.0095047983326949,3283.0,,,3,4,4,2,5,Source model selected on validation within family: xgboost; reported metrics are final test evidence.
taiwan,SCRE-Pareto,weighted_sum_of_calibrated_pareto_front_probabilities,0.16,B_FN5_FP1,0.6448333333333334,0.3599303135888502,0.7784476262245666,0.4922563736001906,0.606890648405735,0.7838847515211484,0.5661401114278397,0.1340166575484842,0.0112687581693097,3307.0,,,4,3,2,4,3,"Weights, objective setting, and threshold selected on validation only; reported row is final test evidence. SCRE-Pareto does not beat Best CatBoost on final-test expected cost. Use as reliability-aware framework evidence, not as a blanket superiority claim."
taiwan,SCRE-Optimized,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.16,B_FN5_FP1,0.6453333333333333,0.3601117708697171,0.7769404672192917,0.4921241050119331,0.6079606248662529,0.7846896124879075,0.5669357617133086,0.1337668360698752,0.0106719812128829,3312.0,,,5,2,1,2,3,"Weights, objective setting, and threshold selected on validation only; reported row is final test evidence for setting A_cost_heavy. Best PR-AUC in this comparison. SCRE-Optimized does not beat Best CatBoost on final-test expected cost. Use as reliability-aware framework evidence, not as a blanket superiority claim."
taiwan,Best LightGBM,isotonic,0.17,B_FN5_FP1,0.6693333333333333,0.3754266211604095,0.746043707611153,0.4994954591321897,0.647549753905414,0.7779753690935001,0.5552375587431584,0.1356135837556778,0.0084868821264251,3332.0,0.9772513845205058,0.0217537185396619,6,7,6,4,4,Source model selected on validation within family: lightgbm; reported metrics are final test evidence.
taiwan,Old SCRE-Credit,weighted_sum_plus_isotonic,0.16,B_FN5_FP1,0.6543333333333333,0.3643298220123501,0.7558402411454408,0.4916666666666666,0.625508238818746,0.78157176397432,0.5444404951784547,0.1344745846625019,0.016134514337013,3370.0,0.9772513845205058,0.0217537185396619,7,5,7,7,3,"Source model selected on validation within family: SCRE-Credit; reported metrics are final test evidence. Use as reliability-aware framework evidence, not as a blanket superiority claim."
taiwan,Best Scorecard,isotonic,0.16,B_FN5_FP1,0.6628333333333334,0.3693693693693693,0.7415222305953278,0.4931094963668254,0.6404879092659962,0.772310218670291,0.5428529752936853,0.1369802354742906,0.013838796992413,3395.0,,,8,8,8,8,1,Source model selected on validation within family: woe_scorecard_logistic_regression; reported metrics are final test evidence.
