metric,mean,lower,upper
roc_auc,0.8080044409287896,0.7974953946584773,0.8175304752065987
pr_auc,0.8082502210240564,0.7856709953765281,0.8240563182249082
brier_score,0.17896525230436194,0.17471990498358098,0.18379922974791457
