fn_cost,fp_cost,threshold,expected_cost,precision,recall,f1,fp,fn
2.0,1.0,0.9,2624.0,0.8888888888888888,0.012057272042200452,0.02379182156133829,2,1311
2.0,1.0,0.95,2654.0,0.0,0.0,0.0,0,1327
2.0,1.0,0.2,2707.0,0.3281615925058548,0.8447626224566692,0.47269660552393,2295,206
2.0,1.0,0.15,3316.0,0.2823475046210721,0.9208741522230596,0.432183908045977,3106,105
2.0,1.0,0.1,4040.0,0.2454337899543379,0.9721175584024114,0.391918578155856,3966,37
2.0,1.0,0.05,4599.0,0.22381756756756757,0.9984928409947249,0.3656685525044846,4595,2
3.0,1.0,0.4,2381.0,0.5316901408450704,0.5689525244913338,0.549690571532581,665,572
3.0,1.0,0.35,2390.0,0.4888888888888889,0.613413715146948,0.5441176470588235,851,513
3.0,1.0,0.45,2435.0,0.5673234811165846,0.520723436322532,0.5430255402750491,527,636
3.0,1.0,0.3,2499.0,0.4328726554787759,0.6608892238131123,0.5231136295854458,1149,450
3.0,1.0,0.5,2546.0,0.6069651741293532,0.45968349660889224,0.5231560891938251,395,717
3.0,1.0,0.25,2650.0,0.37793156478277584,0.7407686510926903,0.5005091649694501,1618,344
3.0,1.0,0.55,2662.0,0.6329849012775842,0.4107008289374529,0.49817184643510054,316,782
3.0,1.0,0.6,2776.0,0.6598639455782312,0.3654860587792012,0.47041707080504364,250,842
3.0,1.0,0.65,2855.0,0.6884735202492211,0.33308214016578747,0.4489588623666836,200,885
3.0,1.0,0.2,2913.0,0.3281615925058548,0.8447626224566692,0.47269660552393,2295,206
3.0,1.0,0.7,2978.0,0.7169459962756052,0.2901281085154484,0.4130901287553648,152,942
3.0,1.0,0.75,3190.0,0.743142144638404,0.22456669178598343,0.3449074074074074,103,1029
3.0,1.0,0.15,3421.0,0.2823475046210721,0.9208741522230596,0.432183908045977,3106,105
3.0,1.0,0.8,3456.0,0.7813765182186235,0.14544084400904295,0.24523506988564167,54,1134
3.0,1.0,0.85,3774.0,0.8888888888888888,0.05425772418990203,0.10227272727272728,9,1255
3.0,1.0,0.9,3935.0,0.8888888888888888,0.012057272042200452,0.02379182156133829,2,1311
3.0,1.0,0.95,3981.0,0.0,0.0,0.0,0,1327
3.0,1.0,0.1,4077.0,0.2454337899543379,0.9721175584024114,0.391918578155856,3966,37
3.0,1.0,0.05,4601.0,0.22381756756756757,0.9984928409947249,0.3656685525044846,4595,2
5.0,1.0,0.2,3325.0,0.3281615925058548,0.8447626224566692,0.47269660552393,2295,206
5.0,1.0,0.25,3338.0,0.37793156478277584,0.7407686510926903,0.5005091649694501,1618,344
5.0,1.0,0.3,3399.0,0.4328726554787759,0.6608892238131123,0.5231136295854458,1149,450
5.0,1.0,0.35,3416.0,0.4888888888888889,0.613413715146948,0.5441176470588235,851,513
5.0,1.0,0.4,3525.0,0.5316901408450704,0.5689525244913338,0.549690571532581,665,572
5.0,1.0,0.15,3631.0,0.2823475046210721,0.9208741522230596,0.432183908045977,3106,105
5.0,1.0,0.45,3707.0,0.5673234811165846,0.520723436322532,0.5430255402750491,527,636
5.0,1.0,0.5,3980.0,0.6069651741293532,0.45968349660889224,0.5231560891938251,395,717
5.0,1.0,0.1,4151.0,0.2454337899543379,0.9721175584024114,0.391918578155856,3966,37
5.0,1.0,0.55,4226.0,0.6329849012775842,0.4107008289374529,0.49817184643510054,316,782
5.0,1.0,0.6,4460.0,0.6598639455782312,0.3654860587792012,0.47041707080504364,250,842
5.0,1.0,0.05,4605.0,0.22381756756756757,0.9984928409947249,0.3656685525044846,4595,2
5.0,1.0,0.65,4625.0,0.6884735202492211,0.33308214016578747,0.4489588623666836,200,885
5.0,1.0,0.7,4862.0,0.7169459962756052,0.2901281085154484,0.4130901287553648,152,942
5.0,1.0,0.75,5248.0,0.743142144638404,0.22456669178598343,0.3449074074074074,103,1029
5.0,1.0,0.8,5724.0,0.7813765182186235,0.14544084400904295,0.24523506988564167,54,1134
5.0,1.0,0.85,6284.0,0.8888888888888888,0.05425772418990203,0.10227272727272728,9,1255
5.0,1.0,0.9,6557.0,0.8888888888888888,0.012057272042200452,0.02379182156133829,2,1311
5.0,1.0,0.95,6635.0,0.0,0.0,0.0,0,1327
10.0,1.0,0.15,4156.0,0.2823475046210721,0.9208741522230596,0.432183908045977,3106,105
10.0,1.0,0.1,4336.0,0.2454337899543379,0.9721175584024114,0.391918578155856,3966,37
10.0,1.0,0.2,4355.0,0.3281615925058548,0.8447626224566692,0.47269660552393,2295,206
10.0,1.0,0.05,4615.0,0.22381756756756757,0.9984928409947249,0.3656685525044846,4595,2
10.0,1.0,0.25,5058.0,0.37793156478277584,0.7407686510926903,0.5005091649694501,1618,344
10.0,1.0,0.3,5649.0,0.4328726554787759,0.6608892238131123,0.5231136295854458,1149,450
10.0,1.0,0.35,5981.0,0.4888888888888889,0.613413715146948,0.5441176470588235,851,513
10.0,1.0,0.4,6385.0,0.5316901408450704,0.5689525244913338,0.549690571532581,665,572
10.0,1.0,0.45,6887.0,0.5673234811165846,0.520723436322532,0.5430255402750491,527,636
10.0,1.0,0.5,7565.0,0.6069651741293532,0.45968349660889224,0.5231560891938251,395,717
10.0,1.0,0.55,8136.0,0.6329849012775842,0.4107008289374529,0.49817184643510054,316,782
10.0,1.0,0.6,8670.0,0.6598639455782312,0.3654860587792012,0.47041707080504364,250,842
10.0,1.0,0.65,9050.0,0.6884735202492211,0.33308214016578747,0.4489588623666836,200,885
10.0,1.0,0.7,9572.0,0.7169459962756052,0.2901281085154484,0.4130901287553648,152,942
10.0,1.0,0.75,10393.0,0.743142144638404,0.22456669178598343,0.3449074074074074,103,1029
10.0,1.0,0.8,11394.0,0.7813765182186235,0.14544084400904295,0.24523506988564167,54,1134
