dataset,system,fp_count,fp_pay0_delayed_rate,fp_delay_count_ge_2_rate,fp_high_utilization_rate,fp_low_payment_to_bill_rate,fp_mean_PAY_0,fp_mean_delay_count,fp_mean_utilization_proxy,fp_median_payment_to_bill_ratio,fp_closer_to,fp_risky_profile_comment,fp_distance_to_tp_mean_abs_smd,fp_distance_to_tn_mean_abs_smd,fp_distance_to_fn_mean_abs_smd,similarity_score_tp_minus_tn,payment_delay_distance_to_tp,payment_delay_distance_to_tn,payment_delay_closer_to,debt_payment_distance_to_tp,debt_payment_distance_to_tn,debt_payment_closer_to,demographics_distance_to_tp,demographics_distance_to_tn,demographics_closer_to
taiwan,Old Best CatBoost cost-threshold,1982,0.3198789101917255,0.2709384460141271,0.2447023208879919,0.5590312815338042,0.0812310797174571,1.1528758829465189,0.4151953793907736,0.0759467089804888,TP-like risky profile,"FP customers are closer to TP than TN on the selected risk features; these are risky-looking non-defaults, so manual review is safer than automatic rejection. The old aggressive threshold also has the largest FP count in the analyzed Taiwan systems, so its alarms should be treated as screening flags rather than rejection decisions.",0.3291177530325227,0.4571850081179448,0.4309483891766905,0.1280672550854221,0.5374928431909791,0.627975232692963,TP-like risky profile,0.08391749993395926,0.3836495678287052,TP-like risky profile,0.06258657146997207,0.07943119089819503,TP-like risky profile
taiwan,Best precision-constrained CatBoost,1273,0.4681853888452474,0.4116260801256873,0.2505891594658287,0.5923016496465043,0.3401413982717989,1.678711704634721,0.408746589002495,0.0703971474725188,TP-like risky profile,"FP customers are closer to TP than TN on the selected risk features; these are risky-looking non-defaults, so manual review is safer than automatic rejection.",0.30724690445104674,0.5534820066997078,0.5262190216631168,0.24623510224866108,0.491428226636287,0.8328695413952569,TP-like risky profile,0.10105089459780292,0.3318790469353744,TP-like risky profile,0.05849328075819126,0.062169985992363785,Mixed / borderline profile
taiwan,Best manual-review high-risk bucket,827,0.6311970979443773,0.5683192261185006,0.2781136638452237,0.6771463119709794,0.6916565900846433,2.2623941958887546,0.4500753473988905,0.0541288283737268,TP-like risky profile,"FP customers are closer to TP than TN on the selected risk features; these are risky-looking non-defaults, so manual review is safer than automatic rejection.",0.2516073493424412,0.6971337036869183,0.6886978560928131,0.44552635434447707,0.39670585369246875,1.0890841838359042,TP-like risky profile,0.09207359096759474,0.33163001270364945,TP-like risky profile,0.052003660348423505,0.07614949700629248,TP-like risky profile
taiwan,Best SCRE policy,827,0.6311970979443773,0.5683192261185006,0.2781136638452237,0.6771463119709794,0.6916565900846433,2.2623941958887546,0.4500753473988905,0.0541288283737268,TP-like risky profile,"FP customers are closer to TP than TN on the selected risk features; these are risky-looking non-defaults, so manual review is safer than automatic rejection.",0.2516073493424412,0.6971337036869183,0.6886978560928131,0.44552635434447707,0.39670585369246875,1.0890841838359042,TP-like risky profile,0.09207359096759474,0.33163001270364945,TP-like risky profile,0.052003660348423505,0.07614949700629248,TP-like risky profile
taiwan,Best Scorecard policy,948,0.6054852320675106,0.5274261603375527,0.2953586497890295,0.6824894514767933,0.6424050632911392,2.1392405063291138,0.4599045210929628,0.0540159922006475,TP-like risky profile,"FP customers are closer to TP than TN on the selected risk features; these are risky-looking non-defaults, so manual review is safer than automatic rejection.",0.2819545282242163,0.7090452977109483,0.7014007839589788,0.42709076948673197,0.4532250571291685,1.1016327445521672,TP-like risky profile,0.08817627234211071,0.3506888496244576,TP-like risky profile,0.053183393588230016,0.07737537900570965,TP-like risky profile
