dataset,system,row_type,feature_group,feature,fp_mean,tp_mean,tn_mean,fn_mean,smd_fp_vs_tp,smd_fp_vs_tn,smd_fp_vs_fn,abs_smd_fp_vs_tp,abs_smd_fp_vs_tn,abs_smd_fp_vs_fn,fp_closer_to_feature,fp_group_size,tp_group_size,tn_group_size,fn_group_size
taiwan,Best precision-constrained CatBoost,feature,payment_delay,recent_delay,0.4972505891594658,0.7546549835706462,0.0217647058823529,0.0265700483091787,-0.5515889022492924,1.2905615196622564,1.266763979124266,0.5515889022492924,1.2905615196622564,1.266763979124266,TP-like risky profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,debt_payment,LIMIT_BAL,116127.25844461902,121738.9704271632,199229.41176470587,172512.077294686,-0.05143891372511787,-0.6900008101130918,-0.48727343418862784,0.05143891372511787,0.6900008101130918,0.48727343418862784,TP-like risky profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,debt_payment,utilization_proxy,0.408746589002495,0.4683580584448849,0.3382860451498845,0.3881524304506296,-0.15371714484748547,0.19395790843617486,0.054250803032927855,0.15371714484748547,0.19395790843617486,0.054250803032927855,TP-like risky profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,debt_payment,payment_to_bill_ratio,38.33655981623876,6.446313596690046,26.449148688381825,0.6361584695351443,0.054491191766613656,0.010121931953984737,0.06518675442391451,0.054491191766613656,0.010121931953984737,0.06518675442391451,TN-like possible false alarm,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,debt_payment,total_bill_amt,188017.1932443048,266390.1752464403,305015.35911764705,292069.8188405797,-0.21538204085213944,-0.32691718617152443,-0.2741695402571254,0.21538204085213944,0.32691718617152443,0.2741695402571254,TP-like risky profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,debt_payment,total_pay_amt,14938.786331500392,13843.73165388828,43843.23117647059,30412.270531400965,0.03022518179765825,-0.4383973980020962,-0.3457996451056568,0.03022518179765825,0.4383973980020962,0.3457996451056568,TP-like risky profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,demographics,AGE,35.394344069128046,35.90690032858708,35.68705882352941,36.2463768115942,-0.05252091426317233,-0.031322317950626725,-0.09019324820902481,0.05252091426317233,0.031322317950626725,0.09019324820902481,TN-like possible false alarm,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,demographics,SEX,1.5883739198743128,1.5794085432639648,1.612647058823529,1.572463768115942,0.018180786747884075,-0.0495596819223511,0.032218336825218304,0.018180786747884075,0.0495596819223511,0.032218336825218304,TP-like risky profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,demographics,EDUCATION,1.9065200314218385,1.887185104052574,1.7944117647058824,1.92512077294686,0.027597696484927076,0.15207317266627593,-0.02551053411664757,0.027597696484927076,0.15207317266627593,0.02551053411664757,TP-like risky profile,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,feature,demographics,MARRIAGE,1.570306362922231,1.4994523548740415,1.5620588235294115,1.5193236714975846,0.13567372553678156,0.0157247714302014,0.09684366340832569,0.13567372553678156,0.0157247714302014,0.09684366340832569,TN-like possible false alarm,1273.0,913.0,3400.0,414.0
taiwan,Best precision-constrained CatBoost,group_summary,payment_delay,__group_mean_abs_smd__,,,,,,,,0.491428226636287,0.8328695413952569,0.8229940430631697,TP-like risky profile,,,,
taiwan,Best precision-constrained CatBoost,group_summary,debt_payment,__group_mean_abs_smd__,,,,,,,,0.10105089459780292,0.3318790469353744,0.2453360354016505,TP-like risky profile,,,,
taiwan,Best precision-constrained CatBoost,group_summary,demographics,__group_mean_abs_smd__,,,,,,,,0.05849328075819126,0.062169985992363785,0.061191445639804096,Mixed / borderline profile,,,,
