dataset,model_role,model,policy_type,calibration_type,model_train_rows,calibration_val_rows,policy_val_rows,test_rows,canonical_test_unchanged,test_set_used_for_calibration_or_policy_selection,fn_cost,fp_cost,review_cost,status,separation_applied,reason,selected_threshold,selected_t_low_policy_val,selected_t_high_policy_val,calibration_val_roc_auc,calibration_val_pr_auc,calibration_val_brier,calibration_val_ece,policy_val_roc_auc,policy_val_pr_auc,policy_val_brier,policy_val_ece,policy_val_manual_review_rate,policy_val_high_risk_precision,policy_val_high_risk_recall,policy_val_low_risk_default_rate,policy_val_review_adjusted_cost,test_roc_auc,test_pr_auc,test_brier,test_ece,test_manual_review_rate,test_high_risk_precision,test_high_risk_recall,test_low_risk_default_rate,test_review_adjusted_cost,test_fp_high_risk,test_fn_low_risk,test_manual_review_count
heloc,final_selected_model,Best Scorecard,manual_review_band,sigmoid,5527,1184,1185,1975,True,False,5.0,1.0,0.5,separated_policy_evaluated,True,"Model fit on model_train, calibrator fit on calibration_val, manual-review band selected on policy_val, and test evaluated once.",,0.19,0.43,0.7875834552771173,0.7796019901402759,0.18780998249637965,0.014750688358434976,0.8081585134795809,0.794151192650032,0.1783897426564381,0.03254739083954102,0.2877637130801688,0.7140845070422536,0.8217179902755267,0.08208955223880597,428.5,0.7969637889875462,0.7996586182042271,0.18376042758471783,0.017404028317014163,0.2789873417721519,0.6938775510204082,0.8268482490272373,0.1306532663316583,780.5,375.0,26.0,551.0
heloc,scorecard_benchmark,Best Scorecard,manual_review_band,sigmoid,5527,1184,1185,1975,True,False,5.0,1.0,0.5,separated_policy_evaluated,True,"Model fit on model_train, calibrator fit on calibration_val, manual-review band selected on policy_val, and test evaluated once.",,0.19,0.43,0.7875834552771173,0.7796019901402759,0.18780998249637965,0.014750688358434976,0.8081585134795809,0.794151192650032,0.1783897426564381,0.03254739083954102,0.2877637130801688,0.7140845070422536,0.8217179902755267,0.08208955223880597,428.5,0.7969637889875462,0.7996586182042271,0.18376042758471783,0.017404028317014163,0.2789873417721519,0.6938775510204082,0.8268482490272373,0.1306532663316583,780.5,375.0,26.0,551.0
heloc,scre_policy,SCRE-Optimized,manual_review_band,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,5527,1184,1185,1975,True,False,5.0,1.0,0.5,not_recomputed,False,"SCRE policy depends on previously optimized ensemble weights and calibrated base-model probabilities; full separation would require re-running the SCRE ensemble optimization stack. Documented as caveat, not used to replace locked policy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
