dataset,model,evaluation_split,calibration_type,threshold_probability,tp,fp,tn,fn,net_benefit,net_benefit_treat_all,net_benefit_treat_none,standardized_net_benefit,is_better_than_treat_all,is_better_than_treat_none,rank_at_threshold
taiwan,Best Scorecard,test,isotonic,0.3,678,594,4079,649,0.07057142857142856,-0.11261904761904762,0.0,0.3190870922596619,True,True,5
taiwan,Best Scorecard,test,isotonic,0.31,659,562,4111,668,0.0677512077294686,-0.12874396135265698,0.0,0.30633552854318885,True,True,5
taiwan,Best Scorecard,test,isotonic,0.32,652,549,4124,675,0.0656078431372549,-0.14534313725490194,0.0,0.2966443548029611,True,True,5
taiwan,Best Scorecard,test,isotonic,0.33,645,538,4135,682,0.06333582089552237,-0.16243781094527365,0.0,0.2863714584575239,True,True,5
taiwan,Best Scorecard,test,isotonic,0.34,631,521,4152,696,0.06043434343434343,-0.18005050505050507,0.0,0.2732524948048686,True,True,5
taiwan,Best Scorecard,test,isotonic,0.35,620,484,4189,707,0.0598974358974359,-0.19820512820512814,0.0,0.2708248797171179,True,True,5
taiwan,Best Scorecard,test,isotonic,0.36,620,483,4190,707,0.05805208333333333,-0.21692708333333327,0.0,0.26248116051243403,True,True,5
taiwan,Best Scorecard,test,isotonic,0.37,600,442,4231,727,0.056735449735449736,-0.2362433862433862,0.0,0.25652803196134016,True,True,5
taiwan,Best Scorecard,test,isotonic,0.38,594,422,4251,733,0.05589247311827958,-0.2561827956989247,0.0,0.2527165325619272,True,True,5
taiwan,Best Scorecard,test,isotonic,0.39,594,422,4251,733,0.054032786885245904,-0.27677595628415297,0.0,0.24430800400261898,True,True,5
taiwan,Best Scorecard,test,isotonic,0.4,573,375,4298,754,0.05383333333333333,-0.2980555555555556,0.0,0.2434061793519216,True,True,5
taiwan,Best Scorecard,test,isotonic,0.41,557,345,4328,770,0.05287570621468928,-0.320056497175141,0.0,0.23907629034524167,True,True,5
taiwan,Best Scorecard,test,isotonic,0.42,557,345,4328,770,0.051195402298850584,-0.3428160919540228,0.0,0.23147883481017595,True,True,5
taiwan,Best Scorecard,test,isotonic,0.43,555,341,4332,772,0.04962573099415205,-0.36637426900584785,0.0,0.22438160208358124,True,True,5
taiwan,Best Scorecard,test,isotonic,0.44,530,300,4373,797,0.04904761904761905,-0.3907738095238094,0.0,0.22176768220475832,True,True,3
taiwan,Best Scorecard,test,isotonic,0.45,529,299,4374,798,0.0473939393939394,-0.41606060606060596,0.0,0.21429060765910804,True,True,3
taiwan,Best Scorecard,test,isotonic,0.46,512,279,4394,815,0.04572222222222222,-0.4422839506172839,0.0,0.20673197689022857,True,True,2
taiwan,Best Scorecard,test,isotonic,0.47,503,269,4404,824,0.044075471698113204,-0.46949685534591185,0.0,0.1992862322446716,True,True,4
taiwan,Best Scorecard,test,isotonic,0.48,502,268,4405,825,0.042435897435897436,-0.4977564102564101,0.0,0.1918729349023245,True,True,4
taiwan,Best Scorecard,test,isotonic,0.49,499,257,4416,828,0.04201307189542484,-0.5271241830065359,0.0,0.18996113893937377,True,True,1
taiwan,Best Scorecard,test,isotonic,0.5,487,245,4428,840,0.04033333333333333,-0.5576666666666665,0.0,0.18236623963828183,True,True,3
taiwan,Best Scorecard,test,isotonic,0.51,483,243,4430,844,0.0383469387755102,-0.5894557823129252,0.0,0.17338480230072434,True,True,5
taiwan,Best Scorecard,test,isotonic,0.52,470,230,4443,857,0.03680555555555556,-0.6225694444444445,0.0,0.1664154734991208,True,True,4
taiwan,Best Scorecard,test,isotonic,0.53,461,222,4451,866,0.03510992907801418,-0.6570921985815603,0.0,0.1587487373534929,True,True,5
taiwan,Best Scorecard,test,isotonic,0.54,455,220,4453,872,0.032789855072463764,-0.6931159420289854,0.0,0.14825857606238324,True,True,5
taiwan,Best Scorecard,test,isotonic,0.55,454,219,4454,873,0.031055555555555538,-0.7307407407407409,0.0,0.14041698065812602,True,True,5
taiwan,Best Scorecard,test,isotonic,0.56,446,213,4460,881,0.02915151515151515,-0.7700757575757577,0.0,0.13180790573405493,True,True,5
taiwan,Best Scorecard,test,isotonic,0.57,426,203,4470,901,0.02615116279069768,-0.811240310077519,0.0,0.11824188149524195,True,True,5
taiwan,Best Scorecard,test,isotonic,0.58,407,196,4477,920,0.022722222222222227,-0.854365079365079,0.0,0.1027380055262497,True,True,5
taiwan,Best Scorecard,test,isotonic,0.59,405,195,4478,922,0.020731707317073182,-0.899593495934959,0.0,0.09373793813296089,True,True,5
taiwan,Best Scorecard,test,isotonic,0.6,402,190,4483,925,0.01950000000000001,-0.947083333333333,0.0,0.08816880180859085,True,True,5
taiwan,Best Scorecard,test,isotonic,0.61,388,175,4498,939,0.019047008547008547,-0.9970085470085468,0.0,0.0861206113655247,True,True,5
taiwan,Best Scorecard,test,isotonic,0.62,371,163,4510,956,0.017508771929824564,-1.0495614035087717,0.0,0.07916550985602666,True,True,5
taiwan,Best Scorecard,test,isotonic,0.63,366,159,4514,961,0.015878378378378383,-1.1049549549549547,0.0,0.07179372288641318,True,True,5
taiwan,Best Scorecard,test,isotonic,0.64,351,153,4520,976,0.013166666666666667,-1.1634259259259259,0.0,0.05953278070836473,True,True,5
taiwan,Best Scorecard,test,isotonic,0.65,334,142,4531,993,0.011714285714285712,-1.2252380952380952,0.0,0.05296587361395197,True,True,5
taiwan,Best Scorecard,test,isotonic,0.66,319,132,4541,1008,0.01046078431372549,-1.2906862745098038,0.0,0.04729819584201427,True,True,5
taiwan,Best Scorecard,test,isotonic,0.67,312,127,4546,1015,0.009025252525252513,-1.3601010101010103,0.0,0.040807471854947305,True,True,5
taiwan,Best Scorecard,test,isotonic,0.68,291,114,4559,1036,0.008124999999999993,-1.4338541666666669,0.0,0.03673700075357947,True,True,5
taiwan,Best Scorecard,test,isotonic,0.69,277,102,4571,1050,0.00832795698924732,-1.5123655913978487,0.0,0.03765466611566234,True,True,5
taiwan,Best Scorecard,test,isotonic,0.7,227,70,4603,1100,0.01061111111111111,-1.5961111111111106,0.0,0.04797789500125595,True,True,5
taiwan,Best Scorecard,test,isotonic,0.71,207,60,4613,1120,0.01001724137931035,-1.6856321839080455,0.0,0.04529272665852457,True,True,4
taiwan,Best Scorecard,test,isotonic,0.72,147,36,4637,1180,0.009071428571428574,-1.7815476190476185,0.0,0.041016255786414046,True,True,4
taiwan,Best Scorecard,test,isotonic,0.73,144,36,4637,1183,0.007777777777777779,-1.8845679012345673,0.0,0.03516704345641799,True,True,5
taiwan,Best Scorecard,test,isotonic,0.74,74,14,4659,1253,0.005692307692307693,-1.9955128205128199,0.0,0.025737638397774043,True,True,5
taiwan,Best Scorecard,test,isotonic,0.75,73,13,4660,1254,0.005666666666666666,-2.1153333333333335,0.0,0.025621703089675957,True,True,5
taiwan,Best Scorecard,test,isotonic,0.76,73,13,4660,1254,0.005305555555555555,-2.245138888888889,0.0,0.023988947500627977,True,True,5
taiwan,Best Scorecard,test,isotonic,0.77,37,4,4669,1290,0.003934782608695652,-2.3862318840579713,0.0,0.017791029127485994,True,True,5
taiwan,Best Scorecard,test,isotonic,0.78,37,4,4669,1290,0.003803030303030303,-2.5401515151515155,0.0,0.017195314105638144,True,True,5
taiwan,Best Scorecard,test,isotonic,0.79,31,4,4669,1296,0.002658730158730158,-2.7087301587301593,0.0,0.012021387303979614,True,True,5
taiwan,Best Scorecard,test,isotonic,0.8,31,4,4669,1296,0.0024999999999999996,-2.8941666666666674,0.0,0.011303692539562921,True,True,4
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.01,1327,4672,1,0,0.21330134680134683,0.21329966329966332,0.0,0.9644371370068432,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.02,1326,4665,8,1,0.2051326530612245,0.20527210884353742,0.0,0.9275025760115652,False,True,4
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.03,1326,4619,54,1,0.19719072164948453,0.1970790378006873,0.0,0.891593315672123,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.04,1323,4522,151,4,0.18909722222222222,0.1887152777777778,0.0,0.8549987440341622,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.05,1312,4399,274,15,0.18007894736842106,0.18017543859649124,0.0,0.8142228215603062,False,True,5
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.06,1309,4206,467,18,0.17342198581560286,0.17145390070921987,0.0,0.7841235229040069,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.07,1291,3945,728,36,0.1656774193548387,0.16254480286738351,0.0,0.7491066436541313,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.08,1271,3710,963,56,0.15806521739130436,0.15344202898550727,0.0,0.7146882474361915,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.09,1251,3449,1224,76,0.15164835164835164,0.14413919413919415,0.0,0.6856745364657949,True,True,4
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.1,1228,3159,1514,99,0.14616666666666667,0.13462962962962965,0.0,0.6608892238131122,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.11,1198,2809,1864,129,0.14180337078651684,0.12490636704119852,0.0,0.6411606817777702,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.12,1170,2559,2114,157,0.1368409090909091,0.11496212121212124,0.0,0.6187230252791669,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.13,1140,2342,2331,187,0.1316743295019157,0.10478927203065136,0.0,0.5953624544171019,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.14,1114,2184,2489,213,0.1264108527131783,0.09437984496124033,0.0,0.5715637650934965,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.15,1071,2012,2661,256,0.11932352941176469,0.08372549019607844,0.0,0.5395185956824327,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.16,1031,1832,2841,296,0.11367460317460318,0.07281746031746034,0.0,0.5139771055370151,True,True,4
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.17,979,1639,3034,348,0.10721686746987949,0.06164658634538153,0.0,0.4847786019738334,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.18,936,1420,3253,391,0.10404878048780489,0.05020325203252038,0.0,0.47045416950024815,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.19,905,1259,3414,422,0.10161316872427985,0.03847736625514406,0.0,0.45944160689199626,True,True,4
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.2,883,1149,3524,444,0.09929166666666667,0.02645833333333336,0.0,0.44894498869630745,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.21,860,1056,3617,467,0.09654852320675107,0.014135021097046452,0.0,0.43654192859118796,True,True,4
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.22,839,972,3701,488,0.09414102564102564,0.0014957264957265182,0.0,0.42565648368210535,True,True,4
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.23,828,896,3777,499,0.0933939393939394,-0.011471861471861439,0.0,0.42227855038706585,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.24,811,827,3846,516,0.09164035087719297,-0.02478070175438593,0.0,0.4143497402133819,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.25,795,775,3898,532,0.08944444444444445,-0.03844444444444439,0.0,0.40442099974880685,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.26,782,738,3935,545,0.08711711711711712,-0.05247747747747744,0.0,0.39389804272999446,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.27,764,700,3973,563,0.08418264840182647,-0.06689497716894977,0.0,0.38062990988014983,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.28,751,663,4010,576,0.08219444444444444,-0.08171296296296299,0.0,0.37164029138407434,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.29,741,627,4046,586,0.0808169014084507,-0.09694835680751168,0.0,0.3654117622085186,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.3,726,593,4080,601,0.07864285714285714,-0.11261904761904762,0.0,0.3555818710302508,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.31,708,568,4105,619,0.07546859903381642,-0.12874396135265698,0.0,0.34122953594792654,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.32,692,546,4127,635,0.07250980392156861,-0.14534313725490194,0.0,0.3278514118533622,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.33,676,511,4162,651,0.0707189054726368,-0.16243781094527365,0.0,0.3197539056788401,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.34,649,482,4191,678,0.06678282828282826,-0.18005050505050507,0.0,0.301957023132607,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.35,634,451,4222,693,0.06519230769230769,-0.19820512820512814,0.0,0.2947655208393716,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.36,621,431,4242,706,0.06309375,-0.21692708333333327,0.0,0.2852769404672193,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.37,616,418,4255,711,0.06175132275132275,-0.2362433862433862,0.0,0.2792071865169077,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.38,605,399,4274,722,0.0600752688172043,-0.2561827956989247,0.0,0.27162894717650776,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.39,595,387,4286,732,0.05792896174863388,-0.27677595628415297,0.0,0.2619244690970635,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.4,586,369,4304,741,0.056666666666666664,-0.2980555555555556,0.0,0.25621703089675957,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.41,574,352,4321,753,0.054898305084745774,-0.320056497175141,0.0,0.24822142464843605,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.42,554,329,4344,773,0.05262643678160921,-0.3428160919540228,0.0,0.2379492243328223,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.43,539,311,4362,788,0.050730994152046786,-0.36637426900584785,0.0,0.22937902404844063,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.44,525,298,4375,802,0.04847619047619047,-0.3907738095238094,0.0,0.2191839810528582,True,True,4
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.45,511,276,4397,816,0.047530303030303034,-0.41606060606060596,0.0,0.21490717270672055,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.46,500,265,4408,827,0.04570987654320987,-0.4422839506172839,0.0,0.20667615618632948,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.47,490,251,4422,837,0.04456918238993711,-0.46949685534591185,0.0,0.20151853379022053,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.48,480,241,4432,847,0.042923076923076925,-0.4977564102564101,0.0,0.19407570575618804,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.49,473,233,4440,854,0.041522875816993474,-0.5271241830065359,0.0,0.18774472863749875,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.5,465,222,4451,862,0.0405,-0.5576666666666665,0.0,0.18311981914091938,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.51,452,211,4462,875,0.038731292517006806,-0.5894557823129252,0.0,0.17512264890884766,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.52,447,203,4470,880,0.03784722222222221,-0.6225694444444445,0.0,0.1711253453906053,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.53,440,196,4477,887,0.03649645390070922,-0.6570921985815603,0.0,0.16501787747117957,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.54,435,194,4479,892,0.03454347826086956,-0.6931159420289854,0.0,0.1561875430031781,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.55,430,187,4486,897,0.03357407407407407,-0.7307407407407409,0.0,0.1518044042535376,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.56,419,180,4493,908,0.031651515151515146,-0.7700757575757577,0.0,0.14311159827361783,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.57,407,176,4497,920,0.02894961240310078,-0.811240310077519,0.0,0.13089500709766744,True,True,4
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.58,400,166,4507,927,0.02846031746031747,-0.854365079365079,0.0,0.1286826712599132,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.59,389,157,4516,938,0.0271788617886179,-0.899593495934959,0.0,0.12288859889352478,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.6,373,141,4532,954,0.026916666666666672,-0.947083333333333,0.0,0.12170308967596083,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.61,359,131,4542,968,0.025683760683760687,-0.9970085470085468,0.0,0.11612853361157809,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.62,340,122,4551,987,0.023491228070175438,-1.0495614035087717,0.0,0.10621504779280529,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.63,328,114,4559,999,0.022315315315315318,-1.1049549549549547,0.0,0.1008981852990896,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.64,310,109,4564,1017,0.019370370370370364,-1.1634259259259259,0.0,0.08758268441765048,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.65,292,98,4575,1035,0.01833333333333333,-1.2252380952380952,0.0,0.08289374529012809,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.66,281,92,4581,1046,0.017068627450980388,-1.2906862745098038,0.0,0.07717540671129038,True,True,4
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.67,268,84,4589,1059,0.016242424242424235,-1.3601010101010103,0.0,0.07343974789340271,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.68,254,76,4597,1073,0.015416666666666662,-1.4338541666666669,0.0,0.06970610399397134,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.69,242,72,4601,1085,0.013623655913978499,-1.5123655913978487,0.0,0.061599047086564426,True,True,2
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.7,221,61,4612,1106,0.013111111111111119,-1.5961111111111106,0.0,0.05928158754081892,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.71,208,50,4623,1119,0.014264367816091954,-1.6856321839080455,0.0,0.06449601122573603,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.72,186,43,4630,1141,0.012571428571428574,-1.7815476190476185,0.0,0.056841425341802136,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.73,172,37,4636,1155,0.011993827160493829,-1.8845679012345673,0.0,0.0542298138379525,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.74,144,29,4644,1183,0.010243589743589744,-1.9955128205128199,0.0,0.04631615558518347,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.75,125,23,4650,1202,0.009333333333333332,-2.1153333333333335,0.0,0.04220045214770157,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.76,97,14,4659,1230,0.008777777777777777,-2.245138888888889,0.0,0.039688520472243145,True,True,1
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.77,63,7,4666,1264,0.006594202898550725,-2.3862318840579713,0.0,0.029815536843484813,True,True,4
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.78,43,5,4668,1284,0.004212121212121212,-2.5401515151515155,0.0,0.019045009248475714,True,True,4
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.79,33,2,4671,1294,0.004246031746031746,-2.7087301587301593,0.0,0.019198334948146552,True,True,3
taiwan,SCRE-Optimized,test,weighted_sum_of_calibrated_pareto_front_probabilities_no_final_calibration,0.8,25,2,4671,1302,0.002833333333333333,-2.8941666666666674,0.0,0.012810851544837978,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.01,1327,4673,0,0,0.21329966329966332,0.21329966329966332,0.0,0.9644295250926751,False,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.02,1326,4669,4,1,0.20511904761904762,0.20527210884353742,0.0,0.9274410593174722,False,True,5
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.03,1326,4647,26,1,0.19704639175257732,0.1970790378006873,0.0,0.8909407313605605,False,True,5
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.04,1324,4555,118,3,0.18903472222222223,0.1887152777777778,0.0,0.8547161517206732,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.05,1315,4442,231,12,0.18020175438596492,0.18017543859649124,0.0,0.8147780906675127,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.06,1310,4327,346,17,0.1723014184397163,0.17145390070921987,0.0,0.7790569032692523,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.07,1297,4082,591,30,0.16495878136200717,0.16254480286738351,0.0,0.7458573384868448,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.08,1279,3806,867,48,0.1580072463768116,0.15344202898550727,0.0,0.7144261328265784,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.09,1262,3547,1126,65,0.1518663003663004,0.14413919413919415,0.0,0.6866599865846287,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.1,1237,3242,1431,90,0.1461296296296296,0.13462962962962965,0.0,0.660721761701415,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.11,1204,2906,1767,123,0.14080524344569287,0.12490636704119852,0.0,0.6366476719473678,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.12,1178,2608,2065,149,0.13706060606060605,0.11496212121212124,0.0,0.6197163800780982,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.13,1143,2387,2286,184,0.1310536398467433,0.10478927203065136,0.0,0.5925560204072793,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.14,1111,2187,2486,216,0.1258294573643411,0.09437984496124033,0.0,0.5689349993866213,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.15,1073,2033,2640,254,0.11903921568627451,0.08372549019607844,0.0,0.5382330777073452,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.16,1033,1837,2836,294,0.11384920634920634,0.07281746031746034,0.0,0.5147665697778734,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.17,978,1646,3027,349,0.10681124497991967,0.06164658634538153,0.0,0.4829445892083783,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.18,941,1445,3228,386,0.10396747967479675,0.05020325203252038,0.0,0.47008656974286395,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.19,913,1291,3382,414,0.10169547325102882,0.03847736625514406,0.0,0.4598137449179901,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.2,879,1161,3512,448,0.09812499999999999,0.02645833333333336,0.0,0.4436699321778447,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.21,859,1044,3629,468,0.09691350210970465,0.014135021097046452,0.0,0.4381921723121536,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.22,844,956,3717,483,0.09572649572649572,0.0014957264957265182,0.0,0.4328251502328367,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.23,828,887,3786,499,0.09384199134199135,-0.011471861471861439,0.0,0.42430440697207844,True,True,1
