dataset,model,evaluation_split,calibration_type,threshold_probability,tp,fp,tn,fn,net_benefit,net_benefit_treat_all,net_benefit_treat_none,standardized_net_benefit,is_better_than_treat_all,is_better_than_treat_none,rank_at_threshold
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.24,804,822,3851,523,0.09073684210526317,-0.02478070175438593,0.0,0.4102645460675049,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.25,788,769,3904,539,0.08861111111111111,-0.03844444444444439,0.0,0.4006531022356192,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.26,775,727,3946,552,0.08659459459459459,-0.05247747747747744,0.0,0.3915354691541579,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.27,760,684,3989,567,0.08450228310502284,-0.06689497716894977,0.0,0.38207513084411227,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.28,744,654,4019,583,0.0816111111111111,-0.08171296296296299,0.0,0.369002763124843,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.29,729,620,4053,598,0.07929342723004695,-0.09694835680751168,0.0,0.35852340872666294,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.3,714,584,4089,613,0.07728571428571428,-0.11261904761904762,0.0,0.34944558079448806,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.31,699,559,4114,628,0.07464251207729469,-0.12874396135265698,0.0,0.33749440276094056,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.32,680,532,4141,647,0.07160784313725489,-0.14534313725490194,0.0,0.3237732168979121,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.33,662,493,4180,665,0.06986318407960199,-0.16243781094527365,0.0,0.31588478106828327,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.34,645,471,4202,682,0.06706060606060604,-0.18005050505050507,0.0,0.3032129889703363,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.35,633,452,4221,694,0.06493589743589744,-0.19820512820512814,0.0,0.2936061677583908,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.36,629,431,4242,698,0.06442708333333333,-0.21692708333333327,0.0,0.2913055764883195,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.37,611,411,4262,716,0.0616031746031746,-0.2362433862433862,0.0,0.2785373380701187,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.38,598,392,4281,729,0.0596236559139785,-0.2561827956989247,0.0,0.2695869898145222,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.39,585,375,4298,742,0.05754098360655738,-0.27677595628415297,0.0,0.26017023484502205,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.4,576,359,4314,751,0.056111111111111105,-0.2980555555555556,0.0,0.25370509922130113,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.41,561,338,4335,766,0.05435310734463278,-0.320056497175141,0.0,0.24575632559743532,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.42,547,316,4357,780,0.05302873563218391,-0.3428160919540228,0.0,0.23976820933918871,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.43,529,303,4370,798,0.0500701754385965,-0.36637426900584785,0.0,0.226391147423948,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.44,512,290,4383,815,0.047357142857142855,-0.3907738095238094,0.0,0.21412423296372052,True,True,5
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.45,506,271,4402,821,0.047378787878787874,-0.41606060606060596,0.0,0.2142221004315955,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.46,501,259,4414,826,0.0467283950617284,-0.4422839506172839,0.0,0.2112813642580033,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.47,491,253,4420,836,0.04444025157232704,-0.46949685534591185,0.0,0.20093557606176504,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.48,482,242,4431,845,0.04310256410256411,-0.4977564102564101,0.0,0.19488725291287465,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.49,472,233,4440,855,0.0413562091503268,-0.5271241830065359,0.0,0.18699114913486117,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.5,469,223,4450,858,0.040999999999999995,-0.5576666666666665,0.0,0.1853805576488319,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.51,459,215,4458,868,0.03920408163265306,-0.5894557823129252,0.0,0.17726035402857448,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.52,446,207,4466,881,0.03695833333333333,-0.6225694444444445,0.0,0.16710625470987187,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.53,436,198,4475,891,0.03545390070921985,-0.6570921985815603,0.0,0.16030399717808524,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.54,424,191,4482,903,0.03329710144927536,-0.6931159420289854,0.0,0.1505520788964975,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.55,416,180,4493,911,0.032666666666666656,-0.7307407407407409,0.0,0.14770158251695548,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.56,408,171,4502,919,0.03172727272727272,-0.7700757575757577,0.0,0.14345413441118035,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.57,400,166,4507,927,0.02999224806201551,-0.811240310077519,0.0,0.1356092602653301,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.58,391,155,4518,936,0.029492063492063493,-0.854365079365079,0.0,0.13334768722862167,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.59,375,147,4526,952,0.027243902439024394,-0.899593495934959,0.0,0.12318267869943207,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.6,355,138,4535,972,0.02466666666666667,-0.947083333333333,0.0,0.1115297663903542,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.61,338,131,4542,989,0.022183760683760684,-0.9970085470085468,0.0,0.10030336405618998,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.62,328,116,4557,999,0.023122807017543864,-1.0495614035087717,0.0,0.10454924047118551,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.63,313,107,4566,1014,0.021801801801801805,-1.1049549549549547,0.0,0.09857634575042262,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.64,298,99,4574,1029,0.020333333333333328,-1.1634259259259259,0.0,0.09193669932177842,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.65,286,91,4582,1041,0.0195,-1.2252380952380952,0.0,0.0881688018085908,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.66,267,82,4591,1060,0.017970588235294113,-1.2906862745098038,0.0,0.08125360166674052,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.67,249,76,4597,1078,0.01578282828282828,-1.3601010101010103,0.0,0.0713616953255235,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.68,235,64,4609,1092,0.016499999999999997,-1.4338541666666669,0.0,0.07460437076111529,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.69,216,56,4617,1111,0.015225806451612905,-1.5123655913978487,0.0,0.06884313391837033,True,True,1
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.7,198,52,4621,1129,0.012777777777777784,-1.5961111111111106,0.0,0.057774428535543855,True,True,2
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.71,180,44,4629,1147,0.012045977011494253,-1.6856321839080455,0.0,0.05446560819062963,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.72,158,35,4638,1169,0.011333333333333334,-1.7815476190476185,0.0,0.05124340617935192,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.73,134,32,4641,1193,0.007913580246913583,-1.8845679012345673,0.0,0.03578107119930783,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.74,115,23,4650,1212,0.008256410256410256,-1.9955128205128199,0.0,0.037331169207582164,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.75,95,14,4659,1232,0.008833333333333334,-2.1153333333333335,0.0,0.039939713639788994,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.76,75,9,4664,1252,0.00775,-2.245138888888889,0.0,0.035041446872645064,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.77,53,3,4670,1274,0.007159420289855073,-2.3862318840579713,0.0,0.03237115428721209,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.78,39,2,4671,1288,0.005318181818181817,-2.5401515151515155,0.0,0.024046036856888397,True,True,3
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.79,28,2,4671,1299,0.003412698412698413,-2.7087301587301593,0.0,0.015430437434958911,True,True,4
taiwan,SCRE-Pareto,test,weighted_sum_of_calibrated_pareto_front_probabilities,0.8,24,2,4671,1303,0.0026666666666666666,-2.8941666666666674,0.0,0.01205727204220045,True,True,3
