loss,pr_auc,roc_auc,val_loss,val_pr_auc,val_roc_auc
0.5655911564826965,0.372153103351593,0.6403273940086365,0.4855143129825592,0.4574718177318573,0.705516517162323
0.4693458080291748,0.4862513840198517,0.7132039666175842,0.4653351604938507,0.4741098880767822,0.7225273251533508
0.45533043146133423,0.510958731174469,0.7302844524383545,0.45799729228019714,0.48584485054016113,0.7381376028060913
0.44905227422714233,0.5219986438751221,0.7461767196655273,0.4547274708747864,0.4943596124649048,0.7456857562065125
0.4432855546474457,0.5268579721450806,0.7579721808433533,0.45267266035079956,0.5008094310760498,0.7507716417312622
0.4400872588157654,0.5350379943847656,0.7647002935409546,0.45203694701194763,0.5010339617729187,0.7537004947662354
0.4369570016860962,0.5518732070922852,0.767499566078186,0.45125633478164673,0.5056959390640259,0.7542351484298706
0.4381817579269409,0.5371918678283691,0.7697601914405823,0.45010557770729065,0.5046291947364807,0.7572948336601257
0.4356423318386078,0.5466766357421875,0.7715797424316406,0.4493919909000397,0.5060908794403076,0.7575879096984863
0.43282264471054077,0.5489214658737183,0.7772893309593201,0.44944581389427185,0.5046989321708679,0.7591034173965454
0.43128061294555664,0.5508844256401062,0.7803572416305542,0.4508345127105713,0.505925714969635,0.7575989961624146
0.43220725655555725,0.5588502883911133,0.7769178152084351,0.45029062032699585,0.5033472180366516,0.7601499557495117
0.4309397339820862,0.5510985255241394,0.7800306081771851,0.44894739985466003,0.5061109662055969,0.7593110799789429
0.43063151836395264,0.5603520274162292,0.7792591452598572,0.4480133652687073,0.5067006349563599,0.7598997950553894
0.4262745976448059,0.5671621561050415,0.7868348956108093,0.45067763328552246,0.5053947567939758,0.7622093558311462
0.4294223487377167,0.5535395741462708,0.7808844447135925,0.4495484232902527,0.5067314505577087,0.7598063349723816
0.4266023635864258,0.5681736469268799,0.7846938967704773,0.4478446841239929,0.5083293318748474,0.7618874907493591
0.4271640181541443,0.5652779340744019,0.7840670347213745,0.44792860746383667,0.5080409049987793,0.761965811252594
0.4264078140258789,0.5674720406532288,0.7847532629966736,0.44828057289123535,0.5085040926933289,0.7607025504112244
0.4228878319263458,0.5748834609985352,0.7907924652099609,0.44865676760673523,0.5097529888153076,0.7601277232170105
0.4262353777885437,0.5671234726905823,0.7844767570495605,0.44858402013778687,0.5105811953544617,0.7601974010467529
0.4255428910255432,0.568840742111206,0.787461519241333,0.44725725054740906,0.5104864835739136,0.7624722123146057
0.42288145422935486,0.5751029849052429,0.7896823287010193,0.4475306570529938,0.5096226334571838,0.7621884942054749
0.42223304510116577,0.573356568813324,0.790456235408783,0.44789958000183105,0.511185348033905,0.761990487575531
0.4235003590583801,0.5726903676986694,0.7883585095405579,0.44806012511253357,0.5101538300514221,0.7633317708969116
0.4216344654560089,0.576291561126709,0.791318953037262,0.4480964243412018,0.5122965574264526,0.7633649110794067
0.42161938548088074,0.5781804919242859,0.791012167930603,0.4492340385913849,0.5111536979675293,0.7622677087783813
0.42051029205322266,0.5812576413154602,0.7923734188079834,0.44640395045280457,0.511131763458252,0.7634177207946777
0.42015838623046875,0.5832797288894653,0.7920089960098267,0.4488157331943512,0.5111433863639832,0.7627395391464233
0.42069533467292786,0.5786060094833374,0.7918478846549988,0.4475707411766052,0.5115362405776978,0.7628190517425537
0.419573575258255,0.5816127061843872,0.7940794825553894,0.44972845911979675,0.5110536217689514,0.7644690275192261
0.41791006922721863,0.5849836468696594,0.7950186133384705,0.44691339135169983,0.5133126974105835,0.764410138130188
0.41928496956825256,0.5799630880355835,0.79404616355896,0.44691789150238037,0.512719452381134,0.7652104496955872
0.419145792722702,0.5814582109451294,0.7941077947616577,0.447229266166687,0.5123823881149292,0.763671875
0.41733676195144653,0.5875564813613892,0.7965900301933289,0.4497264325618744,0.5130923986434937,0.7658946514129639
0.4183887541294098,0.5860058665275574,0.7938538193702698,0.4474989175796509,0.5136886239051819,0.7650338411331177
0.417330265045166,0.5873250365257263,0.7963715195655823,0.447084903717041,0.5119916796684265,0.7660871744155884
0.4170457422733307,0.5856320261955261,0.7979280948638916,0.4476200044155121,0.5125047564506531,0.7644717693328857
0.41735324263572693,0.5846152305603027,0.7972579598426819,0.44716155529022217,0.5119684338569641,0.7664200663566589
0.4154794216156006,0.5920872688293457,0.7996826171875,0.44826096296310425,0.5125077366828918,0.7652537822723389
0.4168408215045929,0.5873569250106812,0.7971253991127014,0.44810760021209717,0.5121501088142395,0.7656412720680237
0.4137437641620636,0.5955381393432617,0.8004903197288513,0.4478228986263275,0.5122766494750977,0.7664169073104858
0.41558364033699036,0.5892144441604614,0.7983560562133789,0.44768860936164856,0.5115582942962646,0.765537440776825
0.416000634431839,0.5929428339004517,0.7969552278518677,0.44633573293685913,0.5130200386047363,0.7656619548797607
0.41526421904563904,0.5892918109893799,0.8002611994743347,0.4458651542663574,0.5137337446212769,0.7653954029083252
0.41476938128471375,0.5902606844902039,0.8007586598396301,0.44868868589401245,0.5133177638053894,0.7650728225708008
0.41483360528945923,0.5922228693962097,0.7995307445526123,0.4482259154319763,0.5123550295829773,0.7637768983840942
0.4131450653076172,0.5940665006637573,0.8019275069236755,0.4484439194202423,0.5120895504951477,0.7639599442481995
0.4139832556247711,0.5927945971488953,0.8007400631904602,0.44744840264320374,0.513107419013977,0.7657510638237
0.41435563564300537,0.5934851765632629,0.8004442453384399,0.44993558526039124,0.5130625367164612,0.7660450339317322
0.4136672616004944,0.5933323502540588,0.8011603951454163,0.4488052427768707,0.5114424824714661,0.7651630640029907
0.41442111134529114,0.5947834253311157,0.7989880442619324,0.44842028617858887,0.5127742290496826,0.7672200202941895
0.4132033884525299,0.5945440530776978,0.8019237518310547,0.44832491874694824,0.5124687552452087,0.7655068635940552
0.411296010017395,0.5996282696723938,0.8045457005500793,0.4497275948524475,0.5126574039459229,0.7667327523231506
0.41161343455314636,0.6008740067481995,0.8029345273971558,0.44646164774894714,0.5108566284179688,0.7657975554466248
