loss,pr_auc,roc_auc,val_loss,val_pr_auc,val_roc_auc
0.7056435942649841,0.5992304682731628,0.5750372409820557,0.6407381892204285,0.7354033589363098,0.7594074606895447
0.6421658396720886,0.71476811170578,0.7107299566268921,0.5884875655174255,0.7847091555595398,0.8016483187675476
0.6110089421272278,0.7446820139884949,0.7515900135040283,0.5630047917366028,0.793083667755127,0.8105807304382324
0.5978246927261353,0.764394223690033,0.7645223140716553,0.5522394180297852,0.7970220446586609,0.8142008185386658
0.5960814952850342,0.7577463984489441,0.7678518891334534,0.5474786758422852,0.7994082570075989,0.8164364695549011
0.5896340608596802,0.7681856751441956,0.7732176184654236,0.544493556022644,0.8019113540649414,0.8183876276016235
0.5934111475944519,0.7635278105735779,0.7697851657867432,0.5430606603622437,0.8023205995559692,0.8189008235931396
0.5817466378211975,0.7751415967941284,0.7805359959602356,0.541893482208252,0.8030766844749451,0.8197467923164368
0.5869172215461731,0.7692902684211731,0.7770581245422363,0.5406700968742371,0.8040235042572021,0.8204149007797241
0.577326238155365,0.7791449427604675,0.7844868898391724,0.5396669507026672,0.8049041032791138,0.8213319778442383
0.5800842642784119,0.7784969210624695,0.7825946807861328,0.5384369492530823,0.8058251738548279,0.8225005865097046
0.5767660737037659,0.7802174687385559,0.7849906086921692,0.5386517643928528,0.8052969574928284,0.8220763802528381
0.5750415325164795,0.7823253870010376,0.7865410447120667,0.538314163684845,0.805063784122467,0.8231179714202881
0.5784813165664673,0.781929075717926,0.7831423282623291,0.5381104946136475,0.8048121929168701,0.8227928280830383
0.5746570825576782,0.7895735502243042,0.786400318145752,0.5367528796195984,0.8053963780403137,0.8234102725982666
0.5698557496070862,0.7864755988121033,0.7922511696815491,0.536196231842041,0.8053186535835266,0.8234431743621826
0.574152410030365,0.7829663157463074,0.787423849105835,0.5358161330223083,0.8047850728034973,0.823432981967926
0.5722433924674988,0.7898328900337219,0.7891878485679626,0.5357739925384521,0.8048107624053955,0.8233288526535034
0.5664182305335999,0.7986686825752258,0.7933103442192078,0.5359383821487427,0.8047062754631042,0.8236972093582153
0.5696307420730591,0.7885863780975342,0.791092038154602,0.535555362701416,0.8046621680259705,0.8232603073120117
0.5684993863105774,0.7884830832481384,0.792853057384491,0.535513162612915,0.8036567568778992,0.8235066533088684
