dataset,split,model,capacity_pct,review_count,defaults_captured,total_defaults,default_capture_rate,precision_at_k,recall_at_k,lift_at_k,nondefaults_reviewed,false_alarm_count,cost_saved_vs_random_review,cost_saved_vs_no_review,review_cost,net_value,average_risk_score_reviewed,average_risk_score_not_reviewed,candidate_note,test_set_used_for_selection
heloc,heldout_test_diagnostic,Best literature reproduction model,0.4,790,622.0,1028,0.6050583657587548,0.7873417721518987,0.6050583657587548,1.5126459143968871,168.0,168.0,1054.0,2715.0,395.0,2715.0,0.7866982561397248,0.34313069607912616,Best literature reproduction: CatBoost Balanced proxy,False
heloc,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.05,99,96.0,1028,0.0933852140077821,0.9696969696969697,0.0933852140077821,1.8629878552057542,3.0,3.0,222.34936708860758,430.5,49.5,430.5,0.9238823411088479,0.5864818624223415,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.1,198,181.0,1028,0.17607003891050585,0.9141414141414141,0.17607003891050585,1.7562541760012578,17.0,17.0,389.69873417721516,806.0,99.0,806.0,0.9063283730931939,0.5696405783914666,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.15,297,264.0,1028,0.25680933852140075,0.8888888888888888,0.25680933852140075,1.7077388672719411,33.0,33.0,547.0481012658228,1171.5,148.5,1171.5,0.891397447532979,0.5524191202364682,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.2,395,348.0,1028,0.33852140077821014,0.8810126582278481,0.33852140077821014,1.6926070038910508,47.0,47.0,712.0,1542.5,197.5,1542.5,0.877479827932056,0.5348732871145104,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.25,494,423.0,1028,0.41147859922178986,0.8562753036437247,0.41147859922178986,1.645081444257156,71.0,71.0,829.3493670886076,1868.0,247.0,1868.0,0.8635168085855862,0.5166286443165489,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.3,593,496.0,1028,0.48249027237354086,0.836424957841484,0.48249027237354086,1.6069448363199716,97.0,97.0,936.6987341772153,2183.5,296.5,2183.5,0.8496934623165568,0.4977106385820335,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.4,790,630.0,1028,0.6128404669260701,0.7974683544303798,0.6128404669260701,1.5321011673151752,160.0,160.0,1094.0,2755.0,395.0,2755.0,0.8202696758953562,0.4588112081997951,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.05,99,93.0,1028,0.09046692607003891,0.9393939393939394,0.09046692607003891,1.8047694847305744,6.0,6.0,207.34936708860758,415.5,49.5,415.5,0.9060389531177959,0.5116287672675016,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.1,198,182.0,1028,0.17704280155642024,0.9191919191919192,0.17704280155642024,1.765957237747121,16.0,16.0,394.69873417721516,811.0,99.0,811.0,0.8845783614990417,0.49204665626093674,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.15,297,262.0,1028,0.25486381322957197,0.8821548821548821,0.25486381322957197,1.69480145161079,35.0,35.0,537.0481012658228,1161.5,148.5,1161.5,0.8663892504114304,0.4721071611324791,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.2,395,347.0,1028,0.33754863813229574,0.8784810126582279,0.33754863813229574,1.6877431906614788,48.0,48.0,707.0,1537.5,197.5,1537.5,0.8499536596911559,0.45176058745220776,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.25,494,421.0,1028,0.4095330739299611,0.8522267206477733,0.4095330739299611,1.6373032814001482,73.0,73.0,819.3493670886076,1858.0,247.0,1858.0,0.8330011515229768,0.4307973361918598,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.3,593,496.0,1028,0.48249027237354086,0.836424957841484,0.48249027237354086,1.6069448363199716,97.0,97.0,936.6987341772153,2183.5,296.5,2183.5,0.8161027226898201,0.40923625846413264,weights renormalized over available components,False
heloc,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.4,790,629.0,1028,0.6118677042801557,0.7962025316455696,0.6118677042801557,1.5296692607003892,161.0,161.0,1089.0,2750.0,395.0,2750.0,0.7818322851003868,0.36444381309973783,weights renormalized over available components,False
heloc,heldout_test_diagnostic,Best EBM/monotonic model: EBM,0.05,99,88.0,1028,0.08560311284046693,0.8888888888888888,0.08560311284046693,1.7077388672719411,11.0,11.0,182.34936708860758,390.5,49.5,390.5,0.8964619506560574,0.4920517970874997,,False
heloc,heldout_test_diagnostic,Best EBM/monotonic model: EBM,0.1,198,173.0,1028,0.16828793774319067,0.8737373737373737,0.16828793774319067,1.6786296820343514,25.0,25.0,349.69873417721516,766.0,99.0,766.0,0.8954359442721281,0.46963567106652665,,False
heloc,heldout_test_diagnostic,Best EBM/monotonic model: EBM,0.15,297,263.0,1028,0.25583657587548636,0.8855218855218855,0.25583657587548636,1.7012701594413657,34.0,34.0,542.0481012658228,1166.5,148.5,1166.5,0.8921686616748475,0.4450922597936052,,False
heloc,heldout_test_diagnostic,Best EBM/monotonic model: EBM,0.2,395,346.0,1028,0.33657587548638135,0.8759493670886076,0.33657587548638135,1.6828793774319066,49.0,49.0,702.0,1532.5,197.5,1532.5,0.8760466515150814,0.42139270702698856,,False
heloc,heldout_test_diagnostic,Best EBM/monotonic model: EBM,0.25,494,422.0,1028,0.41050583657587547,0.854251012145749,0.41050583657587547,1.641192362828652,72.0,72.0,824.3493670886076,1863.0,247.0,1863.0,0.8573096160621991,0.39725047543306746,,False
heloc,heldout_test_diagnostic,Best EBM/monotonic model: EBM,0.3,593,496.0,1028,0.48249027237354086,0.836424957841484,0.48249027237354086,1.6069448363199716,97.0,97.0,936.6987341772153,2183.5,296.5,2183.5,0.8380285840383244,0.3725672605762466,,False
heloc,heldout_test_diagnostic,Best EBM/monotonic model: EBM,0.4,790,628.0,1028,0.6108949416342413,0.7949367088607595,0.6108949416342413,1.5272373540856032,162.0,162.0,1084.0,2745.0,395.0,2745.0,0.7957915386628421,0.32334480076578387,,False
