dataset,split,model,capacity_pct,review_count,defaults_captured,total_defaults,default_capture_rate,precision_at_k,recall_at_k,lift_at_k,nondefaults_reviewed,false_alarm_count,cost_saved_vs_random_review,cost_saved_vs_no_review,review_cost,net_value,average_risk_score_reviewed,average_risk_score_not_reviewed,candidate_note,test_set_used_for_selection
taiwan,heldout_test_diagnostic,Best literature reproduction model,0.15,900,559.0,1327,0.4212509419743783,0.6211111111111111,0.4212509419743783,2.808339613162522,341.0,341.0,1799.75,2345.0,450.0,2345.0,0.6285888251055171,0.14874165832004171,Best literature reproduction: XGBoost no resampling proxy,False
taiwan,heldout_test_diagnostic,Best literature reproduction model,0.2,1200,676.0,1327,0.5094197437829691,0.5633333333333334,0.5094197437829691,2.5470987189148455,524.0,524.0,2053.0,2780.0,600.0,2780.0,0.5629643909384807,0.13515731893770863,Best literature reproduction: XGBoost no resampling proxy,False
taiwan,heldout_test_diagnostic,Best literature reproduction model,0.25,1500,771.0,1327,0.5810097965335342,0.514,0.5810097965335342,2.324039186134137,729.0,729.0,2196.25,3105.0,750.0,3105.0,0.5082462087372939,0.12487624153805275,Best literature reproduction: XGBoost no resampling proxy,False
taiwan,heldout_test_diagnostic,Best literature reproduction model,0.3,1800,847.0,1327,0.6382818387339865,0.47055555555555556,0.6382818387339865,2.127606129113288,953.0,953.0,2244.5,3335.0,900.0,3335.0,0.4624949820463856,0.11710034103421052,Best literature reproduction: XGBoost no resampling proxy,False
taiwan,heldout_test_diagnostic,Best literature reproduction model,0.4,2400,940.0,1327,0.7083647324792766,0.39166666666666666,0.7083647324792766,1.7709118311981913,1460.0,1460.0,2046.0000000000002,3500.0,1200.0,3500.0,0.3951503018507113,0.1044310209959642,Best literature reproduction: XGBoost no resampling proxy,False
taiwan,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.05,300,233.0,1327,0.17558402411454407,0.7766666666666666,0.17558402411454407,3.511680482290881,67.0,67.0,833.25,1015.0,150.0,1015.0,0.7549973681629112,0.1978320706415694,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.1,600,419.0,1327,0.31574981160512433,0.6983333333333334,0.31574981160512433,3.157498116051243,181.0,181.0,1431.5,1795.0,300.0,1795.0,0.6944099635236946,0.17361037685029673,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.15,900,561.0,1327,0.42275810097965333,0.6233333333333333,0.42275810097965333,2.8183873398643553,339.0,339.0,1809.75,2355.0,450.0,2355.0,0.6225313690204194,0.15565956489949836,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.2,1200,680.0,1327,0.5124340617935192,0.5666666666666667,0.5124340617935192,2.562170308967596,520.0,520.0,2073.0,2800.0,600.0,2800.0,0.5604653811986514,0.1419965740973828,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.25,1500,778.0,1327,0.586284853051997,0.5186666666666667,0.586284853051997,2.3451394122079883,722.0,722.0,2231.25,3140.0,750.0,3140.0,0.5094223829140083,0.1311129863855126,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.3,1800,840.0,1327,0.6330067822155238,0.4666666666666667,0.6330067822155238,2.110022607385079,960.0,960.0,2209.5,3300.0,900.0,3300.0,0.46602552991159596,0.1226895379202253,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Optimized probability ranking,0.4,2400,938.0,1327,0.7068575734740015,0.3908333333333333,0.7068575734740015,1.7671439336850037,1462.0,1462.0,2036.0000000000002,3490.0,1200.0,3490.0,0.4000257640232404,0.1094667165139006,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.05,300,234.0,1327,0.17633760361718162,0.78,0.17633760361718162,3.526752072343632,66.0,66.0,838.25,1020.0,150.0,1020.0,0.7427097395890321,0.19621386631800813,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.1,600,419.0,1327,0.31574981160512433,0.6983333333333334,0.31574981160512433,3.157498116051243,181.0,181.0,1431.5,1795.0,300.0,1795.0,0.68206068108755,0.17259176874756038,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.15,900,561.0,1327,0.42275810097965333,0.6233333333333333,0.42275810097965333,2.8183873398643553,339.0,339.0,1809.75,2355.0,450.0,2355.0,0.6126499987080095,0.1548719531474799,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.2,1200,678.0,1327,0.5109269027882442,0.565,0.5109269027882442,2.5546345139412203,522.0,522.0,2063.0,2790.0,600.0,2790.0,0.5512631580882218,0.1416075354548937,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.25,1500,775.0,1327,0.5840241145440844,0.5166666666666667,0.5840241145440844,2.3360964581763377,725.0,725.0,2216.25,3125.0,750.0,3125.0,0.5006248393524447,0.1311766001912642,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.3,1800,843.0,1327,0.6352675207234363,0.4683333333333333,0.6352675207234363,2.117558402411454,957.0,957.0,2224.5,3315.0,900.0,3315.0,0.457977270311371,0.12306496984021148,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,SCRE-Pareto probability ranking,0.4,2400,942.0,1327,0.7098718914845517,0.3925,0.7098718914845517,1.7746797287113791,1458.0,1458.0,2056.0,3510.0,1200.0,3510.0,0.39364156812530315,0.11013672121906344,weights renormalized over available components,False
taiwan,heldout_test_diagnostic,Best EBM/monotonic model: Monotonic LightGBM,0.05,300,230.0,1327,0.1733232856066315,0.7666666666666667,0.1733232856066315,3.46646571213263,70.0,70.0,818.25,1000.0,150.0,1000.0,0.7827295696083041,0.19219036310523485,,False
taiwan,heldout_test_diagnostic,Best EBM/monotonic model: Monotonic LightGBM,0.1,600,421.0,1327,0.3172569706103994,0.7016666666666667,0.3172569706103994,3.1725697061039937,179.0,179.0,1441.5,1805.0,300.0,1805.0,0.7195643278094511,0.16640098961049246,,False
taiwan,heldout_test_diagnostic,Best EBM/monotonic model: Monotonic LightGBM,0.15,900,568.0,1327,0.42803315749811605,0.6311111111111111,0.42803315749811605,2.8535543833207733,332.0,332.0,1844.75,2390.0,450.0,2390.0,0.6459243321059819,0.1468572630758718,,False
taiwan,heldout_test_diagnostic,Best EBM/monotonic model: Monotonic LightGBM,0.2,1200,682.0,1327,0.5139412207987942,0.5683333333333334,0.5139412207987942,2.5697061039939713,518.0,518.0,2083.0,2810.0,600.0,2810.0,0.5774663282445206,0.13278007222685526,,False
taiwan,heldout_test_diagnostic,Best EBM/monotonic model: Monotonic LightGBM,0.25,1500,769.0,1327,0.5795026375282593,0.5126666666666667,0.5795026375282593,2.318010550113037,731.0,731.0,2186.25,3095.0,750.0,3095.0,0.5224647989628227,0.12146816491957685,,False
taiwan,heldout_test_diagnostic,Best EBM/monotonic model: Monotonic LightGBM,0.3,1800,843.0,1327,0.6352675207234363,0.4683333333333333,0.6352675207234363,2.117558402411454,957.0,957.0,2224.5,3315.0,900.0,3315.0,0.47703315207035996,0.11229625401325759,,False
taiwan,heldout_test_diagnostic,Best EBM/monotonic model: Monotonic LightGBM,0.4,2400,935.0,1327,0.7045968349660889,0.38958333333333334,0.7045968349660889,1.7614920874152222,1465.0,1465.0,2021.0000000000002,3475.0,1200.0,3475.0,0.40779734847577975,0.09766397340012738,,False
