freeze_version,frozen_at,dataset,dataset_role,v2_audit_verdict,v2_critical_fail_count,v2_high_fail_count,v2_medium_fail_warn_count,selected_model,selected_policy_type,selected_calibration_type,selected_threshold,selected_t_low,selected_t_high,selection_track,selection_metric_primary,selection_metric_secondary,selected_on,validation_candidate_id,do_not_change_after_locking,fn_cost,fp_cost,review_cost,manual_review_cost_assumption,validation_precision,validation_recall,validation_specificity,validation_f1,validation_pr_auc,validation_roc_auc,validation_ece,validation_expected_cost,validation_review_adjusted_cost,validation_manual_review_rate,validation_winner_flag,test_precision_heldout_evidence_only,test_recall_heldout_evidence_only,test_specificity_heldout_evidence_only,test_f1_heldout_evidence_only,test_pr_auc_heldout_evidence_only,test_roc_auc_heldout_evidence_only,test_ece_heldout_evidence_only,test_expected_cost_binary_heldout_evidence_only,test_review_adjusted_cost_heldout_evidence_only,test_fp_heldout_evidence_only,test_fn_heldout_evidence_only,test_manual_review_rate_heldout_evidence_only,rank_column_allowed_in_test_table,winner_column_allowed_in_test_table,test_metrics_allowed_for_future_selection,baseline_source_policy_file,baseline_source_heldout_file,baseline_source_validation_file
V2_READY_BASELINE_BEFORE_FINAL_ATTEMPT,2026-05-06 09:54:18,taiwan,primary_dataset,READY,0,0,0,Best CatBoost,manual_review_band,isotonic,,0.14,0.28,best_manual_review_policy,"lowest validation review_adjusted_cost with review_cost=0.5, FN=5, FP=1","manual_review_rate<=0.25 preferred, then high_risk_precision, low_risk_default_rate, auto_decision_rate",2026-05-05 14:46:04,taiwan__cand_0264,True,5.0,1.0,0.5,review_adjusted_cost = auto_FP*fp_cost + auto_FN*fn_cost + manual_review_count*review_cost; manual decisions assumed correct for Track 2 selection,0.5288326300984529,0.5666917859834213,0.8566231542906056,0.5471080392870135,0.5600762638181987,0.7862745000016933,0.0058542408872619,,2650.5,0.2968333333333333,True,0.5287595287595288,0.5749811605124341,0.8544832013695699,0.5509025270758124,0.5639167825429635,0.7853434511554537,0.0077638887959482,3500.0,2705.5,680,564,0.2951666666666667,NO,NO,False,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision_v2\locked_final_policy_taiwan.json,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision_v2\final_heldout_test_evidence_table.csv,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision_v2\final_validation_selection_table.csv
V2_READY_BASELINE_BEFORE_FINAL_ATTEMPT,2026-05-06 09:54:18,heloc,external_validation_dataset,READY,0,0,0,Best Scorecard,manual_review_band,sigmoid,,0.16,0.39,best_manual_review_policy,"lowest validation review_adjusted_cost with review_cost=0.5, FN=5, FP=1","manual_review_rate<=0.25 preferred, then high_risk_precision, low_risk_default_rate, auto_decision_rate",2026-05-05 14:46:04,heloc__cand_0080,True,5.0,1.0,0.5,review_adjusted_cost = auto_FP*fp_cost + auto_FN*fn_cost + manual_review_count*review_cost; manual decisions assumed correct for Track 2 selection,0.7009724473257699,0.8422590068159689,0.6103484688489969,0.7651481645289694,0.7951238042055726,0.8034319415897484,0.0205088647245446,,729.0,0.2938196555217832,True,0.6834249803613511,0.8463035019455253,0.5744456177402323,0.7561929595827901,0.8038770280230678,0.801480407101681,0.014207949481563,1193.0,764.5,403,158,0.2698734177215189,NO,NO,False,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision_v2\locked_final_policy_heloc.json,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision_v2\final_heldout_test_evidence_table.csv,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision_v2\final_validation_selection_table.csv
