dataset,dataset_role,literature_group,model_family,config_name,config_display_name,resampling_strategy,native_catboost_categorical,status,failure_stage,error_message,fit_seconds_train_validation,test_set_used_for_selection,resampling_inside_train_fold,split_before_resampling,cv_n_splits,cv_n_repeats,cv_total_folds,cv_pr_auc_mean,cv_pr_auc_std,cv_roc_auc_mean,cv_roc_auc_std,cv_f1_mean,cv_f1_std,cv_recall_mean,cv_recall_std,cv_precision_mean,cv_precision_std,cv_expected_cost_0_50_mean,cv_expected_cost_0_50_std,cv_fit_time_mean,cv_score_time_mean,validation_pr_auc,validation_roc_auc,validation_brier,validation_ece,validation_precision_at_recall_0_60,validation_best_f1,validation_best_specificity_at_cost_policy,validation_expected_cost_cost_policy,validation_recall_cost_policy,validation_precision_cost_policy,validation_threshold_cost_policy,threshold_policy,policy_feasible
heloc,external_validation,B_XGBoost_resampling,XGBoost,xgboost_borderline_smote,XGBoost + BorderlineSMOTE,BorderlineSMOTE,False,success,,,5.199686200008728,False,True,True,5.0,3.0,15.0,0.7934245442093604,0.019854110515361928,0.7985503725647138,0.01686277764711933,0.7397510041836424,0.013743098698351842,0.7382937969647858,0.0168733569720827,0.7415598444614427,0.01860862597783354,965.2,53.678301016332476,0.2911893685658773,0.03198116620381673,0.7932431515401092,0.7980420926432983,0.18324523842028131,0.026810946201541397,0.7966751918158568,0.7612516073724818,0.3167898627243928,892.0,0.952288218111003,0.6018461538461538,0.18,,
heloc,external_validation,B_XGBoost_resampling,XGBoost,xgboost_smote_tomek,XGBoost + SMOTE-Tomek,SMOTE-Tomek,False,success,,,5.567868200014345,False,True,True,5.0,3.0,15.0,0.7940766312184216,0.020256195555970663,0.7992235329375544,0.018214928717658507,0.7410254916080494,0.014475056277442605,0.7452200284858308,0.019287174445081913,0.7372186199086369,0.01724964790795541,948.9333333333333,60.74807724437777,0.31452568372090656,0.031981309254964195,0.7952945443236461,0.8001756173597966,0.18382819059737165,0.0452685832935777,0.7923566878980892,0.7618236046016191,0.3115100316789863,877.0,0.9561830574488802,0.6009791921664627,0.14,,
heloc,external_validation,B_XGBoost_resampling,XGBoost,xgboost_kmeans_smote,XGBoost + KMeansSMOTE,KMeansSMOTE,False,success,,,7.020086400094442,False,True,True,5.0,3.0,15.0,0.7944270821067925,0.020007135540130762,0.7994387512167045,0.017037626252308303,0.7443101547085554,0.013498269025557405,0.752031895710988,0.015136164659543611,0.7370434927067204,0.018893853284169138,929.6666666666666,49.82859509246562,0.40179877281188964,0.03297861417134603,0.7948833120345347,0.7988009076990938,0.18295781769961958,0.0313736374009676,0.7963917525773195,0.758734073160707,0.3020063357972545,901.0,0.9532619279454723,0.5969512195121951,0.16,,
heloc,external_validation,C_LightGBM_resampling,LightGBM,lightgbm_no_resampling,LightGBM + no resampling,none,False,success,,,6.334463699953631,False,True,True,5.0,3.0,15.0,0.7859260029642765,0.018846283478942856,0.7902941955590663,0.017307805791474094,0.7393080750345347,0.01353220859247771,0.750623916871891,0.01656709702458596,0.7285480733276654,0.016154327884187178,940.8666666666667,54.17609148774843,0.355249818166097,0.03922845522562663,0.7916929599121341,0.7944988993068871,0.1851578862817391,0.03890445664625922,0.7814070351758794,0.7622317596566524,0.2365364308342133,913.0,0.9629990262901655,0.5776869158878505,0.135,,
heloc,external_validation,C_LightGBM_resampling,LightGBM,lightgbm_smote,LightGBM + SMOTE,SMOTE,False,success,,,8.183872399968095,False,True,True,5.0,3.0,15.0,0.7877735606010084,0.019818695659582292,0.7917985144303372,0.017161848102279074,0.7387332357427778,0.012782934400765647,0.7448885123520456,0.015637167485215982,0.7328728524168533,0.015070271011971337,953.4666666666667,51.10885985380181,0.4708196798960368,0.03876306215922038,0.7885150601459556,0.7916209544001506,0.1869318274167496,0.03823076557476513,0.7856257744733581,0.7561715028150715,0.11298838437170011,920.0,0.9844206426484907,0.546191247974068,0.09,,
heloc,external_validation,C_LightGBM_resampling,LightGBM,lightgbm_borderline_smote,LightGBM + BorderlineSMOTE,BorderlineSMOTE,False,success,,,8.074131899978966,False,True,True,5.0,3.0,15.0,0.7863613637314593,0.019225921417595486,0.7905657956153456,0.016562535400394728,0.7364263034695234,0.013411367028904341,0.7374229093434929,0.01564623404394588,0.7355981751675441,0.015445069387441076,972.4666666666667,52.44281541726082,0.4649242719014486,0.038962539037068686,0.7871270155167813,0.790195862709998,0.18773652273982458,0.037565693294639005,0.7832699619771863,0.7597765363128491,0.09926082365364308,918.0,0.9873417721518988,0.5431173004820568,0.09,,
heloc,external_validation,C_LightGBM_resampling,LightGBM,lightgbm_smote_tomek,LightGBM + SMOTE-Tomek,SMOTE-Tomek,False,success,,,8.745750600006431,False,True,True,5.0,3.0,15.0,0.7901427760586132,0.019677129258250877,0.7928117865969583,0.01828682715631788,0.737282898723834,0.013258956793587275,0.742726115051885,0.01703109996965579,0.732135755140073,0.014993134052011086,960.2666666666667,54.82756808597498,0.5059472560882569,0.03836399714152018,0.7880567829636793,0.7924671668539712,0.18972936706735374,0.06728731369597976,0.7801507537688442,0.7614520311149524,0.2502639915522703,920.0,0.9591041869522883,0.5811209439528023,0.105,,
heloc,external_validation,C_LightGBM_resampling,LightGBM,lightgbm_kmeans_smote,LightGBM + KMeansSMOTE,KMeansSMOTE,False,success,,,9.857039500027895,False,True,True,5.0,3.0,15.0,0.7863070773716208,0.019671605675737266,0.7912649898177107,0.017128086751567708,0.7401409956275443,0.012512271119022854,0.7511617097111425,0.015459420850749804,0.7297454328885428,0.01725939707901186,938.4,48.52325902767318,0.5751775741577149,0.03969386418660482,0.7889057943287201,0.7918337927694591,0.18690720611087366,0.04316117670411879,0.7908163265306123,0.7598533455545371,0.2734952481520591,913.0,0.9561830574488802,0.5880239520958084,0.14,,
heloc,external_validation,D_CatBoost_class_strategy,CatBoost,catboost_baseline,CatBoost baseline,none,True,success,,,83.76926039997488,False,True,True,5.0,3.0,15.0,0.7934259607007927,0.020326904185859765,0.8012088996002736,0.017095417675250735,0.7443372583611033,0.01242768674254265,0.7562517979049584,0.016102835745393326,0.7330585386358255,0.015881299553826295,920.9333333333333,50.87562175432245,5.195391416549683,0.022938950856526693,0.795372651309243,0.8022145472454911,0.18080086697165546,0.014885947420342651,0.807843137254902,0.7593628928110202,0.10770855332629356,880.0,0.9931840311587147,0.546916890080429,0.12,,
heloc,external_validation,D_CatBoost_class_strategy,CatBoost,catboost_class_weights,CatBoost class_weights,none,True,success,,,83.2186491000466,False,True,True,5.0,3.0,15.0,0.7938408821706786,0.01988908812342067,0.8003931075850818,0.017940863973460872,0.7434326959882368,0.008272973731818055,0.9367090095210031,0.010368172723680206,0.6163332695823143,0.00914137819959196,554.4666666666667,34.811620026779686,5.1809950510660805,0.023802900314331056,0.7965532745798646,0.8026772393526833,0.22475574849637253,0.19672488547229808,0.8043758043758044,0.760053026955369,0.3368532206969377,868.0,0.9532619279454723,0.6092097075295582,0.455,,
heloc,external_validation,D_CatBoost_class_strategy,CatBoost,catboost_balanced,CatBoost Balanced,none,True,success,,,79.5702464999631,False,True,True,5.0,3.0,15.0,0.7936807111010841,0.020697498327547238,0.8009093201190998,0.017285864300738744,0.7401429299690676,0.012526154952638844,0.7408894455085702,0.01573059416286043,0.7397070113625781,0.01719795955201016,959.2666666666667,49.62588930073586,4.941931692759196,0.023095130920410156,0.7992643209241905,0.8033352903495794,0.1806693357260532,0.026507345989835573,0.80859375,0.7584369449378331,0.21541710665258712,873.0,0.9746835443037974,0.5739678899082569,0.145,,
